,gid,name,lat,lon,f_class,f_code,country,state,county,state_county
952,4458265,Burnsville,35.91734,-82.30096,P,PPLA2,US,NC,199,NC_199
1241,4620634,Elizabethton,36.34872,-82.21069,P,PPLA2,US,TN,19,TN_019
1277,4643953,Mountain City,36.47456,-81.80484,P,PPLA2,US,TN,91,TN_091
1487,4748993,Bristol,36.59649,-82.18847,P,PPLA2,US,VA,520,VA_520
1214,4607201,Blountville,36.53316,-82.32681,P,PPLA2,US,TN,163,TN_163
1472,4743815,Abingdon,36.70983,-81.97735,P,PPLA2,US,VA,191,VA_191
1497,4753218,Clintwood,37.15011,-82.45598000000003,P,PPLA2,US,VA,51,VA_051
1518,4760593,Gate City,36.63788,-82.58099,P,PPLA2,US,VA,169,VA_169
1534,4767229,Jonesville,36.68898,-83.111,P,PPLA2,US,VA,105,VA_105
666,4313346,Whitesburg,37.11843,-82.82683,P,PPLA2,US,KY,133,KY_133
605,4295712,Hyden,37.16093,-83.37324,P,PPLA2,US,KY,131,KY_131
595,4294072,Harlan,36.84314000000001,-83.32185,P,PPLA2,US,KY,95,KY_095
602,4294872,Hindman,37.33593,-82.98044,P,PPLA2,US,KY,119,KY_119
599,4294349,Hazard,37.24954,-83.19323,P,PPLA2,US,KY,193,KY_193
1559,4776585,Norton,36.93343,-82.62905,P,PPLA2,US,VA,720,VA_720
1662,4829341,Wise,36.97593,-82.57571,P,PPLA2,US,VA,195,VA_195
644,4304232,Pikeville,37.47927,-82.51876,P,PPLA2,US,KY,195,KY_195
619,4299275,Louisa,38.11425,-82.60321,P,PPLA2,US,KY,127,KY_127
650,4307447,Salyersville,37.75259000000001,-83.06878,P,PPLA2,US,KY,153,KY_153
651,4307616,Sandy Hook,38.08647,-83.12628000000002,P,PPLA2,US,KY,63,KY_063
646,4305210,Prestonsburg,37.66565,-82.77155,P,PPLA2,US,KY,71,KY_071
642,4303543,Paintsville,37.81454,-82.80711,P,PPLA2,US,KY,115,KY_115
665,4313038,West Liberty,37.92148,-83.25962,P,PPLA2,US,KY,175,KY_175
590,4293311,Grayson,38.33258,-82.9485,P,PPLA2,US,KY,43,KY_043
628,4301307,Morehead,38.18397,-83.43268,P,PPLA2,US,KY,205,KY_205
570,4286728,Campton,37.73425,-83.54741,P,PPLA2,US,KY,237,KY_237
608,4296081,Jackson,37.55315,-83.38351,P,PPLA2,US,KY,25,KY_025
560,4285190,Booneville,37.4762,-83.67491,P,PPLA2,US,KY,189,KY_189
557,4283541,Beattyville,37.57175,-83.70685999999998,P,PPLA2,US,KY,129,KY_129
641,4303441,Owingsville,38.1448,-83.76408,P,PPLA2,US,KY,11,KY_011
643,4303602,Paris,38.2098,-84.25299,P,PPLA2,US,KY,17,KY_017
659,4309498,Stanton,37.84564,-83.85825,P,PPLA2,US,KY,197,KY_197
648,4305974,Richmond,37.74786,-84.29465,P,PPLA2,US,KY,151,KY_151
632,4301683,Mount Sterling,38.05647,-83.94326,P,PPLA2,US,KY,173,KY_173
607,4295954,Irvine,37.70064,-83.97381,P,PPLA2,US,KY,65,KY_065
588,4292686,Georgetown,38.2098,-84.55883,P,PPLA2,US,KY,209,KY_209
638,4302561,Nicholasville,37.88063,-84.573,P,PPLA2,US,KY,113,KY_113
616,4297983,Lexington,37.98869000000001,-84.47771999999998,P,PPLA2,US,KY,67,KY_067
576,4289323,Cynthiana,38.39035,-84.2941,P,PPLA2,US,KY,97,KY_097
671,4313697,Winchester,37.99008,-84.17965,P,PPLA2,US,KY,49,KY_049
584,4291905,Flemingsburg,38.4223,-83.73380999999998,P,PPLA2,US,KY,69,KY_069
571,4286981,Carlisle,38.31202,-84.02743000000002,P,PPLA2,US,KY,181,KY_181
587,4292308,Frenchburg,37.95092,-83.62575,P,PPLA2,US,KY,165,KY_165
631,4301603,Mount Olivet,38.53146,-84.03687,P,PPLA2,US,KY,201,KY_201
563,4285607,Brooksville,38.68257,-84.06576,P,PPLA2,US,KY,23,KY_023
625,4300152,Maysville,38.64119,-83.74436999999998,P,PPLA2,US,KY,161,KY_161
1050,4505868,Batavia,39.07701,-84.17688000000003,P,PPLA2,US,OH,25,OH_025
583,4291501,Falmouth,38.67674,-84.33021,P,PPLA2,US,KY,191,KY_191
637,4302529,Newport,39.09145,-84.49578000000002,P,PPLA2,US,KY,37,KY_037
1052,4508722,Cincinnati,39.12711,-84.51439,P,PPLA2,US,OH,61,OH_061
670,4313572,Williamstown,38.63812,-84.5605,P,PPLA2,US,KY,81,KY_081
471,4266278,Vevay,38.74784,-85.06716999999998,P,PPLA2,US,IN,155,IN_155
566,4286281,Burlington,39.02756,-84.72411,P,PPLA2,US,KY,15,KY_015
572,4287050,Carrollton,38.6809,-85.1794,P,PPLA2,US,KY,41,KY_041
470,4266266,Versailles,39.072,-85.2519,P,PPLA2,US,IN,137,IN_137
444,4260223,Lawrenceburg,39.09089,-84.84995,P,PPLA2,US,IN,29,IN_029
664,4312734,Warsaw,38.7834,-84.90162,P,PPLA2,US,KY,77,KY_077
446,4260853,Madison,38.73589000000001,-85.37996,P,PPLA2,US,IN,77,IN_077
558,4283606,Bedford,38.59256,-85.31773000000003,P,PPLA2,US,KY,223,KY_223
640,4303439,Owenton,38.53672,-84.84338000000002,P,PPLA2,US,KY,187,KY_187
636,4302338,New Castle,38.4334,-85.16968,P,PPLA2,US,KY,103,KY_103
611,4297238,La Grange,38.40757,-85.37885,P,PPLA2,US,KY,185,KY_185
555,4283133,Bardstown,37.80923,-85.4669,P,PPLA2,US,KY,179,KY_179
586,4292202,Franklin County,38.23915,-84.87706999999997,A,ADM2,US,KY,73,KY_073
653,4308122,Shelbyville,38.21201,-85.22357,P,PPLA2,US,KY,211,KY_211
596,4294180,Harrodsburg,37.7623,-84.84329,P,PPLA2,US,KY,167,KY_167
657,4309329,Springfield,37.68534,-85.22218000000002,P,PPLA2,US,KY,229,KY_229
613,4297581,Lawrenceburg,38.0373,-84.89662,P,PPLA2,US,KY,5,KY_005
660,4310638,Taylorsville,38.03173,-85.34245,P,PPLA2,US,KY,215,KY_215
614,4297653,Lebanon,37.56979000000001,-85.25274,P,PPLA2,US,KY,155,KY_155
577,4289445,Danville,37.64563,-84.77216999999997,P,PPLA2,US,KY,21,KY_021
663,4312057,Versailles,38.05258,-84.72995,P,PPLA2,US,KY,239,KY_239
612,4297354,Lancaster,37.61952,-84.57799999999997,P,PPLA2,US,KY,79,KY_079
658,4309487,Stanford,37.53119,-84.66189,P,PPLA2,US,KY,137,KY_137
609,4296173,Jamestown,36.98479,-85.06300999999998,P,PPLA2,US,KY,207,KY_207
626,4300339,McKee,37.43036,-83.99798,P,PPLA2,US,KY,109,KY_109
633,4301703,Mount Vernon,37.35286,-84.34049,P,PPLA2,US,KY,203,KY_203
554,4283128,Barbourville,36.86648,-83.88880999999998,P,PPLA2,US,KY,121,KY_121
645,4304396,Pineville,36.76203,-83.69492,P,PPLA2,US,KY,13,KY_013
618,4298960,London,37.12898,-84.08326,P,PPLA2,US,KY,125,KY_125
669,4313563,Williamsburg,36.74342,-84.15966,P,PPLA2,US,KY,235,KY_235
622,4299741,Manchester,37.1537,-83.76186,P,PPLA2,US,KY,51,KY_051
667,4313358,Whitley City,36.72341,-84.47049,P,PPLA2,US,KY,147,KY_147
656,4308922,Somerset,37.09202,-84.60410999999998,P,PPLA2,US,KY,199,KY_199
1217,4610363,Byrdstown,36.57451,-85.12884,P,PPLA2,US,TN,137,TN_137
553,4282305,Albany,36.6909,-85.13468,P,PPLA2,US,KY,53,KY_053
575,4288366,Columbia,37.10284,-85.30635,P,PPLA2,US,KY,1,KY_001
565,4286280,Burkesville,36.79034,-85.37052,P,PPLA2,US,KY,57,KY_057
627,4301224,Monticello,36.82979,-84.84911,P,PPLA2,US,KY,231,KY_231
617,4298003,Liberty,37.31841,-84.9394,P,PPLA2,US,KY,45,KY_045
569,4286717,Campbellsville,37.3434,-85.34191,P,PPLA2,US,KY,217,KY_217
591,4293470,Greensburg,37.26089,-85.49885,P,PPLA2,US,KY,87,KY_087
580,4290886,Edmonton,36.98006,-85.61219,P,PPLA2,US,KY,169,KY_169
603,4294937,Hodgenville,37.57395,-85.73996,P,PPLA2,US,KY,123,KY_123
615,4297882,Leitchfield,37.48005,-86.29386,P,PPLA2,US,KY,85,KY_085
589,4292826,Glasgow,36.99588,-85.91192,P,PPLA2,US,KY,9,KY_009
561,4285268,Bowling Green,36.99032,-86.4436,P,PPLA2,US,KY,227,KY_227
634,4302012,Munfordville,37.27228,-85.89108,P,PPLA2,US,KY,99,KY_099
564,4285708,Brownsville,37.19255,-86.26775,P,PPLA2,US,KY,61,KY_061
652,4307837,Scottsville,36.75338,-86.19054,P,PPLA2,US,KY,3,KY_003
661,4311035,Tompkinsville,36.70228,-85.69164,P,PPLA2,US,KY,171,KY_171
1261,4635093,Lafayette,36.52116,-86.02637,P,PPLA2,US,TN,111,TN_111
1220,4612315,Celina,36.55006,-85.50525,P,PPLA2,US,TN,27,TN_027
1256,4632852,Jamestown,36.42757,-84.93189,P,PPLA2,US,TN,49,TN_049
1267,4637626,Livingston,36.3834,-85.32302,P,PPLA2,US,TN,133,TN_133
1293,4659177,Sparta,35.9259,-85.46414,P,PPLA2,US,TN,185,TN_185
1294,4659233,Spencer,35.74729,-85.46664,P,PPLA2,US,TN,175,TN_175
1229,4615145,Cookeville,36.16284,-85.50164000000002,P,PPLA2,US,TN,141,TN_141
1303,4668717,Woodbury,35.82757,-86.07166,P,PPLA2,US,TN,15,TN_015
1246,4624116,Gainesboro,36.35561,-85.65887,P,PPLA2,US,TN,87,TN_087
1249,4628109,Hartsville,36.39088,-86.16721,P,PPLA2,US,TN,169,TN_169
1290,4658541,Smithville,35.96062,-85.81415,P,PPLA2,US,TN,41,TN_041
1247,4624180,Gallatin,36.38838,-86.44666,P,PPLA2,US,TN,165,TN_165
1278,4644312,Murfreesboro,35.84562000000001,-86.39027,P,PPLA2,US,TN,149,TN_149
1219,4611656,Carthage,36.25228,-85.95165,P,PPLA2,US,TN,159,TN_159
1263,4636045,Lebanon,36.20811,-86.2911,P,PPLA2,US,TN,189,TN_189
1274,4640882,McMinnville,35.6834,-85.76998,P,PPLA2,US,TN,177,TN_177
1271,4639224,Manchester,35.48174,-86.0886,P,PPLA2,US,TN,31,TN_031
1210,4602483,Altamont,35.42952000000001,-85.72303000000002,P,PPLA2,US,TN,61,TN_061
1269,4638782,Lynchburg,35.28314,-86.37416,P,PPLA2,US,TN,127,TN_127
1244,4621915,Fayetteville,35.15203,-86.57055,P,PPLA2,US,TN,103,TN_103
36,4068590,Huntsville,34.7304,-86.58594000000002,P,PPLA2,US,AL,89,AL_089
1282,4651648,Pulaski,35.1998,-87.03084,P,PPLA2,US,TN,55,TN_055
1289,4657077,Shelbyville,35.48341,-86.46027,P,PPLA2,US,TN,3,TN_003
1228,4614867,Columbia,35.61507,-87.03528,P,PPLA2,US,TN,119,TN_119
1264,4636442,Lewisburg,35.44924,-86.78889000000002,P,PPLA2,US,TN,117,TN_117
1262,4635849,Lawrenceburg,35.2423,-87.33474,P,PPLA2,US,TN,99,TN_099
1666,4830668,Athens,34.80243,-86.97219,P,PPLA2,US,AL,83,AL_083
19,4058553,Decatur,34.60593,-86.98334,P,PPLA2,US,AL,103,AL_103
46,4077329,Moulton,34.48121,-87.29335,P,PPLA2,US,AL,79,AL_079
53,4087313,Russellville,34.507870000000004,-87.72864,P,PPLA2,US,AL,59,AL_059
60,4094484,Tuscumbia,34.7312,-87.70253000000002,P,PPLA2,US,AL,33,AL_033
25,4062577,Florence,34.79981,-87.67725,P,PPLA2,US,AL,77,AL_077
892,4431283,Iuka,34.81176,-88.19004,P,PPLA2,US,MS,141,MS_141
1286,4656006,Savannah,35.2248,-88.2492,P,PPLA2,US,TN,71,TN_071
1301,4666247,Waynesboro,35.31952000000001,-87.76225,P,PPLA2,US,TN,181,TN_181
1251,4629986,Hohenwald,35.54785,-87.55196,P,PPLA2,US,TN,101,TN_101
1236,4617664,Decaturville,35.58424,-88.11948000000002,P,PPLA2,US,TN,39,TN_039
1218,4610643,Camden,36.05895,-88.09782,P,PPLA2,US,TN,5,TN_005
1300,4666202,Waverly,36.08395,-87.79475,P,PPLA2,US,TN,85,TN_085
1266,4636915,Linden,35.61729000000001,-87.83946999999998,P,PPLA2,US,TN,135,TN_135
1265,4636463,Lexington,35.6509,-88.39338000000002,P,PPLA2,US,TN,77,TN_077
1252,4631422,Huntingdon,36.00062,-88.42811,P,PPLA2,US,TN,17,TN_017
1250,4628695,Henderson,35.43924000000001,-88.64144,P,PPLA2,US,TN,23,TN_023
876,4422713,Corinth,34.93425,-88.52226999999998,P,PPLA2,US,MS,3,MS_003
1287,4656442,Selmer,35.17008,-88.59227,P,PPLA2,US,TN,109,TN_109
865,4419094,Booneville,34.65815,-88.56671999999998,P,PPLA2,US,MS,117,MS_117
910,4438121,New Albany,34.49427,-89.00784,P,PPLA2,US,MS,145,MS_145
861,4416602,Ashland,34.83287,-89.1759,P,PPLA2,US,MS,9,MS_009
1292,4658802,Somerville,35.2437,-89.35007,P,PPLA2,US,TN,47,TN_047
1215,4607598,Bolivar,35.25619000000001,-88.98784,P,PPLA2,US,TN,69,TN_069
924,4443338,Ripley,34.729820000000004,-88.95062,P,PPLA2,US,MS,139,MS_139
890,4430104,Holly Springs,34.7676,-89.44869,P,PPLA2,US,MS,93,MS_093
1275,4641239,Memphis,35.14953,-90.04898,P,PPLA2,US,TN,157,TN_157
106,4120524,Marion,35.21453,-90.19648,P,PPLA2,US,AR,35,AR_035
888,4429589,Hernando,34.82399,-89.9937,P,PPLA2,US,MS,33,MS_033
929,4448894,Tunica,34.68455,-90.38288,P,PPLA2,US,MS,143,MS_143
926,4445447,Senatobia,34.6176,-89.9687,P,PPLA2,US,MS,137,MS_137
94,4114272,Helena,34.52955,-90.59177,P,PPLA2,US,AR,107,AR_107
87,4111382,Forrest City,35.00815,-90.78983,P,PPLA2,US,AR,123,AR_123
77,4105824,Clarendon,34.69315,-91.31374,P,PPLA2,US,AR,95,AR_095
105,4120508,Marianna,34.773709999999994,-90.75761,P,PPLA2,US,AR,77,AR_077
138,4137215,Wynne,35.22453,-90.78678,P,PPLA2,US,AR,37,AR_037
71,4099952,Augusta,35.28230999999999,-91.36541,P,PPLA2,US,AR,147,AR_147
123,4127330,Prairie County,34.82979,-91.55277,A,ADM2,US,AR,117,AR_117
129,4130430,Searcy,35.25064000000001,-91.73625,P,PPLA2,US,AR,145,AR_145
102,4119817,Lonoke,34.78398,-91.89986,P,PPLA2,US,AR,85,AR_085
125,4127619,Pulaski County,34.76993,-92.3118,A,ADM2,US,AR,119,AR_119
81,4106458,Conway,35.0887,-92.4421,P,PPLA2,US,AR,45,AR_045
73,4101241,Benton,34.56454,-92.58683,P,PPLA2,US,AR,125,AR_125
96,4115412,Hot Springs,34.5037,-93.05518,P,PPLA2,US,AR,51,AR_051
104,4120388,Malvern,34.36231,-92.81295,P,PPLA2,US,AR,59,AR_059
124,4127433,Prescott,33.802609999999994,-93.38101,P,PPLA2,US,AR,99,AR_099
75,4104182,Camden,33.58456,-92.83433,P,PPLA2,US,AR,103,AR_103
66,4099647,Arkadelphia,34.12093,-93.05378,P,PPLA2,US,AR,19,AR_019
90,4113647,Hampton,33.537890000000004,-92.46988,P,PPLA2,US,AR,13,AR_013
137,4135349,Warren,33.61261,-92.06458,P,PPLA2,US,AR,11,AR_011
111,4122015,Monticello,33.629,-91.79096,P,PPLA2,US,AR,43,AR_043
86,4111319,Fordyce,33.81372,-92.41293,P,PPLA2,US,AR,39,AR_039
131,4130821,Sheridan,34.30704,-92.40127,P,PPLA2,US,AR,53,AR_053
132,4132227,Star City,33.94288,-91.84347,P,PPLA2,US,AR,79,AR_079
126,4128469,Rison,33.95843,-92.19015,P,PPLA2,US,AR,25,AR_025
121,4126226,Pine Bluff,34.22843,-92.0032,P,PPLA2,US,AR,69,AR_069
68,4099679,Arkansas County,34.29081,-91.37491,A,ADM2,US,AR,1,AR_001
864,4419012,Bolivar County,33.79554,-90.8804,A,ADM2,US,MS,11,MS_011
872,4421935,Clarksdale,34.200109999999995,-90.57093,P,PPLA2,US,MS,27,MS_027
67,4099673,Arkansas City,33.60872,-91.20678,P,PPLA2,US,AR,41,AR_041
891,4430981,Indianola,33.45095,-90.65509,P,PPLA2,US,MS,133,MS_133
882,4428475,Greenville,33.40898,-91.05978,P,PPLA2,US,MS,151,MS_151
904,4435217,Mayersville,32.90207,-91.05122,P,PPLA2,US,MS,55,MS_055
705,4330331,Lake Providence,32.804990000000004,-91.17098,P,PPLA2,US,LA,35,LA_035
925,4443769,Rolling Fork,32.90652,-90.87816,P,PPLA2,US,MS,125,MS_125
99,4118121,Lake Village,33.32873,-91.28178,P,PPLA2,US,AR,17,AR_017
718,4335690,Oak Grove,32.86096,-91.38845,P,PPLA2,US,LA,123,LA_123
89,4113607,Hamburg,33.22818,-91.79763,P,PPLA2,US,AR,3,AR_003
676,4315535,Bastrop,32.77828,-91.91144,P,PPLA2,US,LA,67,LA_067
691,4324179,Farmerville,32.77347,-92.4057,P,PPLA2,US,LA,111,LA_111
698,4327785,Homer,32.791920000000005,-93.05503,P,PPLA2,US,LA,27,LA_027
84,4109785,El Dorado,33.20763,-92.66627,P,PPLA2,US,AR,139,AR_139
103,4120323,Magnolia,33.267070000000004,-93.23933,P,PPLA2,US,AR,27,AR_027
711,4333533,Minden,32.61543,-93.28684,P,PPLA2,US,LA,119,LA_119
675,4314969,Arcadia,32.549040000000005,-92.92016,P,PPLA2,US,LA,13,LA_013
725,4339348,Ruston,32.52321,-92.63793,P,PPLA2,US,LA,61,LA_061
734,4346455,Winnfield,31.92558,-92.64131,P,PPLA2,US,LA,127,LA_127
702,4329308,Jonesboro,32.24127,-92.71599,P,PPLA2,US,LA,49,LA_049
714,4334720,Natchitoches,31.760720000000006,-93.08627,P,PPLA2,US,LA,69,LA_069
681,4320425,Colfax,31.51906,-92.70682,P,PPLA2,US,LA,43,LA_043
685,4321014,Coushatta,32.01488,-93.34212,P,PPLA2,US,LA,81,LA_081
709,4332518,Many,31.56878,-93.48406,P,PPLA2,US,LA,85,LA_085
687,4321781,DeRidder,30.84631,-93.28905,P,PPLA2,US,LA,11,LA_011
706,4330740,Leesville,31.14352,-93.261,P,PPLA2,US,LA,115,LA_115
719,4335887,Oberlin,30.6202,-92.76265,P,PPLA2,US,LA,3,LA_003
673,4314550,Alexandria,31.311290000000003,-92.44514,P,PPLA2,US,LA,79,LA_079
733,4344651,Ville Platte,30.68797,-92.27152,P,PPLA2,US,LA,39,LA_039
720,4336153,Opelousas,30.53353,-92.08151,P,PPLA2,US,LA,97,LA_097
710,4332604,Marksville,31.12797,-92.06624,P,PPLA2,US,LA,9,LA_009
717,4335096,New Roads,30.70157,-91.43622,P,PPLA2,US,LA,77,LA_077
726,4339684,Saint Francisville,30.7799,-91.3765,P,PPLA2,US,LA,125,LA_125
938,4451678,Woodville,31.10462,-91.29956,P,PPLA2,US,MS,157,MS_157
898,4433362,Liberty,31.15823,-90.81232,P,PPLA2,US,MS,5,MS_005
694,4326511,Greensburg,30.83074,-90.67176,P,PPLA2,US,LA,91,LA_091
680,4320277,Clinton,30.86574,-91.01566,P,PPLA2,US,LA,37,LA_037
674,4314744,Amite,30.72657,-90.50898,P,PPLA2,US,LA,105,LA_105
902,4434720,Magnolia,31.14323,-90.45871,P,PPLA2,US,MS,113,MS_113
875,4422457,Columbia,31.25184,-89.83758,P,PPLA2,US,MS,91,MS_091
693,4325165,Franklinton,30.84731,-90.15527,P,PPLA2,US,LA,117,LA_117
931,4449106,Tylertown,31.11601,-90.14203,P,PPLA2,US,MS,147,MS_147
918,4442164,Poplarville,30.840190000000003,-89.53423000000002,P,PPLA2,US,MS,109,MS_109
921,4442639,Purvis,31.14324,-89.40979,P,PPLA2,US,MS,73,MS_073
886,4429295,Hattiesburg,31.32712,-89.29034,P,PPLA2,US,MS,35,MS_035
936,4451140,Wiggins,30.85824,-89.13533000000002,P,PPLA2,US,MS,131,MS_131
900,4434388,Lucedale,30.92519,-88.59002,P,PPLA2,US,MS,39,MS_039
911,4438134,New Augusta,31.20263,-89.03668,P,PPLA2,US,MS,111,MS_111
896,4433116,Leakesville,31.15574,-88.5578,P,PPLA2,US,MS,41,MS_041
914,4440397,Pascagoula,30.36576,-88.55613000000002,P,PPLA2,US,MS,59,MS_059
885,4429197,Harrison County,30.41605,-89.08164000000002,A,ADM2,US,MS,47,MS_047
862,4417205,Bay Saint Louis,30.30881,-89.33005,P,PPLA2,US,MS,45,MS_045
695,4326575,Gretna,29.91465,-90.05396,P,PPLA2,US,LA,51,LA_051
716,4335045,New Orleans,29.95465,-90.07507,P,PPLA2,US,LA,71,LA_071
684,4321005,Covington,30.47549,-90.10042,P,PPLA2,US,LA,103,LA_103
679,4319518,Chalmette,29.94296,-89.96537,P,PPLA2,US,LA,87,LA_087
696,4326799,Hahnville,29.97659,-90.40897,P,PPLA2,US,LA,89,LA_089
713,4334696,Napoleonville,29.94048,-91.02482,P,PPLA2,US,LA,7,LA_007
689,4323288,East Baton Rouge Parish,30.53824,-91.09562,A,ADM2,US,LA,33,LA_033
707,4331485,Livingston,30.50213,-90.74787,P,PPLA2,US,LA,63,LA_063
723,4337823,Port Allen,30.452140000000004,-91.21011,P,PPLA2,US,LA,121,LA_121
721,4337436,Plaquemine,30.29005,-91.23497,P,PPLA2,US,LA,47,LA_047
731,4343429,Thibodaux,29.79576,-90.82287,P,PPLA2,US,LA,57,LA_057
690,4323551,Edgard,30.04326,-90.56009,P,PPLA2,US,LA,95,LA_095
722,4337452,Plaquemines Parish,29.54421,-89.82047,A,ADM2,US,LA,75,LA_075
699,4328010,Houma,29.59577,-90.71953,P,PPLA2,US,LA,109,LA_109
683,4320643,Convent,30.02076,-90.82982,P,PPLA2,US,LA,93,LA_093
688,4322811,Donaldsonville,30.10114,-90.99412,P,PPLA2,US,LA,5,LA_005
692,4325150,Franklin,29.79604,-91.5015,P,PPLA2,US,LA,101,LA_101
703,4330145,Lafayette,30.224090000000004,-92.01984,P,PPLA2,US,LA,55,LA_055
672,4314295,Abbeville,29.97465,-92.13429,P,PPLA2,US,LA,113,LA_113
728,4340196,Saint Martinville,30.1252,-91.83345,P,PPLA2,US,LA,99,LA_099
715,4334971,New Iberia,30.00354,-91.81873,P,PPLA2,US,LA,45,LA_045
686,4321310,Crowley,30.21409,-92.37458,P,PPLA2,US,LA,1,LA_001
701,4329037,Jennings,30.22243,-92.65708,P,PPLA2,US,LA,53,LA_053
704,4330236,Lake Charles,30.21309,-93.2044,P,PPLA2,US,LA,19,LA_019
678,4318695,Cameron,29.79772,-93.32515,P,PPLA2,US,LA,23,LA_023
1317,4672989,Beaumont,30.08605,-94.10185,P,PPLA2,US,TX,245,TX_245
1429,4716805,Orange,30.092990000000004,-93.73655,P,PPLA2,US,TX,361,TX_361
1403,4703726,Kountze,30.3716,-94.31241,P,PPLA2,US,TX,199,TX_199
1340,4682352,Coldspring,30.59242,-95.12938,P,PPLA2,US,TX,407,TX_407
1381,4695325,Groveton,31.05491,-95.12577,P,PPLA2,US,TX,455,TX_455
1410,4707173,Livingston,30.71103,-94.93299,P,PPLA2,US,TX,373,TX_373
1392,4699540,Huntsville,30.72353,-95.55078,P,PPLA2,US,TX,471,TX_471
1349,4684218,Crockett,31.318240000000007,-95.45661,P,PPLA2,US,TX,225,TX_225
1414,4708308,Lufkin,31.338240000000006,-94.7291,P,PPLA2,US,TX,5,TX_005
1470,4743079,Woodville,30.7752,-94.41548,P,PPLA2,US,TX,457,TX_457
1394,4700731,Jasper,30.9202,-93.99658,P,PPLA2,US,TX,241,TX_241
1386,4697054,Hemphill,31.340740000000004,-93.84685,P,PPLA2,US,TX,403,TX_403
1428,4714713,Newton,30.84853,-93.7574,P,PPLA2,US,TX,351,TX_351
1447,4726256,San Augustine,31.5299,-94.10603,P,PPLA2,US,TX,405,TX_405
708,4332494,Mansfield,32.037659999999995,-93.70018,P,PPLA2,US,LA,31,LA_031
1336,4679988,Center,31.79545,-94.17909,P,PPLA2,US,TX,419,TX_419
1335,4679272,Carthage,32.15738,-94.33742,P,PPLA2,US,TX,365,TX_365
1425,4713735,Nacogdoches,31.60351,-94.65549,P,PPLA2,US,TX,347,TX_347
2,4046332,Henderson,32.153220000000005,-94.79938,P,PPLA2,US,TX,401,TX_401
1445,4724359,Rusk,31.79601,-95.15022,P,PPLA2,US,TX,73,TX_073
1461,4738214,Tyler,32.35126,-95.30106,P,PPLA2,US,TX,423,TX_423
1413,4707814,Longview,32.5007,-94.74049,P,PPLA2,US,TX,183,TX_183
1353,4684858,Daingerfield,33.03179,-94.72187,P,PPLA2,US,TX,343,TX_343
1424,4713032,Mount Vernon,33.18873,-95.22133,P,PPLA2,US,TX,159,TX_159
1372,4693569,Gilmer,32.72875,-94.94244,P,PPLA2,US,TX,459,TX_459
1423,4712933,Mount Pleasant,33.15679,-94.96827,P,PPLA2,US,TX,449,TX_449
1438,4721115,Quitman,32.79596,-95.45106,P,PPLA2,US,TX,499,TX_499
1435,4719416,Pittsburg,32.9954,-94.96577,P,PPLA2,US,TX,63,TX_063
1109,4539145,Hugo,34.010659999999994,-95.50968,P,PPLA2,US,OK,23,OK_023
1433,4717560,Paris,33.660940000000004,-95.55551,P,PPLA2,US,TX,277,TX_277
1323,4675577,Bonham,33.57733,-96.17831,P,PPLA2,US,TX,147,TX_147
1345,4683141,Cooper,33.37344,-95.68829,P,PPLA2,US,TX,119,TX_119
1359,4689236,Emory,32.87457,-95.76552,P,PPLA2,US,TX,379,TX_379
1457,4734909,Sulphur Springs,33.13845,-95.60107,P,PPLA2,US,TX,223,TX_223
1379,4695066,Greenville,33.13845,-96.11081,P,PPLA2,US,TX,231,TX_231
1400,4702728,Kaufman,32.58902,-96.30887,P,PPLA2,US,TX,257,TX_257
1333,4678858,Canton,32.55652,-95.8633,P,PPLA2,US,TX,467,TX_467
1431,4717232,Palestine,31.76212,-95.63079,P,PPLA2,US,TX,1,TX_001
1360,4689837,Fairfield,31.72461,-96.16525,P,PPLA2,US,TX,161,TX_161
1312,4671545,Athens,32.20487,-95.85552,P,PPLA2,US,TX,213,TX_213
1347,4683462,Corsicana,32.09543,-96.46887,P,PPLA2,US,TX,349,TX_349
1389,4697867,Hillsboro,32.01099,-97.13001,P,PPLA2,US,TX,217,TX_217
1465,4739526,Waco,31.54933,-97.14667,P,PPLA2,US,TX,309,TX_309
1380,4695270,Groesbeck,31.52434,-96.53387,P,PPLA2,US,TX,293,TX_293
1415,4708703,Madisonville,30.94991,-95.91162,P,PPLA2,US,TX,313,TX_313
1337,4680082,Centerville,31.25796,-95.97829,P,PPLA2,US,TX,289,TX_289
1329,4677008,Bryan,30.67436,-96.36996,P,PPLA2,US,TX,41,TX_041
1364,4692193,Franklin,31.026020000000006,-96.48524,P,PPLA2,US,TX,395,TX_395
1308,4670732,Anderson,30.48715,-95.9869,P,PPLA2,US,TX,185,TX_185
1319,4673398,Bellville,29.95023,-96.25719,P,PPLA2,US,TX,15,TX_015
1326,4676206,Brenham,30.16688,-96.39774,P,PPLA2,US,TX,477,TX_477
1342,4682665,Columbus,29.70662,-96.53969,P,PPLA2,US,TX,89,TX_089
1441,4722684,Richmond,29.58218,-95.76078,P,PPLA2,US,TX,157,TX_157
1387,4697060,Hempstead,30.09744,-96.07829,P,PPLA2,US,TX,473,TX_473
1344,4682991,Conroe,30.31188,-95.45605,P,PPLA2,US,TX,339,TX_339
1391,4699066,Houston,29.76328,-95.36327,P,PPLA2,US,TX,201,TX_201
1307,4670707,Anahuac,29.773000000000003,-94.6827,P,PPLA2,US,TX,71,TX_071
