,gid,name,lat,lon,f_class,f_code,country,state,county,state_county
2205,5110302,Brooklyn,40.6501,-73.94958000000003,P,PPLA2,US,NY,47,NY_047
2242,5133273,Queens,40.68149,-73.83652,P,PPLA2,US,NY,81,NY_081
2184,5097598,Elizabeth,40.66399000000001,-74.2107,P,PPLA2,US,NJ,39,NJ_039
2257,5144336,White Plains,41.03399,-73.76290999999998,P,PPLA2,US,NY,119,NY_119
2248,5139568,Staten Island,40.56233,-74.13986,P,PPLA2,US,NY,85,NY_085
1047,4504476,Toms River,39.95373,-74.19792,P,PPLA2,US,NJ,29,NJ_029
2186,5098278,Freehold,40.26011,-74.27376,P,PPLA2,US,NJ,25,NJ_025
2191,5101717,New Brunswick,40.48622,-74.45182,P,PPLA2,US,NJ,23,NJ_023
2195,5104774,Somerville,40.57427,-74.60988,P,PPLA2,US,NJ,35,NJ_035
2193,5101848,Newton,41.05815,-74.75267,P,PPLA2,US,NJ,37,NJ_037
2327,5188140,Easton,40.68843,-75.22073,P,PPLA2,US,PA,95,PA_095
2351,5201707,Monroe County,41.05807,-75.33948000000002,A,ADM2,US,PA,89,PA_089
2313,5178127,Allentown,40.60843,-75.49018000000002,P,PPLA2,US,PA,77,PA_077
2185,5098124,Flemington,40.51233,-74.85933,P,PPLA2,US,NJ,19,NJ_019
1045,4503134,Mount Holly,39.99289,-74.78766,P,PPLA2,US,NJ,5,NJ_005
1158,4560349,Philadelphia,39.95233,-75.16379,P,PPLA2,US,PA,101,PA_101
1042,4501018,Camden,39.92595,-75.11962,P,PPLA2,US,NJ,7,NJ_007
2326,5187247,Doylestown,40.31011,-75.12989,P,PPLA2,US,PA,17,PA_017
2189,5101090,Mercer County,40.2834,-74.70169,A,ADM2,US,NJ,21,NJ_021
1048,4504915,Woodbury,39.83817,-75.15268,P,PPLA2,US,NJ,15,NJ_015
1157,4559575,Media,39.91678,-75.38769,P,PPLA2,US,PA,45,PA_045
1161,4562144,West Chester,39.96097,-75.60804,P,PPLA2,US,PA,29,PA_029
144,4145381,Wilmington,39.74595,-75.54659000000002,P,PPLA2,US,DE,3,DE_003
2355,5203506,Norristown,40.1215,-75.3399,P,PPLA2,US,PA,91,PA_091
1046,4503944,Salem,39.57178,-75.46714,P,PPLA2,US,NJ,33,NJ_033
1041,4500942,Bridgeton,39.42734,-75.23408,P,PPLA2,US,NJ,11,NJ_011
1044,4502962,Mays Landing,39.45234,-74.72766,P,PPLA2,US,NJ,1,NJ_001
1043,4501057,Cape May Court House,39.08261,-74.82378,P,PPLA2,US,NJ,9,NJ_009
142,4142643,Georgetown,38.69011,-75.38547,P,PPLA2,US,DE,5,DE_005
143,4143221,Kent County,39.09595,-75.50461,A,ADM2,US,DE,1,DE_001
741,4351264,Chestertown,39.209,-76.06661,P,PPLA2,US,MD,29,MD_029
743,4353075,Denton,38.88456,-75.82715999999998,P,PPLA2,US,MD,11,MD_011
744,4353962,Easton,38.77428,-76.07633,P,PPLA2,US,MD,41,MD_041
740,4350878,Centreville,39.04178,-76.06633000000002,P,PPLA2,US,MD,35,MD_035
739,4350175,Cambridge,38.56317,-76.07883000000002,P,PPLA2,US,MD,19,MD_019
755,4368711,Salisbury,38.36067,-75.59937,P,PPLA2,US,MD,45,MD_045
756,4369807,Snow Hill,38.17706,-75.3927,P,PPLA2,US,MD,47,MD_047
753,4366176,Princess Anne,38.2029,-75.69243,P,PPLA2,US,MD,39,MD_039
1473,4743873,Accomac,37.71957,-75.66548,P,PPLA2,US,VA,1,VA_001
1553,4771980,Mathews,37.43708,-76.31994,P,PPLA2,US,VA,115,VA_115
1505,4757073,Eastville,37.35264,-75.94575999999998,P,PPLA2,US,VA,131,VA_131
1558,4776222,Norfolk,36.84681,-76.28522,P,PPLA2,US,VA,710,VA_710
1494,4752186,Chesapeake,36.81904,-76.27494,P,PPLA2,US,VA,550,VA_550
1566,4779999,Portsmouth,36.83543,-76.29827,P,PPLA2,US,VA,740,VA_740
1591,4791259,Virginia Beach,36.85293,-75.97799,P,PPLA2,US,VA,810,VA_810
3,4046946,Yorktown,37.23876,-76.50967,P,PPLA2,US,VA,199,VA_199
1519,4761164,Gloucester County,37.40121,-76.52297,A,ADM2,US,VA,73,VA_073
1490,4752001,Charles City,37.34348,-77.07303,P,PPLA2,US,VA,36,VA_036
1532,4766204,Isle of Wight,36.90765,-76.70773,P,PPLA2,US,VA,93,VA_093
1597,4793846,Williamsburg,37.2707,-76.70746,P,PPLA2,US,VA,830,VA_830
1533,4766447,James City County,37.31332,-76.77376,A,ADM2,US,VA,95,VA_095
1588,4788444,Sussex,36.91515,-77.27914,P,PPLA2,US,VA,183,VA_183
1531,4764826,Hopewell,37.30432,-77.2872,P,PPLA2,US,VA,670,VA_670
1568,4780370,Prince George,37.22043,-77.28803,P,PPLA2,US,VA,149,VA_149
1564,4778626,Petersburg,37.22793,-77.40193000000002,P,PPLA2,US,VA,730,VA_730
1498,4753671,Colonial Heights,37.26804,-77.40726,P,PPLA2,US,VA,570,VA_570
1495,4752250,Chesterfield,37.37709,-77.50582,P,PPLA2,US,VA,41,VA_041
1528,4763688,Henrico County,37.45771,-77.29646,A,ADM2,US,VA,87,VA_087
1659,4829274,New Kent,37.51765,-76.97886,P,PPLA2,US,VA,127,VA_127
1572,4781756,City of Richmond,37.55376,-77.46025999999998,A,ADM2,US,VA,760,VA_760
1543,4770766,Louisa,38.02514,-78.00416,P,PPLA2,US,VA,109,VA_109
1581,4786946,Spotsylvania,38.20096,-77.58915,P,PPLA2,US,VA,177,VA_177
1561,4777454,Orange,38.24541,-78.11083,P,PPLA2,US,VA,137,VA_137
1562,4777824,Palmyra,37.86097,-78.26334,P,PPLA2,US,VA,65,VA_065
1583,4787296,Stanardsville,38.29735,-78.44001,P,PPLA2,US,VA,79,VA_079
1548,4771235,Madison,38.38041,-78.2575,P,PPLA2,US,VA,113,VA_113
1501,4754966,Culpeper,38.47318,-77.99665999999998,P,PPLA2,US,VA,47,VA_047
1546,4771014,Luray,38.6654,-78.45945,P,PPLA2,US,VA,139,VA_139
1483,4746795,Berryville,39.15177,-77.98222,P,PPLA2,US,VA,43,VA_043
1593,4792255,Warrenton,38.71345,-77.79527,P,PPLA2,US,VA,61,VA_061
1595,4792307,Washington,38.71345,-78.15944,P,PPLA2,US,VA,157,VA_157
1598,4794120,Winchester,39.18566,-78.16333,P,PPLA2,US,VA,840,VA_840
1514,4760052,Frederick County,39.20456,-78.26258,A,ADM2,US,VA,69,VA_069
1604,4801850,Charles Town,39.28899000000001,-77.85972,P,PPLA2,US,WV,37,WV_037
1516,4760232,Front Royal,38.91817,-78.19444,P,PPLA2,US,VA,187,VA_187
1626,4813878,Martinsburg,39.45621,-77.96389,P,PPLA2,US,WV,3,WV_003
1599,4794641,Woodstock,38.88178,-78.50584,P,PPLA2,US,VA,171,VA_171
1634,4818030,Petersburg,38.99261,-79.12392,P,PPLA2,US,WV,23,WV_023
1640,4820597,Romney,39.34204,-78.75668,P,PPLA2,US,WV,27,WV_027
751,4364231,Oakland,39.40787,-79.40671,P,PPLA2,US,MD,23,MD_023
1620,4810884,Keyser,39.44093,-78.97391999999998,P,PPLA2,US,WV,57,WV_057
742,4352681,Cumberland,39.65287,-78.76252,P,PPLA2,US,MD,1,MD_001
2362,5212853,Somerset,40.00841,-79.07808,P,PPLA2,US,PA,111,PA_111
2315,5179630,Bedford,40.01869,-78.50391,P,PPLA2,US,PA,9,PA_009
1602,4798697,Berkeley Springs,39.6248,-78.22471999999998,P,PPLA2,US,WV,65,WV_065
748,4357141,Hagerstown,39.64176,-77.71999,P,PPLA2,US,MD,43,MD_043
759,4373238,Westminster,39.57538,-76.99580999999998,P,PPLA2,US,MD,13,MD_013
747,4355585,Frederick,39.41427,-77.41054,P,PPLA2,US,MD,21,MD_021
1507,4758023,Fairfax,38.84622,-77.30637,P,PPLA2,US,VA,600,VA_600
1508,4758041,Fairfax County,38.83469,-77.27622,A,ADM2,US,VA,59,VA_059
1550,4771414,Manassas Park,38.784,-77.46970999999998,P,PPLA2,US,VA,685,VA_685
1549,4771401,Manassas,38.75095,-77.47527,P,PPLA2,US,VA,683,VA_683
1541,4769125,Leesburg,39.11566,-77.5636,P,PPLA2,US,VA,107,VA_107
1569,4780384,Prince William County,38.70167,-77.47766,A,ADM2,US,VA,153,VA_153
749,4360103,La Plata,38.52929,-76.97525,P,PPLA2,US,MD,17,MD_017
1582,4787247,Stafford,38.42207,-77.40831999999997,P,PPLA2,US,VA,179,VA_179
1515,4760059,Fredericksburg,38.30318,-77.46054000000002,P,PPLA2,US,VA,630,VA_630
1525,4762979,Hanover,37.76653,-77.37026,P,PPLA2,US,VA,85,VA_085
1485,4748550,Bowling Green,38.04958,-77.34665,P,PPLA2,US,VA,33,VA_033
1537,4767794,King and Queen Court House,37.66986,-76.87746,P,PPLA2,US,VA,97,VA_097
1555,4773752,Montross,38.09513,-76.82746,P,PPLA2,US,VA,193,VA_193
1580,4784259,Saluda,37.60597,-76.59495,P,PPLA2,US,VA,119,VA_119
1536,4767789,King William,37.68736,-77.01358,P,PPLA2,US,VA,101,VA_101
1538,4768513,Lancaster,37.76986,-76.46634,P,PPLA2,US,VA,103,VA_103
1527,4763558,Heathsville,37.91763,-76.47216999999998,P,PPLA2,US,VA,133,VA_133
750,4360551,Leonardtown,38.29124,-76.63579,P,PPLA2,US,MD,37,MD_037
1535,4767771,King George,38.26818,-77.18441999999997,P,PPLA2,US,VA,99,VA_099
1589,4788822,Tappahannock,37.92541,-76.85913000000002,P,PPLA2,US,VA,57,VA_057
1594,4792273,Warsaw,37.95874,-76.75801,P,PPLA2,US,VA,159,VA_159
752,4366159,Prince Frederick,38.5404,-76.5844,P,PPLA2,US,MD,9,MD_009
754,4367175,Rockville,39.084,-77.15276,P,PPLA2,US,MD,31,MD_031
1475,4744091,Alexandria,38.80484000000001,-77.04692,P,PPLA2,US,VA,510,VA_510
758,4372183,Upper Marlboro,38.81595,-76.74969,P,PPLA2,US,MD,33,MD_033
746,4354265,Ellicott City,39.26733,-76.79831,P,PPLA2,US,MD,27,MD_027
1509,4758390,Falls Church,38.88233,-77.17109,P,PPLA2,US,VA,610,VA_610
1480,4744709,Arlington,38.88101,-77.10428,P,PPLA2,US,VA,13,VA_013
737,4347778,Baltimore,39.29038,-76.61219,P,PPLA2,US,MD,510,MD_510
141,4140987,Washington County,38.96678,-77.04137,A,ADM2,US,DC,1,DC_001
757,4371582,Towson,39.4015,-76.60191,P,PPLA2,US,MD,5,MD_005
736,4347283,Anne Arundel County,38.99416,-76.5676,A,ADM2,US,MD,3,MD_003
738,4348240,Bel Air,39.53594,-76.34829,P,PPLA2,US,MD,25,MD_025
745,4354234,Elkton,39.60678,-75.83327,P,PPLA2,US,MD,15,MD_015
2339,5197079,Lancaster,40.03788,-76.30551,P,PPLA2,US,PA,71,PA_071
2358,5207728,Reading,40.33565,-75.92687,P,PPLA2,US,PA,11,PA_011
2341,5197517,Lebanon,40.34093,-76.41135,P,PPLA2,US,PA,75,PA_075
2320,5183234,Carlisle,40.20148,-77.18887,P,PPLA2,US,PA,41,PA_041
1155,4558183,Gettysburg,39.83093,-77.2311,P,PPLA2,US,PA,1,PA_001
1162,4562407,York,39.9626,-76.72774,P,PPLA2,US,PA,133,PA_133
2325,5186395,Dauphin County,40.41544,-76.77946999999998,A,ADM2,US,PA,43,PA_043
2353,5203112,New Bloomfield,40.41981,-77.18637,P,PPLA2,US,PA,99,PA_099
2349,5201085,Mifflintown,40.5698,-77.39693,P,PPLA2,US,PA,67,PA_067
2343,5197850,Lewistown,40.59924,-77.57138,P,PPLA2,US,PA,87,PA_087
2335,5194590,Huntingdon,40.4848,-78.01028000000002,P,PPLA2,US,PA,61,PA_061
1154,4557109,Chambersburg,39.93759,-77.6611,P,PPLA2,US,PA,55,PA_055
1156,4559516,McConnellsburg,39.93259000000001,-77.99889,P,PPLA2,US,PA,57,PA_057
2333,5193920,Hollidaysburg,40.42729,-78.3889,P,PPLA2,US,PA,13,PA_013
2322,5184541,Clearfield,41.02728,-78.43919,P,PPLA2,US,PA,33,PA_033
2328,5188193,Ebensburg,40.48507,-78.72474,P,PPLA2,US,PA,21,PA_021
2336,5194868,Indiana,40.62146,-79.15253,P,PPLA2,US,PA,63,PA_063
2318,5181828,Brookville,41.16117,-79.08309,P,PPLA2,US,PA,65,PA_065
2359,5208292,Ridgway,41.42034,-78.72864,P,PPLA2,US,PA,47,PA_047
2364,5215696,Tionesta,41.49534,-79.45588000000002,P,PPLA2,US,PA,53,PA_053
2321,5184422,Clarion,41.21479,-79.38532,P,PPLA2,US,PA,31,PA_031
2338,5196357,Kittanning,40.81645,-79.52199,P,PPLA2,US,PA,5,PA_005
2331,5190323,Franklin,41.39784,-79.83144,P,PPLA2,US,PA,121,PA_121
2319,5182534,Butler,40.86118,-79.89533,P,PPLA2,US,PA,19,PA_019
2347,5200798,Mercer,41.227,-80.23979,P,PPLA2,US,PA,85,PA_085
2314,5179446,Beaver,40.69534,-80.30478000000002,P,PPLA2,US,PA,7,PA_007
2354,5203127,New Castle,41.00367,-80.34701,P,PPLA2,US,PA,73,PA_073
2356,5206379,Pittsburgh,40.44062,-79.99589,P,PPLA2,US,PA,3,PA_003
1160,4562078,Waynesburg,39.89646,-80.17923,P,PPLA2,US,PA,59,PA_059
1159,4561859,Uniontown,39.90008,-79.71643,P,PPLA2,US,PA,51,PA_051
2332,5192029,Greensburg,40.30146,-79.53893000000002,P,PPLA2,US,PA,129,PA_129
2368,5218069,Washington,40.17396,-80.24616999999998,P,PPLA2,US,PA,125,PA_125
1629,4815352,Morgantown,39.62953,-79.9559,P,PPLA2,US,WV,61,WV_061
1609,4805404,Fairmont,39.48508,-80.14258000000002,P,PPLA2,US,WV,49,WV_049
1621,4811007,Kingwood,39.47176,-79.68339,P,PPLA2,US,WV,77,WV_077
1613,4807310,Grafton,39.34092,-80.01897,P,PPLA2,US,WV,91,WV_091
1603,4800587,Buckhannon,38.99399,-80.23203000000002,P,PPLA2,US,WV,97,WV_097
1608,4805033,Elkins,38.92594,-79.84673000000002,P,PPLA2,US,WV,83,WV_083
1605,4802316,Clarksburg,39.28065,-80.34453,P,PPLA2,US,WV,33,WV_033
1633,4817695,Parsons,39.09649,-79.6809,P,PPLA2,US,WV,93,WV_093
1635,4818074,Philippi,39.15232,-80.04035999999998,P,PPLA2,US,WV,1,WV_001
1628,4815286,Moorefield,39.06233,-78.96947,P,PPLA2,US,WV,31,WV_031
1611,4806504,Franklin,38.64289,-79.33115,P,PPLA2,US,WV,71,WV_071
1576,4782579,Rockingham County,38.51213,-78.87576,A,ADM2,US,VA,165,VA_165
1526,4763231,Harrisonburg,38.44957,-78.86891999999997,P,PPLA2,US,VA,660,VA_660
1554,4773690,Monterey,38.41234,-79.5806,P,PPLA2,US,VA,91,VA_091
1625,4813774,Marlinton,38.22345,-80.09451,P,PPLA2,US,WV,75,WV_075
1476,4744139,Alleghany County,37.7876,-80.00699,A,ADM2,US,VA,5,VA_005
1575,4782531,Rockbridge County,37.81461,-79.44758,A,ADM2,US,VA,163,VA_163
1542,4769339,Lexington,37.78402,-79.44282,P,PPLA2,US,VA,678,VA_678
1489,4749715,Buena Vista,37.7343,-79.35392,P,PPLA2,US,VA,530,VA_530
1596,4792522,Waynesboro,38.06847,-78.88946999999997,P,PPLA2,US,VA,820,VA_820
1544,4770827,Lovingston,37.75986,-78.87086,P,PPLA2,US,VA,125,VA_125
1481,4745015,Augusta County,38.16452,-79.13383,A,ADM2,US,VA,15,VA_015
1584,4787440,Staunton,38.14991,-79.0732,P,PPLA2,US,VA,790,VA_790
1478,4744326,Amherst,37.58514,-79.05141,P,PPLA2,US,VA,9,VA_009
1488,4749652,Buckingham,37.55015,-78.55556,P,PPLA2,US,VA,29,VA_029
1474,4744031,Albemarle County,38.02289,-78.55654,A,ADM2,US,VA,3,VA_003
1492,4752031,Charlottesville,38.02931,-78.47668,P,PPLA2,US,VA,540,VA_540
1520,4761277,Goochland,37.68431,-77.88526999999998,P,PPLA2,US,VA,75,VA_075
1567,4780220,Powhatan,37.54209,-77.91889,P,PPLA2,US,VA,145,VA_145
1502,4754989,Cumberland,37.49598,-78.24526999999998,P,PPLA2,US,VA,49,VA_049
1545,4770995,Lunenburg,36.96098,-78.26555,P,PPLA2,US,VA,111,VA_111
1477,4744309,Amelia Court House,37.34293,-77.98056,P,PPLA2,US,VA,7,VA_007
1510,4758495,Farmville,37.3021,-78.39194,P,PPLA2,US,VA,147,VA_147
1547,4771075,Lynchburg,37.41375,-79.14225,P,PPLA2,US,VA,680,VA_680
1479,4744609,Appomattox,37.35709,-78.82529,P,PPLA2,US,VA,11,VA_011
1578,4783303,Rustburg,37.27681,-79.10085,P,PPLA2,US,VA,31,VA_031
1491,4752027,Charlotte Court House,37.05654000000001,-78.63833000000002,P,PPLA2,US,VA,37,VA_037
1486,4748634,Boydton,36.66764000000001,-78.3875,P,PPLA2,US,VA,117,VA_117
1539,4768900,Lawrenceville,36.75765,-77.84694,P,PPLA2,US,VA,25,VA_025
1560,4776629,Nottoway County,37.14306,-78.05126,A,ADM2,US,VA,135,VA_135
1504,4755972,Dinwiddie,37.07793,-77.58665,P,PPLA2,US,VA,53,VA_053
1521,4762246,Greensville County,36.67585,-77.55958000000003,A,ADM2,US,VA,81,VA_081
1506,4757673,Emporia,36.68598,-77.54248,P,PPLA2,US,VA,595,VA_595
1513,4759986,Franklin,36.67765,-76.92246,P,PPLA2,US,VA,620,VA_620
1587,4788431,Surry,37.13793,-76.83524,P,PPLA2,US,VA,181,VA_181
1499,4754296,Courtland,36.71626,-77.06801999999998,P,PPLA2,US,VA,175,VA_175
1586,4788158,Suffolk,36.72836,-76.58496,P,PPLA2,US,VA,800,VA_800
1557,4776024,Newport News,37.08339,-76.46965,P,PPLA2,US,VA,700,VA_700
1565,4779923,Poquoson,37.12237,-76.34578,P,PPLA2,US,VA,735,VA_735
1524,4762894,Hampton,37.02987,-76.34522,P,PPLA2,US,VA,650,VA_650
960,4462759,Currituck,36.44988,-76.01548000000003,P,PPLA2,US,NC,53,NC_053
993,4477893,Manteo,35.90823,-75.67573,P,PPLA2,US,NC,55,NC_055
953,4458737,Camden,36.32849,-76.17188,P,PPLA2,US,NC,29,NC_029
957,4461493,Columbia,35.91766,-76.25215,P,PPLA2,US,NC,177,NC_177
965,4465088,Elizabeth City,36.2946,-76.25105,P,PPLA2,US,NC,139,NC_139
979,4470727,Hertford,36.19016,-76.46605,P,PPLA2,US,NC,143,NC_143
1033,4499294,Williamston,35.8546,-77.05551,P,PPLA2,US,NC,117,NC_117
1006,4485973,Plymouth,35.86683,-76.74856,P,PPLA2,US,NC,187,NC_187
970,4467743,Gatesville,36.40349000000001,-76.75301,P,PPLA2,US,NC,73,NC_073
1038,4499635,Winton,36.39571,-76.9319,P,PPLA2,US,NC,91,NC_091
1036,4499528,Windsor,35.99849000000001,-76.94606,P,PPLA2,US,NC,15,NC_015
981,4473017,Jackson,36.3896,-77.42135999999998,P,PPLA2,US,NC,131,NC_131
1021,4494513,Tarboro,35.89682,-77.5358,P,PPLA2,US,NC,65,NC_065
975,4469617,Halifax,36.32849,-77.58941999999998,P,PPLA2,US,NC,83,NC_083
1027,4497622,Warrenton,36.39848,-78.15527,P,PPLA2,US,NC,185,NC_185
1000,4481519,Nashville,35.9746,-77.96554,P,PPLA2,US,NC,127,NC_127
977,4470566,Henderson,36.32959,-78.39916,P,PPLA2,US,NC,181,NC_181
1035,4499389,Wilson,35.72127000000001,-77.91554000000002,P,PPLA2,US,NC,195,NC_195
991,4477296,Louisburg,36.09904,-78.30111,P,PPLA2,US,NC,69,NC_069
1015,4492168,Smithfield,35.50849,-78.33945,P,PPLA2,US,NC,101,NC_101
971,4468261,Goldsboro,35.38487999999999,-77.99277,P,PPLA2,US,NC,191,NC_191
984,4474147,Kenansville,34.96239,-77.96221,P,PPLA2,US,NC,61,NC_061
956,4461101,Clinton,34.99795,-78.32333,P,PPLA2,US,NC,163,NC_163
1016,4492329,Snow Hill,35.45155,-77.68109,P,PPLA2,US,NC,79,NC_079
973,4469160,Greenville,35.61266,-77.36635,P,PPLA2,US,NC,147,NC_147
964,4464897,Edenton,36.05794,-76.60772,P,PPLA2,US,NC,41,NC_041
1028,4497666,Washington,35.54655,-77.05216999999998,P,PPLA2,US,NC,13,NC_013
1019,4494228,Swanquarter,35.40627999999999,-76.32909000000002,P,PPLA2,US,NC,95,NC_095
1001,4481682,New Bern,35.10849,-77.04411,P,PPLA2,US,NC,49,NC_049
946,4454370,Beaufort,34.71822,-76.66382,P,PPLA2,US,NC,31,NC_031
945,4454022,Bayboro,35.14294,-76.77020999999998,P,PPLA2,US,NC,137,NC_137
1023,4495585,Trenton,35.0671,-77.35274,P,PPLA2,US,NC,103,NC_103
982,4473083,Jacksonville,34.75405,-77.43024,P,PPLA2,US,NC,133,NC_133
985,4474436,Kinston,35.26266,-77.58164000000002,P,PPLA2,US,NC,107,NC_107
951,4458175,Burgaw,34.55211,-77.9261,P,PPLA2,US,NC,141,NC_141
992,4477525,Lumberton,34.61834,-79.01045,P,PPLA2,US,NC,155,NC_155
966,4465106,Elizabethtown,34.62934,-78.60529,P,PPLA2,US,NC,17,NC_017
967,4466033,Fayetteville,35.05266,-78.87836,P,PPLA2,US,NC,51,NC_051
986,4475347,Laurinburg,34.77405,-79.46282,P,PPLA2,US,NC,165,NC_165
1174,4574550,Chesterfield,34.73599,-80.08811999999998,P,PPLA2,US,SC,25,SC_025
1170,4570634,Bennettsville,34.61738,-79.68478,P,PPLA2,US,SC,69,SC_069
1203,4597948,Sumter,33.92044,-80.34147,P,PPLA2,US,SC,85,SC_085
1177,4576319,Darlington,34.29988,-79.87617,P,PPLA2,US,SC,31,SC_031
1171,4571470,Bishopville,34.21821,-80.24840999999998,P,PPLA2,US,SC,61,SC_061
1180,4578737,Florence,34.19543,-79.76256,P,PPLA2,US,SC,41,SC_041
1190,4586196,Manning,33.695159999999994,-80.21091,P,PPLA2,US,SC,27,SC_027
1186,4584125,Kingstree,33.66766,-79.83063,P,PPLA2,US,SC,89,SC_089
1191,4586266,Marion,34.17822,-79.40061,P,PPLA2,US,SC,67,SC_067
1178,4576653,Dillon,34.41655,-79.37116,P,PPLA2,US,SC,33,SC_033
1031,4498899,Whiteville,34.33878,-78.70307,P,PPLA2,US,NC,47,NC_047
1176,4575461,Conway,33.836,-79.04781,P,PPLA2,US,SC,51,SC_051
1034,4499379,Wilmington,34.22573,-77.94471,P,PPLA2,US,NC,129,NC_129
947,4456615,Bolivia,34.06767,-78.14833,P,PPLA2,US,NC,19,NC_019
1182,4579662,Georgetown,33.37683,-79.2945,P,PPLA2,US,SC,43,SC_043
1193,4587511,Moncks Corner,33.19632,-80.01429,P,PPLA2,US,SC,15,SC_015
1173,4574324,Charleston,32.77657,-79.93092,P,PPLA2,US,SC,19,SC_019
1199,4593797,Saint George,33.186,-80.57565,P,PPLA2,US,SC,35,SC_035
1167,4569929,Bamberg,33.2971,-81.03482,P,PPLA2,US,SC,9,SC_009
1206,4600065,Walterboro,32.90517,-80.66677,P,PPLA2,US,SC,29,SC_029
1185,4580983,Hampton,32.87794,-81.12761,P,PPLA2,US,SC,49,SC_049
1168,4570015,Barnwell,33.24487,-81.35871999999998,P,PPLA2,US,SC,11,SC_011
350,4225515,Sylvania,32.750440000000005,-81.63678,P,PPLA2,US,GA,251,GA_251
366,4229791,Waynesboro,33.08987,-82.01567,P,PPLA2,US,GA,33,GA_033
1165,4569207,Allendale,33.00793,-81.30844,P,PPLA2,US,SC,5,SC_005
1198,4592912,Ridgeland,32.480740000000004,-80.98039,P,PPLA2,US,SC,53,SC_053
345,4224162,Springfield,32.372409999999995,-81.3115,P,PPLA2,US,GA,103,GA_103
1169,4570284,Beaufort,32.43158,-80.66983,P,PPLA2,US,SC,13,SC_013
342,4221552,Savannah,32.08354,-81.09983000000003,P,PPLA2,US,GA,51,GA_051
317,4208544,McIntosh County,31.48381,-81.37557,A,ADM2,US,GA,191,GA_191
229,4184845,Brunswick,31.14995,-81.49149,P,PPLA2,US,GA,127,GA_127
164,4155006,Fernandina Beach,30.66968,-81.46259,P,PPLA2,US,FL,89,FL_089
275,4195600,Folkston,30.83095,-82.01131,P,PPLA2,US,GA,49,GA_049
368,4231725,Woodbine,30.96396,-81.72416,P,PPLA2,US,GA,39,GA_039
225,4183305,Blackshear,31.30605,-82.24207,P,PPLA2,US,GA,229,GA_229
364,4229763,Waycross,31.21368,-82.3557,P,PPLA2,US,GA,299,GA_299
327,4211775,Nahunta,31.204390000000004,-81.98123000000002,P,PPLA2,US,GA,25,GA_025
346,4224412,Statenville,30.70327,-83.02764,P,PPLA2,US,GA,101,GA_101
304,4204775,Lakeland,31.04104,-83.07515,P,PPLA2,US,GA,173,GA_173
295,4201144,Homerville,31.0366,-82.74708000000003,P,PPLA2,US,GA,65,GA_065
172,4160102,Jasper,30.51827,-82.94819,P,PPLA2,US,FL,47,FL_047
181,4163140,Madison,30.46938,-83.41293,P,PPLA2,US,FL,79,FL_079
179,4162461,Live Oak,30.29495,-82.98402,P,PPLA2,US,FL,121,FL_121
177,4161187,Lake City,30.18968,-82.63929,P,PPLA2,US,FL,23,FL_023
176,4161171,Lake Butler,30.02274,-82.33955999999998,P,PPLA2,US,FL,125,FL_125
168,4156404,Gainesville,29.65163,-82.32483,P,PPLA2,US,FL,1,FL_001
192,4167482,Palatka,29.64858,-81.63758,P,PPLA2,US,FL,107,FL_107
180,4163083,Macclenny,30.28218,-82.12206,P,PPLA2,US,FL,3,FL_003
203,4173999,Starke,29.94413,-82.10983,P,PPLA2,US,FL,7,FL_007
169,4157427,Green Cove Springs,29.99191,-81.67815,P,PPLA2,US,FL,19,FL_019
171,4160021,Jacksonville,30.33218,-81.65565,P,PPLA2,US,FL,31,FL_031
199,4170894,Saint Augustine,29.89469,-81.31452,P,PPLA2,US,FL,109,FL_109
154,4149363,Bunnell,29.46609,-81.25784,P,PPLA2,US,FL,35,FL_035
200,4172086,Sanford,28.80055,-81.27311999999998,P,PPLA2,US,FL,117,FL_117
207,4175437,Titusville,28.61222,-80.80755,P,PPLA2,US,FL,9,FL_009
163,4152890,DeLand,29.02832,-81.30311999999998,P,PPLA2,US,FL,127,FL_127
191,4167147,Orlando,28.53834,-81.37924,P,PPLA2,US,FL,95,FL_095
174,4160983,Kissimmee,28.30468,-81.41667,P,PPLA2,US,FL,97,FL_097
202,4172383,Sebring,27.495590000000004,-81.44091,P,PPLA2,US,FL,55,FL_055
197,4169452,Punta Gorda,26.92978,-82.04536999999998,P,PPLA2,US,FL,15,FL_015
175,4161075,LaBelle,26.76173,-81.43841,P,PPLA2,US,FL,51,FL_051
190,4166822,Okeechobee,27.24393,-80.82978,P,PPLA2,US,FL,93,FL_093
187,4164836,Moore Haven,26.83312,-81.09312,P,PPLA2,US,FL,43,FL_043
209,4176409,Vero Beach,27.63864,-80.39726999999998,P,PPLA2,US,FL,61,FL_061
167,4156018,Fort Pierce,27.44671,-80.32561,P,PPLA2,US,FL,111,FL_111
204,4174201,Stuart,27.19755,-80.25283,P,PPLA2,US,FL,85,FL_085
211,4177887,West Palm Beach,26.71534,-80.05337,P,PPLA2,US,FL,99,FL_099
184,4164138,Miami,25.77427,-80.19366,P,PPLA2,US,FL,86,FL_086
165,4155966,Fort Lauderdale,26.12231,-80.14338000000002,P,PPLA2,US,FL,11,FL_011
173,4160812,Key West,24.55524,-81.78163,P,PPLA2,US,FL,87,FL_087
188,4165565,Naples,26.14234,-81.79596,P,PPLA2,US,FL,21,FL_021
166,4155995,Fort Myers,26.62168,-81.84059,P,PPLA2,US,FL,71,FL_071
