cat_code,country,county,f_class,f_code,gid,lat,lon,name,state
US.TN.111,US,111,A,ADM2,4638991,36.53203,-86.00726999999999,Macon County,TN
US.TN.113,US,113,A,ADM2,4639045,35.60814,-88.83847,Madison County,TN
US.TN.123,US,123,P,PPLA2,4639072,35.5198,-84.36353000000001,Madisonville,TN
US.TN.031,US,31,P,PPLA2,4639224,35.48174,-86.0886,Manchester,TN
US.TN.115,US,115,A,ADM2,4639514,35.12935,-85.62203000000001,Marion County,TN
US.TN.117,US,117,A,ADM2,4639630,35.46886,-86.76501999999999,Marshall County,TN
US.TN.009,US,9,P,PPLA2,4639848,35.75647,-83.97046,Maryville,TN
US.TN.119,US,119,A,ADM2,4640041,35.61694,-87.07701,Maury County,TN
US.TN.173,US,173,P,PPLA2,4640160,36.250640000000004,-83.79741,Maynardville,TN
US.TN.107,US,107,A,ADM2,4640873,35.42475,-84.61747,McMinn County,TN
US.TN.177,US,177,P,PPLA2,4640882,35.6834,-85.76998,McMinnville,TN
US.TN.109,US,109,A,ADM2,4640921,35.17545,-88.56364,McNairy County,TN
US.TN.121,US,121,A,ADM2,4641148,35.51283,-84.81339,Meigs County,TN
US.TN.157,US,157,P,PPLA2,4641239,35.14953,-90.04898,Memphis,TN
US.TN.123,US,123,A,ADM2,4642365,35.44265,-84.25279,Monroe County,TN
US.TN.125,US,125,A,ADM2,4642445,36.49686,-87.38289,Montgomery County,TN
US.TN.127,US,127,A,ADM2,4642600,35.284620000000004,-86.35876999999999,Moore County,TN
US.TN.129,US,129,A,ADM2,4642752,36.135020000000004,-84.6492,Morgan County,TN
US.TN.063,US,63,P,PPLA2,4642938,36.21398,-83.29489000000001,Morristown,TN
US.TN.091,US,91,P,PPLA2,4643953,36.47456,-81.80484,Mountain City,TN
US.TN.149,US,149,P,PPLA2,4644312,35.845620000000004,-86.39027,Murfreesboro,TN
US.TN.029,US,29,P,PPLA2,4645532,35.967040000000004,-83.18766,Newport,TN
US.TN.131,US,131,A,ADM2,4646779,36.35825,-89.1488,Obion County,TN
US.TN.133,US,133,A,ADM2,4647552,36.345,-85.28808000000001,Overton County,TN
US.TN.079,US,79,P,PPLA2,4647963,36.302,-88.32670999999999,Paris,TN
US.TN.135,US,135,A,ADM2,4648830,35.64263,-87.85897,Perry County,TN
US.TN.137,US,137,A,ADM2,4649175,36.558409999999995,-85.07499,Pickett County,TN
US.TN.007,US,7,P,PPLA2,4649295,35.60562,-85.18885,Pikeville,TN
US.TN.139,US,139,A,ADM2,4650495,35.1199,-84.5233,Polk County,TN
US.TN.055,US,55,P,PPLA2,4651648,35.1998,-87.03084,Pulaski,TN
US.TN.141,US,141,A,ADM2,4651744,36.14083,-85.49519000000001,Putnam County,TN
US.TN.143,US,143,A,ADM2,4652809,35.608709999999995,-84.9244,Rhea County,TN
US.TN.097,US,97,P,PPLA2,4653228,35.74536,-89.5298,Ripley,TN
US.TN.145,US,145,A,ADM2,4653455,35.84786,-84.52324,Roane County,TN
US.TN.147,US,147,A,ADM2,4653638,36.525459999999995,-86.87057,Robertson County,TN
US.TN.073,US,73,P,PPLA2,4654293,36.40732,-83.00544000000001,Rogersville,TN
US.TN.149,US,149,A,ADM2,4654962,35.8427,-86.41674,Rutherford County,TN
US.TN.057,US,57,P,PPLA2,4654984,36.28092,-83.5149,Rutledge,TN
US.TN.071,US,71,P,PPLA2,4656006,35.2248,-88.2492,Savannah,TN
US.TN.151,US,151,A,ADM2,4656214,36.428540000000005,-84.50352,Scott County,TN
US.TN.109,US,109,P,PPLA2,4656442,35.17008,-88.59227,Selmer,TN
US.TN.153,US,153,A,ADM2,4656461,35.37115,-85.41059,Sequatchie County,TN
US.TN.155,US,155,A,ADM2,4656568,35.784659999999995,-83.52418,Sevier County,TN
US.TN.155,US,155,P,PPLA2,4656585,35.86815,-83.56184,Sevierville,TN
US.TN.157,US,157,A,ADM2,4657046,35.184,-89.8956,Shelby County,TN
US.TN.003,US,3,P,PPLA2,4657077,35.48341,-86.46027,Shelbyville,TN
US.TN.159,US,159,A,ADM2,4658423,36.25053,-85.95671,Smith County,TN
US.TN.041,US,41,P,PPLA2,4658541,35.96062,-85.81415,Smithville,TN
US.TN.067,US,67,P,PPLA2,4658683,36.52981,-83.2174,Sneedville,TN
US.TN.047,US,47,P,PPLA2,4658802,35.2437,-89.35007,Somerville,TN
US.TN.185,US,185,P,PPLA2,4659177,35.9259,-85.46414,Sparta,TN
US.TN.175,US,175,P,PPLA2,4659233,35.74729,-85.46664,Spencer,TN
US.TN.147,US,147,P,PPLA2,4659557,36.509209999999996,-86.885,Springfield,TN
US.TN.161,US,161,A,ADM2,4660056,36.5011,-87.83846,Stewart County,TN
US.TN.163,US,163,A,ADM2,4660813,36.51292,-82.30414,Sullivan County,TN
US.TN.165,US,165,A,ADM2,4661017,36.469409999999996,-86.46036,Sumner County,TN
US.TN.167,US,167,A,ADM2,4662784,35.49687,-89.75924,Tipton County,TN
US.TN.095,US,95,P,PPLA2,4662809,36.3784,-89.47202,Tiptonville,TN
US.TN.053,US,53,P,PPLA2,4663205,35.98062,-88.94145,Trenton,TN
US.TN.169,US,169,A,ADM2,4663355,36.39204,-86.15675,Trousdale County,TN
US.TN.171,US,171,A,ADM2,4663934,36.110820000000004,-82.43224000000001,Unicoi County,TN
US.TN.173,US,173,A,ADM2,4664043,36.28787,-83.83751,Union County,TN
US.TN.131,US,131,P,PPLA2,4664170,36.42423,-89.05700999999999,Union City,TN
US.TN.175,US,175,A,ADM2,4664489,35.69598,-85.45260999999999,Van Buren County,TN
US.TN.177,US,177,A,ADM2,4665884,35.67868,-85.7785,Warren County,TN
US.TN.129,US,129,P,PPLA2,4665933,36.1048,-84.59716,Wartburg,TN
US.TN.179,US,179,A,ADM2,4665975,36.2933,-82.49743000000001,Washington County,TN
US.TN.085,US,85,P,PPLA2,4666202,36.08395,-87.79475,Waverly,TN
US.TN.181,US,181,A,ADM2,4666233,35.23992,-87.78801,Wayne County,TN
US.TN.181,US,181,P,PPLA2,4666247,35.319520000000004,-87.76225,Waynesboro,TN
US.TN.183,US,183,A,ADM2,4666265,36.2983,-88.71774,Weakley County,TN
US.TN.185,US,185,A,ADM2,4667226,35.92635,-85.45518,White County,TN
US.TN.187,US,187,A,ADM2,4668054,35.89378,-86.8986,Williamson County,TN
US.TN.189,US,189,A,ADM2,4668271,36.15486,-86.29763,Wilson County,TN
US.TN.051,US,51,P,PPLA2,4668336,35.18592,-86.11221,Winchester,TN
US.TN.015,US,15,P,PPLA2,4668717,35.82757,-86.07166,Woodbury,TN
US.TX.441,US,441,P,PPLA2,4669635,32.44874,-99.73314,Abilene,TX
US.TX.417,US,417,P,PPLA2,4670094,32.72345,-99.2973,Albany,TX
US.TX.249,US,249,P,PPLA2,4670234,27.75225,-98.06971999999999,Alice,TX
US.TX.071,US,71,P,PPLA2,4670707,29.773000000000003,-94.6827,Anahuac,TX
US.TX.185,US,185,P,PPLA2,4670732,30.48715,-95.9869,Anderson,TX
US.TX.001,US,1,A,ADM2,4670756,31.81333,-95.65255,Anderson County,TX
US.TX.005,US,5,A,ADM2,4670841,31.254759999999997,-94.61185,Angelina County,TX
US.TX.039,US,39,P,PPLA2,4670866,29.16941,-95.43188,Angleton,TX
US.TX.253,US,253,P,PPLA2,4670901,32.7565,-99.89621,Anson,TX
US.TX.007,US,7,A,ADM2,4671133,28.015009999999997,-97.07382,Aransas County,TX
US.TX.009,US,9,P,PPLA2,4671174,33.595659999999995,-98.62561,Archer City,TX
US.TX.009,US,9,A,ADM2,4671180,33.61525,-98.68765,Archer County,TX
US.TX.013,US,13,A,ADM2,4671531,28.893520000000002,-98.52713,Atascosa County,TX
US.TX.213,US,213,P,PPLA2,4671545,32.20487,-95.85552,Athens,TX
US.TX.015,US,15,A,ADM2,4671673,29.88702,-96.27790999999999,Austin County,TX
US.TX.059,US,59,P,PPLA2,4671988,32.394020000000005,-99.39424,Baird,TX
US.TX.399,US,399,P,PPLA2,4672145,31.73821,-99.94731,Ballinger,TX
US.TX.019,US,19,P,PPLA2,4672171,29.726609999999997,-99.07365,Bandera,TX
US.TX.019,US,19,A,ADM2,4672172,29.74721,-99.24624,Bandera County,TX
US.TX.021,US,21,P,PPLA2,4672576,30.110490000000002,-97.31527,Bastrop,TX
US.TX.021,US,21,A,ADM2,4672581,30.103609999999996,-97.31201,Bastrop County,TX
US.TX.023,US,23,A,ADM2,4672691,33.61649,-99.21351,Baylor County,TX
US.TX.245,US,245,P,PPLA2,4672989,30.08605,-94.10185,Beaumont,TX
US.TX.025,US,25,A,ADM2,4673147,28.41739,-97.74119,Bee County,TX
US.TX.025,US,25,P,PPLA2,4673258,28.40095,-97.74974,Beeville,TX
US.TX.027,US,27,A,ADM2,4673310,31.037670000000002,-97.4782,Bell County,TX
US.TX.015,US,15,P,PPLA2,4673398,29.950229999999998,-96.25719000000001,Bellville,TX
US.TX.027,US,27,P,PPLA2,4673425,31.056009999999997,-97.46445,Belton,TX
US.TX.275,US,275,P,PPLA2,4673510,33.58398,-99.79231,Benjamin,TX
US.TX.029,US,29,A,ADM2,4674023,29.448959999999996,-98.52002,Bexar County,TX
US.TX.031,US,31,A,ADM2,4674915,30.266379999999998,-98.39986999999999,Blanco County,TX
US.TX.259,US,259,P,PPLA2,4675373,29.794659999999997,-98.73196999999999,Boerne,TX
US.TX.147,US,147,P,PPLA2,4675577,33.577329999999996,-96.17831,Bonham,TX
US.TX.035,US,35,A,ADM2,4675728,31.9004,-97.63435,Bosque County,TX
US.TX.037,US,37,A,ADM2,4675805,33.44576,-94.42331999999999,Bowie County,TX
US.TX.307,US,307,P,PPLA2,4676032,31.135170000000002,-99.33506,Brady,TX
US.TX.039,US,39,A,ADM2,4676137,29.16783,-95.43426,Brazoria County,TX
US.TX.041,US,41,A,ADM2,4676153,30.6608,-96.30239,Brazos County,TX
US.TX.429,US,429,P,PPLA2,4676181,32.75568,-98.90229000000001,Breckenridge,TX
US.TX.477,US,477,P,PPLA2,4676206,30.16688,-96.39774,Brenham,TX
US.TX.047,US,47,A,ADM2,4676547,27.031570000000002,-98.21871999999999,Brooks County,TX
US.TX.049,US,49,A,ADM2,4676632,31.774259999999998,-98.99979,Brown County,TX
US.TX.061,US,61,P,PPLA2,4676740,25.90175,-97.49748000000001,Brownsville,TX
US.TX.049,US,49,P,PPLA2,4676798,31.70932,-98.99116,Brownwood,TX
US.TX.041,US,41,P,PPLA2,4677008,30.674359999999997,-96.36995999999999,Bryan,TX
US.TX.051,US,51,A,ADM2,4677558,30.49248,-96.62146,Burleson County,TX
US.TX.053,US,53,P,PPLA2,4677592,30.75824,-98.22836,Burnet,TX
US.TX.053,US,53,A,ADM2,4677612,30.7883,-98.18245,Burnet County,TX
US.TX.051,US,51,P,PPLA2,4678111,30.53132,-96.69303000000001,Caldwell,TX
US.TX.055,US,55,A,ADM2,4678113,29.837120000000002,-97.62,Caldwell County,TX
US.TX.057,US,57,A,ADM2,4678165,28.43911,-96.61506999999999,Calhoun County,TX
US.TX.059,US,59,A,ADM2,4678206,32.29766,-99.37349,Callahan County,TX
US.TX.331,US,331,P,PPLA2,4678357,30.85325,-96.97693000000001,Cameron,TX
US.TX.061,US,61,A,ADM2,4678364,26.1515,-97.45286,Cameron County,TX
US.TX.063,US,63,A,ADM2,4678446,32.97322,-94.97848,Camp County,TX
US.TX.467,US,467,P,PPLA2,4678858,32.55652,-95.8633,Canton,TX
US.TX.127,US,127,P,PPLA2,4679148,28.521929999999998,-99.86061,Carrizo Springs,TX
US.TX.365,US,365,P,PPLA2,4679272,32.157379999999996,-94.33742,Carthage,TX
US.TX.067,US,67,A,ADM2,4679435,33.07754,-94.34359,Cass County,TX
US.TX.419,US,419,P,PPLA2,4679988,31.79545,-94.17909,Center,TX
US.TX.289,US,289,P,PPLA2,4680082,31.257959999999997,-95.97829,Centerville,TX
US.TX.071,US,71,A,ADM2,4680335,29.70826,-94.67138,Chambers County,TX
US.TX.073,US,73,A,ADM2,4680611,31.83695,-95.16518,Cherokee County,TX
US.TX.387,US,387,P,PPLA2,4681758,33.610659999999996,-95.05272,Clarksville,TX
US.TX.077,US,77,A,ADM2,4681782,33.78553,-98.2085,Clay County,TX
US.TX.251,US,251,P,PPLA2,4681976,32.347640000000006,-97.38668,Cleburne,TX
US.TX.407,US,407,P,PPLA2,4682352,30.59242,-95.12938,Coldspring,TX
US.TX.083,US,83,P,PPLA2,4682380,31.827370000000002,-99.42645,Coleman,TX
US.TX.083,US,83,A,ADM2,4682392,31.77321,-99.45364000000001,Coleman County,TX
US.TX.085,US,85,A,ADM2,4682500,33.187909999999995,-96.57236999999999,Collin County,TX
US.TX.089,US,89,A,ADM2,4682626,29.620820000000002,-96.52628,Colorado County,TX
US.TX.089,US,89,P,PPLA2,4682665,29.70662,-96.53969000000001,Columbus,TX
US.TX.091,US,91,A,ADM2,4682688,29.80818,-98.27825,Comal County,TX
US.TX.093,US,93,P,PPLA2,4682698,31.897370000000002,-98.60365999999999,Comanche,TX
US.TX.093,US,93,A,ADM2,4682707,31.947979999999998,-98.55826,Comanche County,TX
US.TX.095,US,95,A,ADM2,4682862,31.3265,-99.86395999999999,Concho County,TX
US.TX.339,US,339,P,PPLA2,4682991,30.31188,-95.45605,Conroe,TX
US.TX.097,US,97,A,ADM2,4683066,33.63919,-97.21262,Cooke County,TX
US.TX.119,US,119,P,PPLA2,4683141,33.37344,-95.68829000000001,Cooper,TX
US.TX.355,US,355,P,PPLA2,4683416,27.80058,-97.39638000000001,Corpus Christi,TX
US.TX.349,US,349,P,PPLA2,4683462,32.09543,-96.46887,Corsicana,TX
US.TX.099,US,99,A,ADM2,4683477,31.390909999999998,-97.7992,Coryell County,TX
US.TX.283,US,283,P,PPLA2,4683696,28.43693,-99.23503000000001,Cotulla,TX
US.TX.225,US,225,P,PPLA2,4684218,31.318240000000003,-95.45661,Crockett,TX
US.TX.155,US,155,P,PPLA2,4684431,33.98397,-99.72482,Crowell,TX
US.TX.507,US,507,P,PPLA2,4684480,28.67748,-99.82811,Crystal City,TX
US.TX.123,US,123,P,PPLA2,4684547,29.093870000000003,-97.28916,Cuero,TX
US.TX.343,US,343,P,PPLA2,4684858,33.03179,-94.72187,Daingerfield,TX
US.TX.113,US,113,P,PPLA2,4684888,32.78306,-96.80667,Dallas,TX
US.TX.113,US,113,A,ADM2,4684904,32.76663,-96.77787,Dallas County,TX
US.TX.123,US,123,A,ADM2,4685527,29.082079999999998,-97.35678,DeWitt County,TX
US.TX.497,US,497,P,PPLA2,4685617,33.23428,-97.58614,Decatur,TX
US.TX.119,US,119,A,ADM2,4685841,33.38629,-95.67227,Delta County,TX
US.TX.121,US,121,P,PPLA2,4685907,33.21484,-97.13306999999999,Denton,TX
US.TX.121,US,121,A,ADM2,4685912,33.205259999999996,-97.11697,Denton County,TX
US.TX.127,US,127,A,ADM2,4686231,28.42254,-99.75673,Dimmit County,TX
US.TX.131,US,131,A,ADM2,4687437,27.68133,-98.50891,Duval County,TX
US.TX.133,US,133,P,PPLA2,4688071,32.40152,-98.81756,Eastland,TX
US.TX.133,US,133,A,ADM2,4688072,32.32707,-98.83232,Eastland County,TX
US.TX.215,US,215,P,PPLA2,4688275,26.301740000000002,-98.16334,Edinburg,TX
US.TX.139,US,139,A,ADM2,4688864,32.34843,-96.79448000000001,Ellis County,TX
US.TX.379,US,379,P,PPLA2,4689236,32.87457,-95.76552,Emory,TX
US.TX.143,US,143,A,ADM2,4689391,32.236259999999994,-98.21797,Erath County,TX
US.TX.161,US,161,P,PPLA2,4689837,31.72461,-96.16525,Fairfield,TX
US.TX.047,US,47,P,PPLA2,4690070,27.22699,-98.14416999999999,Falfurrias,TX
US.TX.145,US,145,A,ADM2,4690103,31.25327,-96.93585,Falls County,TX
US.TX.147,US,147,A,ADM2,4690140,33.59381,-96.10683,Fannin County,TX
US.TX.149,US,149,A,ADM2,4690287,29.876790000000003,-96.91976,Fayette County,TX
US.TX.493,US,493,P,PPLA2,4691553,29.13358,-98.15612,Floresville,TX
US.TX.155,US,155,A,ADM2,4691668,33.97462,-99.77798,Foard County,TX
US.TX.157,US,157,A,ADM2,4691851,29.527490000000004,-95.77089000000001,Fort Bend County,TX
US.TX.439,US,439,P,PPLA2,4691930,32.72541,-97.32085,Fort Worth,TX
US.TX.395,US,395,P,PPLA2,4692193,31.026020000000003,-96.48524,Franklin,TX
US.TX.159,US,159,A,ADM2,4692203,33.17555,-95.21842,Franklin County,TX
US.TX.171,US,171,P,PPLA2,4692279,30.2752,-98.87198000000001,Fredericksburg,TX
US.TX.161,US,161,A,ADM2,4692377,31.704890000000002,-96.14909,Freestone County,TX
US.TX.163,US,163,A,ADM2,4692545,28.867820000000002,-99.10826999999999,Frio County,TX
US.TX.097,US,97,P,PPLA2,4692746,33.62594,-97.13335,Gainesville,TX
US.TX.167,US,167,A,ADM2,4692856,29.29767,-94.81087,Galveston County,TX
US.TX.167,US,167,P,PPLA2,4692883,29.30135,-94.7977,Galveston,TX
US.TX.099,US,99,P,PPLA2,4693150,31.435159999999996,-97.74391,Gatesville,TX
US.TX.297,US,297,P,PPLA2,4693325,28.3325,-98.11751,George West,TX
US.TX.491,US,491,P,PPLA2,4693342,30.632690000000004,-97.67723000000001,Georgetown,TX
US.TX.287,US,287,P,PPLA2,4693472,30.18272,-96.93637,Giddings,TX
US.TX.171,US,171,A,ADM2,4693544,30.31806,-98.94648000000001,Gillespie County,TX
US.TX.459,US,459,P,PPLA2,4693569,32.72875,-94.94244,Gilmer,TX
US.TX.425,US,425,P,PPLA2,4693696,32.234590000000004,-97.75531,Glen Rose,TX
US.TX.333,US,333,P,PPLA2,4693906,31.449890000000003,-98.57088,Goldthwaite,TX
US.TX.175,US,175,P,PPLA2,4693921,28.668329999999997,-97.38833000000001,Goliad,TX
US.TX.175,US,175,A,ADM2,4693922,28.6571,-97.42649,Goliad County,TX
US.TX.177,US,177,P,PPLA2,4693940,29.50163,-97.45249,Gonzales,TX
US.TX.177,US,177,A,ADM2,4693951,29.45673,-97.49252,Gonzales County,TX
US.TX.503,US,503,P,PPLA2,4694420,33.10706,-98.5895,Graham,TX
US.TX.221,US,221,P,PPLA2,4694459,32.44208,-97.7942,Granbury,TX
US.TX.181,US,181,A,ADM2,4694710,33.62681,-96.67772,Grayson County,TX
US.TX.231,US,231,P,PPLA2,4695066,33.13845,-96.11081,Greenville,TX
US.TX.183,US,183,A,ADM2,4695143,32.480470000000004,-94.81695,Gregg County,TX
US.TX.185,US,185,A,ADM2,4695236,30.543470000000003,-95.9855,Grimes County,TX
US.TX.293,US,293,P,PPLA2,4695270,31.524340000000002,-96.53387,Groesbeck,TX
US.TX.455,US,455,P,PPLA2,4695325,31.054909999999996,-95.12576999999999,Groveton,TX
US.TX.187,US,187,A,ADM2,4695361,29.58305,-97.94858,Guadalupe County,TX
US.TX.285,US,285,P,PPLA2,4695866,29.44385,-96.94109,Hallettsville,TX
US.TX.193,US,193,P,PPLA2,4695938,31.703770000000002,-98.12392,Hamilton,TX
US.TX.193,US,193,A,ADM2,4695945,31.7048,-98.11073,Hamilton County,TX
US.TX.197,US,197,A,ADM2,4696131,34.29029,-99.74571999999999,Hardeman County,TX
US.TX.199,US,199,A,ADM2,4696143,30.33237,-94.39022,Hardin County,TX
US.TX.201,US,201,A,ADM2,4696376,29.85728,-95.39234,Harris County,TX
US.TX.203,US,203,A,ADM2,4696450,32.54813,-94.37149000000001,Harrison County,TX
US.TX.207,US,207,P,PPLA2,4696593,33.1576,-99.7337,Haskell,TX
US.TX.207,US,207,A,ADM2,4696596,33.17823,-99.7303,Haskell County,TX
US.TX.209,US,209,A,ADM2,4696788,30.05815,-98.03106,Hays County,TX
US.TX.247,US,247,P,PPLA2,4696922,27.30688,-98.68032,Hebbronville,TX
US.TX.403,US,403,P,PPLA2,4697054,31.340740000000004,-93.84685,Hemphill,TX
US.TX.473,US,473,P,PPLA2,4697060,30.097440000000002,-96.07829,Hempstead,TX
US.TX.213,US,213,A,ADM2,4697070,32.211890000000004,-95.85356,Henderson County,TX
US.TX.077,US,77,P,PPLA2,4697128,33.81732,-98.19532,Henrietta,TX
US.TX.215,US,215,A,ADM2,4697444,26.396720000000002,-98.18106999999999,Hidalgo County,TX
US.TX.217,US,217,A,ADM2,4697746,31.990679999999998,-97.13243,Hill County,TX
US.TX.217,US,217,P,PPLA2,4697867,32.01099,-97.13001,Hillsboro,TX
US.TX.325,US,325,P,PPLA2,4698562,29.347459999999998,-99.14142,Hondo,TX
US.TX.221,US,221,A,ADM2,4698632,32.42993,-97.83227,Hood County,TX
US.TX.223,US,223,A,ADM2,4698747,33.14956,-95.56395,Hopkins County,TX
US.TX.201,US,201,P,PPLA2,4699066,29.763279999999998,-95.36327,Houston,TX
US.TX.225,US,225,A,ADM2,4699084,31.317729999999997,-95.42268,Houston County,TX
US.TX.231,US,231,A,ADM2,4699487,33.1236,-96.08545,Hunt County,TX
US.TX.471,US,471,P,PPLA2,4699540,30.72353,-95.55078,Huntsville,TX
US.TX.237,US,237,A,ADM2,4700414,33.23346,-98.17246,Jack County,TX
US.TX.237,US,237,P,PPLA2,4700455,33.21845,-98.15866,Jacksboro,TX
US.TX.239,US,239,A,ADM2,4700488,28.954240000000002,-96.57768,Jackson County,TX
US.TX.241,US,241,A,ADM2,4700729,30.743959999999998,-94.02509,Jasper County,TX
US.TX.241,US,241,P,PPLA2,4700731,30.9202,-93.99658000000001,Jasper,TX
US.TX.315,US,315,P,PPLA2,4700817,32.75736,-94.34519,Jefferson,TX
US.TX.245,US,245,A,ADM2,4700821,29.85373,-94.15344,Jefferson County,TX
US.TX.247,US,247,A,ADM2,4701059,27.0434,-98.69731,Jim Hogg County,TX
US.TX.249,US,249,A,ADM2,4701084,27.7313,-98.08994,Jim Wells County,TX
US.TX.031,US,31,P,PPLA2,4701346,30.276870000000002,-98.41197,Johnson City,TX
US.TX.251,US,251,A,ADM2,4701348,32.37901,-97.36633,Johnson County,TX
US.TX.253,US,253,A,ADM2,4701505,32.7399,-99.87874000000001,Jones County,TX
US.TX.013,US,13,P,PPLA2,4701686,28.918029999999998,-98.54641,Jourdanton,TX
US.TX.267,US,267,P,PPLA2,4701791,30.489359999999998,-99.77201,Junction,TX
US.TX.255,US,255,P,PPLA2,4702664,28.88498,-97.90084,Karnes City,TX
US.TX.255,US,255,A,ADM2,4702669,28.90574,-97.8594,Karnes County,TX
US.TX.257,US,257,P,PPLA2,4702728,32.58902,-96.30887,Kaufman,TX
US.TX.257,US,257,A,ADM2,4702735,32.5993,-96.2878,Kaufman County,TX
US.TX.259,US,259,A,ADM2,4702947,29.94469,-98.71155999999999,Kendall County,TX
US.TX.261,US,261,A,ADM2,4702968,26.92802,-97.63646,Kenedy County,TX
US.TX.265,US,265,A,ADM2,4703071,30.06148,-99.35016,Kerr County,TX
US.TX.265,US,265,P,PPLA2,4703078,30.04743,-99.14031999999999,Kerrville,TX
US.TX.267,US,267,A,ADM2,4703256,30.48678,-99.7487,Kimble County,TX
US.TX.273,US,273,P,PPLA2,4703384,27.51587,-97.85611,Kingsville,TX
US.TX.273,US,273,A,ADM2,4703486,27.426709999999996,-97.66839,Kleberg County,TX
US.TX.275,US,275,A,ADM2,4703582,33.60613,-99.74143000000001,Knox County,TX
US.TX.199,US,199,P,PPLA2,4703726,30.3716,-94.31241,Kountze,TX
US.TX.149,US,149,P,PPLA2,4703958,29.9055,-96.87665,La Grange,TX
US.TX.283,US,283,A,ADM2,4704157,28.34507,-99.09966,La Salle County,TX
US.TX.277,US,277,A,ADM2,4705086,33.66726,-95.5712,Lamar County,TX
US.TX.281,US,281,P,PPLA2,4705176,31.063779999999998,-98.1817,Lampasas,TX
US.TX.281,US,281,A,ADM2,4705179,31.19619,-98.24145,Lampasas County,TX
US.TX.479,US,479,P,PPLA2,4705349,27.50641,-99.50754,Laredo,TX
US.TX.285,US,285,A,ADM2,4705575,29.38435,-96.93015,Lavaca County,TX
US.TX.385,US,385,P,PPLA2,4705702,29.72884,-99.76145,Leakey,TX
US.TX.287,US,287,A,ADM2,4705758,30.310679999999998,-96.9657,Lee County,TX
US.TX.289,US,289,A,ADM2,4705899,31.296509999999998,-95.99569,Leon County,TX
US.TX.291,US,291,P,PPLA2,4706088,30.057990000000004,-94.79548,Liberty,TX
US.TX.291,US,291,A,ADM2,4706143,30.151609999999998,-94.81221,Liberty County,TX
US.TX.293,US,293,A,ADM2,4706335,31.54546,-96.58053000000001,Limestone County,TX
US.TX.067,US,67,P,PPLA2,4706404,33.01235,-94.36547,Linden,TX
US.TX.297,US,297,A,ADM2,4707076,28.351370000000003,-98.12479,Live Oak County,TX
US.TX.373,US,373,P,PPLA2,4707173,30.711029999999997,-94.93299,Livingston,TX
US.TX.299,US,299,P,PPLA2,4707191,30.75935,-98.67504,Llano,TX
US.TX.299,US,299,A,ADM2,4707196,30.705740000000002,-98.6841,Llano County,TX
US.TX.055,US,55,P,PPLA2,4707295,29.884940000000004,-97.67,Lockhart,TX
US.TX.183,US,183,P,PPLA2,4707814,32.5007,-94.74049000000001,Longview,TX
US.TX.005,US,5,P,PPLA2,4708308,31.338240000000003,-94.7291,Lufkin,TX
US.TX.313,US,313,A,ADM2,4708691,30.96554,-95.92841,Madison County,TX
US.TX.313,US,313,P,PPLA2,4708703,30.94991,-95.91162,Madisonville,TX
US.TX.315,US,315,A,ADM2,4709165,32.797979999999995,-94.35722,Marion County,TX
US.TX.145,US,145,P,PPLA2,4709215,31.30629,-96.89804000000001,Marlin,TX
US.TX.203,US,203,P,PPLA2,4709272,32.54487,-94.36742,Marshall,TX
US.TX.319,US,319,P,PPLA2,4709501,30.748790000000003,-99.23061,Mason,TX
US.TX.319,US,319,A,ADM2,4709509,30.71772,-99.22613,Mason County,TX
US.TX.321,US,321,A,ADM2,4709580,28.78565,-96.00398,Matagorda County,TX
US.TX.307,US,307,A,ADM2,4709977,31.19887,-99.34748,McCulloch County,TX
US.TX.085,US,85,P,PPLA2,4710178,33.19762,-96.61527,McKinney,TX
US.TX.309,US,309,A,ADM2,4710229,31.55238,-97.20179,McLennan County,TX
US.TX.311,US,311,A,ADM2,4710259,28.352690000000003,-98.56784,McMullen County,TX
US.TX.325,US,325,A,ADM2,4710490,29.3557,-99.11013,Medina County,TX
US.TX.327,US,327,P,PPLA2,4710697,30.91767,-99.78645999999999,Menard,TX
US.TX.327,US,327,A,ADM2,4710698,30.88978,-99.82064,Menard County,TX
US.TX.035,US,35,P,PPLA2,4710782,31.923209999999997,-97.65669,Meridian,TX
US.TX.331,US,331,A,ADM2,4711286,30.786340000000003,-96.97685,Milam County,TX
US.TX.333,US,333,A,ADM2,4711560,31.49519,-98.59546,Mills County,TX
US.TX.337,US,337,P,PPLA2,4711972,33.66483,-97.72059,Montague,TX
US.TX.337,US,337,A,ADM2,4711974,33.67563,-97.72465,Montague County,TX
US.TX.339,US,339,A,ADM2,4712041,30.300209999999996,-95.50301,Montgomery County,TX
US.TX.343,US,343,A,ADM2,4712390,33.113479999999996,-94.73265,Morris County,TX
US.TX.449,US,449,P,PPLA2,4712933,33.15679,-94.96826999999999,Mount Pleasant,TX
US.TX.159,US,159,P,PPLA2,4713032,33.18873,-95.22133000000001,Mount Vernon,TX
US.TX.347,US,347,P,PPLA2,4713735,31.603509999999996,-94.65549,Nacogdoches,TX
US.TX.347,US,347,A,ADM2,4713738,31.61598,-94.61587,Nacogdoches County,TX
US.TX.349,US,349,A,ADM2,4713849,32.046929999999996,-96.47249000000001,Navarro County,TX
US.TX.037,US,37,P,PPLA2,4714126,33.45984,-94.41548,New Boston,TX
US.TX.091,US,91,P,PPLA2,4714131,29.703000000000003,-98.12445,New Braunfels,TX
