cat_code,country,county,f_class,f_code,gid,lat,lon,name,state
US.KY.069,US,69,P,PPLA2,4291905,38.4223,-83.73380999999999,Flemingsburg,KY
US.KY.071,US,71,A,ADM2,4291960,37.557109999999994,-82.7457,Floyd County,KY
US.KY.213,US,213,P,PPLA2,4292193,36.72226,-86.57722,Franklin,KY
US.KY.073,US,73,A,ADM2,4292202,38.23915,-84.87706999999999,Franklin County,KY
US.KY.165,US,165,P,PPLA2,4292308,37.95092,-83.62575,Frenchburg,KY
US.KY.075,US,75,A,ADM2,4292427,36.55408,-89.18760999999999,Fulton County,KY
US.KY.077,US,77,A,ADM2,4292492,38.75687,-84.85931,Gallatin County,KY
US.KY.079,US,79,A,ADM2,4292570,37.63958,-84.53763000000001,Garrard County,KY
US.KY.209,US,209,P,PPLA2,4292686,38.2098,-84.55883,Georgetown,KY
US.KY.009,US,9,P,PPLA2,4292826,36.99588,-85.91192,Glasgow,KY
US.KY.081,US,81,A,ADM2,4293148,38.64881,-84.62461,Grant County,KY
US.KY.083,US,83,A,ADM2,4293245,36.72314,-88.65120999999999,Graves County,KY
US.KY.085,US,85,A,ADM2,4293301,37.46082,-86.34388,Grayson County,KY
US.KY.043,US,43,P,PPLA2,4293311,38.33258,-82.9485,Grayson,KY
US.KY.087,US,87,A,ADM2,4293371,37.264109999999995,-85.55311,Green County,KY
US.KY.087,US,87,P,PPLA2,4293470,37.26089,-85.49885,Greensburg,KY
US.KY.089,US,89,A,ADM2,4293471,38.54566,-82.92229,Greenup County,KY
US.KY.089,US,89,P,PPLA2,4293473,38.57313,-82.83017,Greenup,KY
US.KY.177,US,177,P,PPLA2,4293477,37.20115,-87.17889,Greenville,KY
US.KY.091,US,91,A,ADM2,4293950,37.84151,-86.77793,Hancock County,KY
US.KY.093,US,93,A,ADM2,4294031,37.69792,-85.96337,Hardin County,KY
US.KY.027,US,27,P,PPLA2,4294044,37.78006,-86.46053,Hardinsburg,KY
US.KY.095,US,95,P,PPLA2,4294072,36.843140000000005,-83.32185,Harlan,KY
US.KY.095,US,95,A,ADM2,4294084,36.856970000000004,-83.21795,Harlan County,KY
US.KY.097,US,97,A,ADM2,4294160,38.44181,-84.33139,Harrison County,KY
US.KY.167,US,167,P,PPLA2,4294180,37.7623,-84.84329,Harrodsburg,KY
US.KY.099,US,99,A,ADM2,4294190,37.299929999999996,-85.88471,Hart County,KY
US.KY.183,US,183,P,PPLA2,4294195,37.451159999999994,-86.90916,Hartford,KY
US.KY.091,US,91,P,PPLA2,4294267,37.900059999999996,-86.75499,Hawesville,KY
US.KY.193,US,193,P,PPLA2,4294349,37.24954,-83.19323,Hazard,KY
US.KY.101,US,101,P,PPLA2,4294494,37.83615,-87.59000999999999,Henderson,KY
US.KY.101,US,101,A,ADM2,4294512,37.7959,-87.57316,Henderson County,KY
US.KY.103,US,103,A,ADM2,4294546,38.44847,-85.11893,Henry County,KY
US.KY.075,US,75,P,PPLA2,4294625,36.57117,-89.18618000000001,Hickman,KY
US.KY.105,US,105,A,ADM2,4294628,36.67817,-88.97622,Hickman County,KY
US.KY.119,US,119,P,PPLA2,4294872,37.33593,-82.98044,Hindman,KY
US.KY.123,US,123,P,PPLA2,4294937,37.57395,-85.73996,Hodgenville,KY
US.KY.107,US,107,A,ADM2,4295247,37.308820000000004,-87.54084,Hopkins County,KY
US.KY.047,US,47,P,PPLA2,4295251,36.86561,-87.49117,Hopkinsville,KY
US.KY.131,US,131,P,PPLA2,4295712,37.16093,-83.37324,Hyden,KY
US.KY.159,US,159,P,PPLA2,4295878,37.866479999999996,-82.53876,Inez,KY
US.KY.065,US,65,P,PPLA2,4295954,37.70064,-83.97381,Irvine,KY
US.KY.025,US,25,P,PPLA2,4296081,37.55315,-83.38351,Jackson,KY
US.KY.109,US,109,A,ADM2,4296106,37.419779999999996,-84.00577,Jackson County,KY
US.KY.207,US,207,P,PPLA2,4296173,36.984790000000004,-85.06300999999999,Jamestown,KY
US.KY.111,US,111,A,ADM2,4296212,38.18719,-85.65916,Jefferson County,KY
US.KY.113,US,113,A,ADM2,4296292,37.87203,-84.58093000000001,Jessamine County,KY
US.KY.115,US,115,A,ADM2,4296508,37.84664,-82.83154,Johnson County,KY
US.KY.117,US,117,A,ADM2,4296902,38.93346,-84.53334,Kenton County,KY
US.KY.119,US,119,A,ADM2,4297180,37.35405,-82.95413,Knott County,KY
US.KY.121,US,121,A,ADM2,4297187,36.89067,-83.85404,Knox County,KY
US.KY.185,US,185,P,PPLA2,4297238,38.40757,-85.37885,La Grange,KY
US.KY.079,US,79,P,PPLA2,4297354,37.61952,-84.57799999999999,Lancaster,KY
US.KY.123,US,123,A,ADM2,4297424,37.5458,-85.69792,Larue County,KY
US.KY.125,US,125,A,ADM2,4297480,37.11067,-84.1178,Laurel County,KY
US.KY.127,US,127,A,ADM2,4297576,38.06788,-82.73475,Lawrence County,KY
US.KY.005,US,5,P,PPLA2,4297581,38.0373,-84.89662,Lawrenceburg,KY
US.KY.155,US,155,P,PPLA2,4297653,37.569790000000005,-85.25274,Lebanon,KY
US.KY.129,US,129,A,ADM2,4297704,37.5948,-83.71628,Lee County,KY
US.KY.085,US,85,P,PPLA2,4297882,37.48005,-86.29386,Leitchfield,KY
US.KY.131,US,131,A,ADM2,4297902,37.09406,-83.38116,Leslie County,KY
US.KY.133,US,133,A,ADM2,4297909,37.121190000000006,-82.85528000000001,Letcher County,KY
US.KY.135,US,135,A,ADM2,4297955,38.53154,-83.37805,Lewis County,KY
US.KY.067,US,67,P,PPLA2,4297983,37.988690000000005,-84.47771999999999,Lexington,KY
US.KY.045,US,45,P,PPLA2,4298003,37.31841,-84.9394,Liberty,KY
US.KY.137,US,137,A,ADM2,4298293,37.45535,-84.66081,Lincoln County,KY
US.KY.139,US,139,A,ADM2,4298811,37.2097,-88.35381,Livingston County,KY
US.KY.141,US,141,A,ADM2,4298932,36.8597,-86.87894,Logan County,KY
US.KY.125,US,125,P,PPLA2,4298960,37.12898,-84.08326,London,KY
US.KY.127,US,127,P,PPLA2,4299275,38.11425,-82.60321,Louisa,KY
US.KY.111,US,111,P,PPLA2,4299276,38.25424,-85.75941,Louisville,KY
US.KY.143,US,143,A,ADM2,4299595,37.01913,-88.08328,Lyon County,KY
US.KY.151,US,151,A,ADM2,4299665,37.72018,-84.27799999999999,Madison County,KY
US.KY.107,US,107,P,PPLA2,4299670,37.3281,-87.49889,Madisonville,KY
US.KY.153,US,153,A,ADM2,4299695,37.70647,-83.06491,Magoffin County,KY
US.KY.051,US,51,P,PPLA2,4299741,37.1537,-83.76186,Manchester,KY
US.KY.055,US,55,P,PPLA2,4299842,37.33283,-88.08113,Marion,KY
US.KY.155,US,155,A,ADM2,4299849,37.55253,-85.26963,Marion County,KY
US.KY.157,US,157,A,ADM2,4299896,36.88345,-88.32938,Marshall County,KY
US.KY.159,US,159,A,ADM2,4299939,37.80158,-82.51329,Martin County,KY
US.KY.161,US,161,A,ADM2,4300012,38.59517,-83.82425,Mason County,KY
US.KY.083,US,83,P,PPLA2,4300105,36.74172,-88.63672,Mayfield,KY
US.KY.161,US,161,P,PPLA2,4300152,38.64119,-83.74436999999999,Maysville,KY
US.KY.145,US,145,A,ADM2,4300244,37.05408,-88.71271999999999,McCracken County,KY
US.KY.147,US,147,A,ADM2,4300249,36.737140000000004,-84.48416999999999,McCreary County,KY
US.KY.109,US,109,P,PPLA2,4300339,37.43036,-83.99798,McKee,KY
US.KY.149,US,149,A,ADM2,4300401,37.52919,-87.26361,McLean County,KY
US.KY.163,US,163,A,ADM2,4300426,37.969840000000005,-86.21718,Meade County,KY
US.KY.165,US,165,A,ADM2,4300562,37.94138,-83.59886999999999,Menifee County,KY
US.KY.167,US,167,A,ADM2,4300572,37.81103,-84.87444,Mercer County,KY
US.KY.169,US,169,A,ADM2,4300606,36.99054,-85.62925,Metcalfe County,KY
US.KY.171,US,171,A,ADM2,4301192,36.71218,-85.71651999999999,Monroe County,KY
US.KY.173,US,173,A,ADM2,4301216,38.03353,-83.9131,Montgomery County,KY
US.KY.231,US,231,P,PPLA2,4301224,36.82979,-84.84911,Monticello,KY
US.KY.205,US,205,P,PPLA2,4301307,38.18397,-83.43268,Morehead,KY
US.KY.175,US,175,A,ADM2,4301333,37.92228,-83.25889000000001,Morgan County,KY
US.KY.225,US,225,P,PPLA2,4301345,37.68338,-87.91669,Morganfield,KY
US.KY.031,US,31,P,PPLA2,4301349,37.2256,-86.6836,Morgantown,KY
US.KY.201,US,201,P,PPLA2,4301603,38.531459999999996,-84.03687,Mount Olivet,KY
US.KY.173,US,173,P,PPLA2,4301683,38.056470000000004,-83.94326,Mount Sterling,KY
US.KY.203,US,203,P,PPLA2,4301703,37.35286,-84.34049,Mount Vernon,KY
US.KY.177,US,177,A,ADM2,4301955,37.215790000000005,-87.14204000000001,Muhlenberg County,KY
US.KY.099,US,99,P,PPLA2,4302012,37.27228,-85.89108,Munfordville,KY
US.KY.035,US,35,P,PPLA2,4302035,36.61033,-88.31475999999999,Murray,KY
US.KY.179,US,179,A,ADM2,4302277,37.80513,-85.46599,Nelson County,KY
US.KY.103,US,103,P,PPLA2,4302338,38.4334,-85.16968,New Castle,KY
US.KY.037,US,37,P,PPLA2,4302529,39.09145,-84.49578000000001,Newport,KY
US.KY.113,US,113,P,PPLA2,4302561,37.88063,-84.573,Nicholasville,KY
US.KY.181,US,181,A,ADM2,4302564,38.3356,-84.01533,Nicholas County,KY
US.KY.183,US,183,A,ADM2,4302977,37.478190000000005,-86.84889,Ohio County,KY
US.KY.185,US,185,A,ADM2,4303164,38.399440000000006,-85.44837,Oldham County,KY
US.KY.187,US,187,A,ADM2,4303402,38.51964,-84.82811,Owen County,KY
US.KY.059,US,59,P,PPLA2,4303436,37.77422,-87.11333,Owensboro,KY
US.KY.187,US,187,P,PPLA2,4303439,38.53672,-84.84338000000001,Owenton,KY
US.KY.011,US,11,P,PPLA2,4303441,38.1448,-83.76408,Owingsville,KY
US.KY.189,US,189,A,ADM2,4303455,37.4192,-83.68311,Owsley County,KY
US.KY.115,US,115,P,PPLA2,4303543,37.81454,-82.80711,Paintsville,KY
US.KY.017,US,17,P,PPLA2,4303602,38.2098,-84.25299,Paris,KY
US.KY.191,US,191,A,ADM2,4303870,38.69563,-84.36027,Pendleton County,KY
US.KY.193,US,193,A,ADM2,4303951,37.24429,-83.22148,Perry County,KY
US.KY.195,US,195,A,ADM2,4304226,37.46902,-82.39587,Pike County,KY
US.KY.195,US,195,P,PPLA2,4304232,37.47927,-82.51876,Pikeville,KY
US.KY.013,US,13,P,PPLA2,4304396,36.762029999999996,-83.69492,Pineville,KY
US.KY.197,US,197,A,ADM2,4305121,37.83115,-83.82377,Powell County,KY
US.KY.071,US,71,P,PPLA2,4305210,37.66565,-82.77155,Prestonsburg,KY
US.KY.033,US,33,P,PPLA2,4305266,37.10922,-87.88195999999999,Princeton,KY
US.KY.199,US,199,A,ADM2,4305364,37.10393,-84.57718,Pulaski County,KY
US.KY.151,US,151,P,PPLA2,4305974,37.747859999999996,-84.29465,Richmond,KY
US.KY.201,US,201,A,ADM2,4306340,38.51882,-84.05203,Robertson County,KY
US.KY.203,US,203,A,ADM2,4306470,37.36518,-84.31594,Rockcastle County,KY
US.KY.207,US,207,A,ADM2,4306996,36.99103,-85.05869,Russell County,KY
US.KY.141,US,141,P,PPLA2,4307025,36.84532,-86.88722,Russellville,KY
US.KY.153,US,153,P,PPLA2,4307447,37.752590000000005,-83.06878,Salyersville,KY
US.KY.063,US,63,P,PPLA2,4307616,38.08647,-83.12628000000001,Sandy Hook,KY
US.KY.209,US,209,A,ADM2,4307808,38.29156,-84.58393000000001,Scott County,KY
US.KY.003,US,3,P,PPLA2,4307837,36.75338,-86.19054,Scottsville,KY
US.KY.211,US,211,A,ADM2,4308112,38.21544,-85.19476999999999,Shelby County,KY
US.KY.211,US,211,P,PPLA2,4308122,38.21201,-85.22357,Shelbyville,KY
US.KY.029,US,29,P,PPLA2,4308163,37.9884,-85.71579,Shepherdsville,KY
US.KY.213,US,213,A,ADM2,4308447,36.74194,-86.58232,Simpson County,KY
US.KY.139,US,139,P,PPLA2,4308835,37.138940000000005,-88.40337,Smithland,KY
US.KY.199,US,199,P,PPLA2,4308922,37.09202,-84.60410999999999,Somerset,KY
US.KY.215,US,215,A,ADM2,4309179,38.032509999999995,-85.32785,Spencer County,KY
US.KY.229,US,229,P,PPLA2,4309329,37.685340000000004,-85.22218000000001,Springfield,KY
US.KY.137,US,137,P,PPLA2,4309487,37.53119,-84.66189,Stanford,KY
US.KY.197,US,197,P,PPLA2,4309498,37.84564,-83.85825,Stanton,KY
US.KY.217,US,217,A,ADM2,4310601,37.36646,-85.32784000000001,Taylor County,KY
US.KY.215,US,215,P,PPLA2,4310638,38.031729999999996,-85.34245,Taylorsville,KY
US.KY.219,US,219,A,ADM2,4310988,36.83556,-87.17915,Todd County,KY
US.KY.171,US,171,P,PPLA2,4311035,36.70228,-85.69164,Tompkinsville,KY
US.KY.221,US,221,A,ADM2,4311258,36.80632,-87.87337,Trigg County,KY
US.KY.223,US,223,A,ADM2,4311266,38.61303,-85.33757,Trimble County,KY
US.KY.225,US,225,A,ADM2,4311683,37.65845,-87.94538,Union County,KY
US.KY.135,US,135,P,PPLA2,4311976,38.59924,-83.3188,Vanceburg,KY
US.KY.239,US,239,P,PPLA2,4312057,38.05258,-84.72995,Versailles,KY
US.KY.227,US,227,A,ADM2,4312732,36.99358,-86.4238,Warren County,KY
US.KY.077,US,77,P,PPLA2,4312734,38.7834,-84.90162,Warsaw,KY
US.KY.229,US,229,A,ADM2,4312745,37.75338,-85.17475,Washington County,KY
US.KY.231,US,231,A,ADM2,4312835,36.80127,-84.82863,Wayne County,KY
US.KY.233,US,233,A,ADM2,4312885,37.51842,-87.68316,Webster County,KY
US.KY.175,US,175,P,PPLA2,4313038,37.921479999999995,-83.25962,West Liberty,KY
US.KY.133,US,133,P,PPLA2,4313346,37.11843,-82.82683,Whitesburg,KY
US.KY.147,US,147,P,PPLA2,4313358,36.72341,-84.47049,Whitley City,KY
US.KY.235,US,235,A,ADM2,4313367,36.758070000000004,-84.14518000000001,Whitley County,KY
US.KY.007,US,7,P,PPLA2,4313395,36.96478,-89.08923,Wickliffe,KY
US.KY.235,US,235,P,PPLA2,4313563,36.74342,-84.15966,Williamsburg,KY
US.KY.081,US,81,P,PPLA2,4313572,38.63812,-84.5605,Williamstown,KY
US.KY.049,US,49,P,PPLA2,4313697,37.99008,-84.17965,Winchester,KY
US.KY.237,US,237,A,ADM2,4313865,37.73932,-83.49318000000001,Wolfe County,KY
US.KY.239,US,239,A,ADM2,4313946,38.042390000000005,-84.74359,Woodford County,KY
US.LA.113,US,113,P,PPLA2,4314295,29.97465,-92.13429000000001,Abbeville,LA
US.LA.001,US,1,A,ADM2,4314344,30.29053,-92.41198,Acadia Parish,LA
US.LA.079,US,79,P,PPLA2,4314550,31.311290000000003,-92.44514000000001,Alexandria,LA
US.LA.003,US,3,A,ADM2,4314607,30.65287,-92.82788000000001,Allen Parish,LA
US.LA.105,US,105,P,PPLA2,4314744,30.726570000000002,-90.50898000000001,Amite,LA
US.LA.013,US,13,P,PPLA2,4314969,32.549040000000005,-92.92016,Arcadia,LA
US.LA.005,US,5,A,ADM2,4315067,30.203540000000004,-90.91129000000001,Ascension Parish,LA
US.LA.007,US,7,A,ADM2,4315120,29.90077,-91.06259,Assumption Parish,LA
US.LA.009,US,9,A,ADM2,4315243,31.076240000000002,-92.00138000000001,Avoyelles Parish,LA
US.LA.067,US,67,P,PPLA2,4315535,32.77828,-91.91144,Bastrop,LA
US.LA.011,US,11,A,ADM2,4316112,30.64847,-93.34334,Beauregard Parish,LA
US.LA.015,US,15,P,PPLA2,4316471,32.69487,-93.74185,Benton,LA
US.LA.013,US,13,A,ADM2,4316721,32.34722,-93.05595,Bienville Parish,LA
US.LA.015,US,15,A,ADM2,4317649,32.67899,-93.605,Bossier Parish,LA
US.LA.017,US,17,A,ADM2,4318532,32.58017,-93.88235,Caddo Parish,LA
US.LA.019,US,19,A,ADM2,4318583,30.22922,-93.35795,Calcasieu Parish,LA
US.LA.021,US,21,A,ADM2,4318597,32.09227,-92.11661,Caldwell Parish,LA
US.LA.023,US,23,A,ADM2,4318690,29.846870000000003,-93.1989,Cameron Parish,LA
US.LA.023,US,23,P,PPLA2,4318695,29.79772,-93.32515,Cameron,LA
US.LA.025,US,25,A,ADM2,4319276,31.66617,-91.84707,Catahoula Parish,LA
US.LA.087,US,87,P,PPLA2,4319518,29.94296,-89.96537,Chalmette,LA
US.LA.027,US,27,A,ADM2,4320117,32.82269,-92.99573000000001,Claiborne Parish,LA
US.LA.037,US,37,P,PPLA2,4320277,30.865740000000002,-91.01566,Clinton,LA
US.LA.043,US,43,P,PPLA2,4320425,31.519059999999996,-92.70682,Colfax,LA
US.LA.021,US,21,P,PPLA2,4320492,32.10516,-92.07791,Columbia,LA
US.LA.029,US,29,A,ADM2,4320594,31.445840000000004,-91.64005999999999,Concordia Parish,LA
US.LA.093,US,93,P,PPLA2,4320643,30.02076,-90.82982,Convent,LA
US.LA.103,US,103,P,PPLA2,4321005,30.47549,-90.10042,Covington,LA
US.LA.081,US,81,P,PPLA2,4321014,32.01488,-93.34212,Coushatta,LA
US.LA.001,US,1,P,PPLA2,4321310,30.214090000000002,-92.37458000000001,Crowley,LA
US.LA.031,US,31,A,ADM2,4321759,32.05545,-93.73728,De Soto Parish,LA
US.LA.011,US,11,P,PPLA2,4321781,30.84631,-93.28905,DeRidder,LA
US.LA.005,US,5,P,PPLA2,4322811,30.10114,-90.99412,Donaldsonville,LA
US.LA.033,US,33,A,ADM2,4323288,30.538240000000002,-91.09562,East Baton Rouge Parish,LA
US.LA.035,US,35,A,ADM2,4323316,32.73255,-91.23507,East Carroll Parish,LA
US.LA.037,US,37,A,ADM2,4323332,30.84507,-91.04554,East Feliciana Parish,LA
US.LA.095,US,95,P,PPLA2,4323551,30.043259999999997,-90.56009,Edgard,LA
US.LA.039,US,39,A,ADM2,4323933,30.72894,-92.4059,Evangeline Parish,LA
US.LA.111,US,111,P,PPLA2,4324179,32.77347,-92.4057,Farmerville,LA
US.LA.101,US,101,P,PPLA2,4325150,29.79604,-91.5015,Franklin,LA
US.LA.041,US,41,A,ADM2,4325158,32.13322,-91.67376999999999,Franklin Parish,LA
US.LA.117,US,117,P,PPLA2,4325165,30.847309999999997,-90.15527,Franklinton,LA
US.LA.043,US,43,A,ADM2,4326254,31.5997,-92.55951999999999,Grant Parish,LA
US.LA.091,US,91,P,PPLA2,4326511,30.830740000000002,-90.67175999999999,Greensburg,LA
US.LA.051,US,51,P,PPLA2,4326575,29.91465,-90.05396,Gretna,LA
US.LA.089,US,89,P,PPLA2,4326799,29.97659,-90.40897,Hahnville,LA
US.LA.025,US,25,P,PPLA2,4327024,31.772109999999998,-91.82151999999999,Harrisonburg,LA
US.LA.027,US,27,P,PPLA2,4327785,32.791920000000005,-93.05503,Homer,LA
US.LA.109,US,109,P,PPLA2,4328010,29.59577,-90.71953,Houma,LA
US.LA.045,US,45,A,ADM2,4328254,29.51353,-91.83964,Iberia Parish,LA
US.LA.047,US,47,A,ADM2,4328261,30.2585,-91.34936,Iberville Parish,LA
US.LA.049,US,49,A,ADM2,4328854,32.30203,-92.55774,Jackson Parish,LA
US.LA.053,US,53,A,ADM2,4328965,30.26772,-92.81411999999999,Jefferson Davis Parish,LA
US.LA.051,US,51,A,ADM2,4328978,29.680970000000002,-90.09798,Jefferson Parish,LA
US.LA.059,US,59,P,PPLA2,4329021,31.68323,-92.13374,Jena,LA
US.LA.053,US,53,P,PPLA2,4329037,30.22243,-92.65708000000001,Jennings,LA
US.LA.049,US,49,P,PPLA2,4329308,32.24127,-92.71599,Jonesboro,LA
US.LA.059,US,59,A,ADM2,4330078,31.67673,-92.16044000000001,La Salle Parish,LA
US.LA.055,US,55,P,PPLA2,4330145,30.224090000000004,-92.01984,Lafayette,LA
US.LA.055,US,55,A,ADM2,4330160,30.206770000000002,-92.06388000000001,Lafayette Parish,LA
US.LA.057,US,57,A,ADM2,4330185,29.500329999999998,-90.40259,Lafourche Parish,LA
US.LA.019,US,19,P,PPLA2,4330236,30.21309,-93.2044,Lake Charles,LA
US.LA.035,US,35,P,PPLA2,4330331,32.804990000000004,-91.17098,Lake Providence,LA
US.LA.115,US,115,P,PPLA2,4330740,31.143520000000002,-93.26100000000001,Leesville,LA
US.LA.061,US,61,A,ADM2,4330983,32.60164,-92.66481999999999,Lincoln Parish,LA
US.LA.063,US,63,P,PPLA2,4331485,30.502129999999998,-90.74786999999999,Livingston,LA
US.LA.063,US,63,A,ADM2,4331488,30.440140000000003,-90.72791,Livingston Parish,LA
US.LA.065,US,65,A,ADM2,4332258,32.3644,-91.24258,Madison Parish,LA
US.LA.031,US,31,P,PPLA2,4332494,32.037659999999995,-93.70018,Mansfield,LA
US.LA.085,US,85,P,PPLA2,4332518,31.56878,-93.48406,Many,LA
US.LA.009,US,9,P,PPLA2,4332604,31.12797,-92.06624000000001,Marksville,LA
US.LA.119,US,119,P,PPLA2,4333533,32.615429999999996,-93.28684,Minden,LA
US.LA.073,US,73,P,PPLA2,4333669,32.50931,-92.1193,Monroe,LA
US.LA.067,US,67,A,ADM2,4333789,32.82022,-91.8018,Morehouse Parish,LA
US.LA.007,US,7,P,PPLA2,4334696,29.940479999999997,-91.02481999999999,Napoleonville,LA
US.LA.069,US,69,P,PPLA2,4334720,31.760720000000003,-93.08627,Natchitoches,LA
US.LA.069,US,69,A,ADM2,4334734,31.723540000000003,-93.09624000000001,Natchitoches Parish,LA
US.LA.045,US,45,P,PPLA2,4334971,30.00354,-91.81873,New Iberia,LA
US.LA.071,US,71,P,PPLA2,4335045,29.95465,-90.07507,New Orleans,LA
US.LA.077,US,77,P,PPLA2,4335096,30.70157,-91.43621999999999,New Roads,LA
US.LA.123,US,123,P,PPLA2,4335690,32.86096,-91.38845,Oak Grove,LA
US.LA.003,US,3,P,PPLA2,4335887,30.6202,-92.76265,Oberlin,LA
US.LA.097,US,97,P,PPLA2,4336153,30.53353,-92.08151,Opelousas,LA
US.LA.071,US,71,A,ADM2,4336191,30.068640000000002,-89.92813000000001,Orleans Parish,LA
US.LA.073,US,73,A,ADM2,4336232,32.47831,-92.15486999999999,Ouachita Parish,LA
US.LA.047,US,47,P,PPLA2,4337436,30.29005,-91.23496999999999,Plaquemine,LA
US.LA.075,US,75,A,ADM2,4337452,29.544209999999996,-89.82047,Plaquemines Parish,LA
US.LA.077,US,77,A,ADM2,4337708,30.7094,-91.60079,Pointe Coupee Parish,LA
US.LA.121,US,121,P,PPLA2,4337823,30.452140000000004,-91.21011,Port Allen,LA
US.LA.079,US,79,A,ADM2,4338356,31.198620000000002,-92.5332,Rapides Parish,LA
US.LA.083,US,83,P,PPLA2,4338415,32.47736,-91.75485,Rayville,LA
US.LA.081,US,81,A,ADM2,4338489,32.09315,-93.33988000000001,Red River Parish,LA
US.LA.083,US,83,A,ADM2,4338711,32.417790000000004,-91.76349,Richland Parish,LA
US.LA.061,US,61,P,PPLA2,4339348,32.52321,-92.63793000000001,Ruston,LA
US.LA.085,US,85,A,ADM2,4339354,31.564009999999996,-93.5547,Sabine Parish,LA
US.LA.087,US,87,A,ADM2,4339526,29.873990000000003,-89.82422,Saint Bernard Parish,LA
US.LA.089,US,89,A,ADM2,4339583,29.90553,-90.35821999999999,Saint Charles Parish,LA
US.LA.125,US,125,P,PPLA2,4339684,30.7799,-91.3765,Saint Francisville,LA
US.LA.091,US,91,A,ADM2,4339724,30.82198,-90.71032,Saint Helena Parish,LA
US.LA.093,US,93,A,ADM2,4339793,30.0263,-90.79632,Saint James Parish,LA
US.LA.095,US,95,A,ADM2,4339881,30.126459999999998,-90.47088000000001,Saint John the Baptist Parish,LA
US.LA.107,US,107,P,PPLA2,4339934,31.918490000000002,-91.23345,Saint Joseph,LA
US.LA.097,US,97,A,ADM2,4340045,30.59885,-92.00586,Saint Landry Parish,LA
US.LA.099,US,99,A,ADM2,4340186,30.129070000000002,-91.6083,Saint Martin Parish,LA
US.LA.099,US,99,P,PPLA2,4340196,30.1252,-91.83345,Saint Martinville,LA
US.LA.101,US,101,A,ADM2,4340232,29.63462,-91.47293,Saint Mary Parish,LA
US.LA.103,US,103,A,ADM2,4340579,30.40875,-89.95393,Saint Tammany Parish,LA
US.LA.017,US,17,P,PPLA2,4341513,32.52515,-93.75018,Shreveport,LA
US.LA.065,US,65,P,PPLA2,4343103,32.40848,-91.18678,Tallulah,LA
US.LA.105,US,105,A,ADM2,4343122,30.62665,-90.40568,Tangipahoa Parish,LA
US.LA.107,US,107,A,ADM2,4343280,32.00166,-91.34007,Tensas Parish,LA
US.LA.109,US,109,A,ADM2,4343313,29.33744,-90.83764000000001,Terrebonne Parish,LA
US.LA.057,US,57,P,PPLA2,4343429,29.795759999999998,-90.82287,Thibodaux,LA
US.LA.111,US,111,A,ADM2,4344274,32.8319,-92.37482,Union Parish,LA
US.LA.113,US,113,A,ADM2,4344530,29.809390000000004,-92.30428,Vermilion Parish,LA
US.LA.115,US,115,A,ADM2,4344544,31.108290000000004,-93.18415,Vernon Parish,LA
US.LA.029,US,29,P,PPLA2,4344599,31.565440000000002,-91.42595,Vidalia,LA
US.LA.039,US,39,P,PPLA2,4344651,30.68797,-92.27152,Ville Platte,LA
US.LA.117,US,117,A,ADM2,4345509,30.853340000000003,-90.04052,Washington Parish,LA
US.LA.119,US,119,A,ADM2,4345618,32.71345,-93.33498,Webster Parish,LA
US.LA.121,US,121,A,ADM2,4345713,30.463409999999996,-91.31275,West Baton Rouge Parish,LA
US.LA.123,US,123,A,ADM2,4345740,32.78856,-91.45674,West Carroll Parish,LA
US.LA.125,US,125,A,ADM2,4345778,30.87977,-91.42003000000001,West Feliciana Parish,LA
US.LA.127,US,127,A,ADM2,4346451,31.94425,-92.63677,Winn Parish,LA
US.LA.127,US,127,P,PPLA2,4346455,31.92558,-92.64131,Winnfield,LA
US.LA.041,US,41,P,PPLA2,4346466,32.16321,-91.72068,Winnsboro,LA
US.MD.001,US,1,A,ADM2,4347094,39.62148,-78.6989,Allegany County,MD
US.MD.003,US,3,A,ADM2,4347283,38.99416,-76.5676,Anne Arundel County,MD
US.MD.510,US,510,P,PPLA2,4347778,39.29038,-76.61219,Baltimore,MD
US.MD.005,US,5,A,ADM2,4347790,39.44307,-76.61632,Baltimore County,MD
US.MD.510,US,510,A,ADM2,4347820,39.29038,-76.61219,City of Baltimore,MD
US.MD.025,US,25,P,PPLA2,4348240,39.535940000000004,-76.34829,Bel Air,MD
US.MD.009,US,9,A,ADM2,4350123,38.53471,-76.53056,Calvert County,MD
US.MD.019,US,19,P,PPLA2,4350175,38.56317,-76.07883000000001,Cambridge,MD
US.MD.011,US,11,A,ADM2,4350425,38.87173,-75.8316,Caroline County,MD
US.MD.013,US,13,A,ADM2,4350461,39.56286,-77.02252,Carroll County,MD
US.MD.015,US,15,A,ADM2,4350685,39.56242,-75.94811,Cecil County,MD
US.MD.035,US,35,P,PPLA2,4350878,39.041779999999996,-76.06633000000001,Centreville,MD
US.MD.017,US,17,A,ADM2,4351021,38.47368,-77.01348,Charles County,MD
US.MD.029,US,29,P,PPLA2,4351264,39.209,-76.06661,Chestertown,MD
US.MD.001,US,1,P,PPLA2,4352681,39.65287,-78.76252,Cumberland,MD
US.MD.011,US,11,P,PPLA2,4353075,38.88456,-75.82715999999999,Denton,MD
US.MD.019,US,19,A,ADM2,4353543,38.42261,-76.08332,Dorchester County,MD
US.MD.041,US,41,P,PPLA2,4353962,38.77428,-76.07633,Easton,MD
US.MD.015,US,15,P,PPLA2,4354234,39.60678,-75.83327,Elkton,MD
