v_ids
4477525.0
4752027.0
4800587.0
4818750.0
4293311.0
4309498.0
4305210.0
4461499.0
4597200.0
4457719.0
4054566.0
4450441.0
4433116.0
4339684.0
4314295.0
4697054.0
4329308.0
4118121.0
4123271.0
4691930.0
4709215.0
4682380.0
4696593.0
5526156.0
5284905.0
5397165.0
5343876.0
5558829.0
5735792.0
5746901.0
5746545.0
5731371.0
5789817.0
5725721.0
5587698.0
5648267.0
5695974.0
5696337.0
5766967.0
5554419.0
5060071.0
5042731.0
5017882.0
5019116.0
5020733.0
5018751.0
4864337.0
4859234.0
4859430.0
4853423.0
4905509.0
4921725.0
4919203.0
4917712.0
4884453.0
4907959.0
5268850.0
5257784.0
5272893.0
5253352.0
5265838.0
5258448.0
5001669.0
5007585.0
4984500.0
5143380.0
4957280.0
5203506.0
5206379.0
5165101.0
5160783.0
5174358.0
4295954.0
4286717.0
4307837.0
4244928.0
4233586.0
4237717.0
4413013.0
4551177.0
5523074.0
5526657.0
5521353.0
5424099.0
5412230.0
5415035.0
5445627.0
5068640.0
5078792.0
4395447.0
5056350.0
4895336.0
4238081.0
4225122.0
4196508.0
4082866.0
4163428.0
4148912.0
4226348.0
4177569.0
