v_ids
5277856.0
4984075.0
5007989.0
5149493.0
5143419.0
4967563.0
5243145.0
5183234.0
4373238.0
4794120.0
4497622.0
4493316.0
4223880.0
4081671.0
4665933.0
4294072.0
4300339.0
4297983.0
4293477.0
4398894.0
5036062.0
5028042.0
5060071.0
5866726.0
5713587.0
5662129.0
5684558.0
5700094.0
5226625.0
5065429.0
4551177.0
4740364.0
4707814.0
4329021.0
4429877.0
4106979.0
4101260.0
4413601.0
5026291.0
5259048.0
