v_ids
5278120.0
5262680.0
4992232.0
5244080.0
4928274.0
4305266.0
4299670.0
4309329.0
4300152.0
4293311.0
4293473.0
4527660.0
4821087.0
5188193.0
5143380.0
5129359.0
4784259.0
4788158.0
5179799.0
5124889.0
5007477.0
5011042.0
4889959.0
4395447.0
5074472.0
4048488.0
4267710.0
5446617.0
5446683.0
5445813.0
5412230.0
5418104.0
5520677.0
4679148.0
4330236.0
4323551.0
4429197.0
4440397.0
4433116.0
4135349.0
4120388.0
4539557.0
4381866.0
4252071.0
4249472.0
4654984.0
4617112.0
4589207.0
4656585.0
4634671.0
4621915.0
4422713.0
4547675.0
5700344.0
5230213.0
4876378.0
4855595.0
5019588.0
5051659.0
5692611.0
5689618.0
5765751.0
5695604.0
5836068.0
5542323.0
5539097.0
5610810.0
5703670.0
5330736.0
5515507.0
5729080.0
5347335.0
5391295.0
5296013.0
5491487.0
5464806.0
5454627.0
4673425.0
4695066.0
4339348.0
4450203.0
4447161.0
4422442.0
4053200.0
4152395.0
4179320.0
4197938.0
4066793.0
4219762.0
4062861.0
4636045.0
4298003.0
4927746.0
4925519.0
4907907.0
4878643.0
4861620.0
5043473.0
5243778.0
5251436.0
