v_ids
5079617.0
5076060.0
5227567.0
4861464.0
4859802.0
4407665.0
4379634.0
4330331.0
4442187.0
4329021.0
4337823.0
4076725.0
4191955.0
4188197.0
4784112.0
4770766.0
4360103.0
4502962.0
4952629.0
5088529.0
5101427.0
4559575.0
4348240.0
4758023.0
4827506.0
4266278.0
4302338.0
4297238.0
4285268.0
4059162.0
4438121.0
4653228.0
4105899.0
4113956.0
4544025.0
4274450.0
4273993.0
5441199.0
5475433.0
5525775.0
5521746.0
4705349.0
4693569.0
4700817.0
4314969.0
4419012.0
4237790.0
4264555.0
5159554.0
5166009.0
5184422.0
4776024.0
4759986.0
4461493.0
4499528.0
4498899.0
4579662.0
4571470.0
4590184.0
4188239.0
4199778.0
4174757.0
4199694.0
4221206.0
4246983.0
4241704.0
5056241.0
4867775.0
4868907.0
4880268.0
5250074.0
4904898.0
4917123.0
4915734.0
5263045.0
5278083.0
5251764.0
5028087.0
5016108.0
5025381.0
5060071.0
5689173.0
5228958.0
5232994.0
5764313.0
5689618.0
5690471.0
5638252.0
5640350.0
5588524.0
5786899.0
5729080.0
5391295.0
5391597.0
5325223.0
5572400.0
5594956.0
5783695.0
5830007.0
5840846.0
