v_ids
4243951.0
4889426.0
4913799.0
5055851.0
4396767.0
4276614.0
5063678.0
5072374.0
5080066.0
5063540.0
5412230.0
5503694.0
5570160.0
5379759.0
5372253.0
5506956.0
5532924.0
5520076.0
4714131.0
4741325.0
4330145.0
4314744.0
4451140.0
4442639.0
4426218.0
4433359.0
4430104.0
4137215.0
4547861.0
5516233.0
5530728.0
5528450.0
5526657.0
5493811.0
5456049.0
5610810.0
5597034.0
5713587.0
5789448.0
5813521.0
5807236.0
5807212.0
5660340.0
5671807.0
5554419.0
5228053.0
4833760.0
4855709.0
4928274.0
4919381.0
4257173.0
4262045.0
4312734.0
4312057.0
4285190.0
4309487.0
4295251.0
4049979.0
4088916.0
4605577.0
4209884.0
4197055.0
4164836.0
4499379.0
4495585.0
4464897.0
4768900.0
4499612.0
4475347.0
4585000.0
4594694.0
4590946.0
4607201.0
5151891.0
4983989.0
4995436.0
4984802.0
5007585.0
4997191.0
4996655.0
5192029.0
5194868.0
5125771.0
5236698.0
4984075.0
4988617.0
5267776.0
5255004.0
5263366.0
4853608.0
5446683.0
5533560.0
4671174.0
4693906.0
4689837.0
4740328.0
4539145.0
4554548.0
4120611.0
4233813.0
