name,latitude,longitude,state,admin2_code,geonameid
Shawnee,35.32729,-96.9253,OK,125,4551177
Stigler,35.25371,-95.12302,OK,061,4552206
Stillwater,36.11561,-97.05837,OK,119,4552215
Stilwell,35.81453,-94.62856,OK,001,4552280
Sulphur,34.50787,-96.96835,OK,099,4552519
Tahlequah,35.91537,-94.96996,OK,021,4552707
Taloga,36.03865,-98.96371,OK,043,4552740
Tishomingo,34.23621,-96.67861,OK,069,4553126
Tulsa,36.15398,-95.99277,OK,143,4553433
Vinita,36.63869,-95.15413,OK,035,4554496
Wagoner,35.95954,-95.36941,OK,145,4554548
Walters,34.35981,-98.30783,OK,033,4554634
Watonga,35.84477,-98.41313,OK,011,4554800
Waurika,34.16704,-97.99754,OK,067,4554829
Wewoka,35.15869,-96.49335,OK,133,4555211
Wilburton,34.91871,-95.30914,OK,077,4555423
Woodward,36.43365,-99.39039,OK,153,4556050
Chambersburg,39.93759,-77.6611,PA,055,4557109
Gettysburg,39.83093,-77.2311,PA,001,4558183
McConnellsburg,39.93259,-77.99889,PA,057,4559516
Media,39.91678,-75.38769,PA,045,4559575
Philadelphia,39.95233,-75.16379,PA,101,4560349
Uniontown,39.90008,-79.71643,PA,051,4561859
Waynesburg,39.89646,-80.17923,PA,059,4562078
West Chester,39.96097,-75.60804,PA,029,4562144
York,39.9626,-76.72774,PA,133,4562407
Abbeville,34.17817,-82.37901,SC,001,4568985
Aiken,33.56042,-81.71955,SC,003,4569067
Allendale,33.00793,-81.30844,SC,005,4569207
Anderson,34.50344,-82.65013,SC,007,4569298
Bamberg,33.2971,-81.03482,SC,009,4569929
Barnwell,33.24487,-81.35872,SC,011,4570015
Beaufort,32.43158,-80.66983,SC,013,4570284
Bennettsville,34.61738,-79.68478,SC,069,4570634
Bishopville,34.21821,-80.24841,SC,061,4571470
Camden,34.24654,-80.60702,SC,055,4573209
Charleston,32.77657,-79.93092,SC,019,4574324
Chesterfield,34.73599,-80.08812,SC,025,4574550
Chester,34.70486,-81.21426,SC,023,4574565
Conway,33.836,-79.04781,SC,051,4575461
Darlington,34.29988,-79.87617,SC,031,4576319
Dillon,34.41655,-79.37116,SC,033,4576653
Edgefield,33.78958,-81.92956,SC,037,4577532
Florence,34.19543,-79.76256,SC,041,4578737
Gaffney,35.07179,-81.64982,SC,021,4579418
Georgetown,33.37683,-79.2945,SC,043,4579662
Greenville,34.85262,-82.39401,SC,045,4580543
Greenwood,34.1954,-82.16179,SC,047,4580569
Hampton,32.87794,-81.12761,SC,049,4580983
Kingstree,33.66766,-79.83063,SC,089,4584125
Lancaster,34.72043,-80.7709,SC,057,4584556
Laurens,34.49901,-82.01426,SC,059,4584738
Lexington,33.98154,-81.23621,SC,063,4585000
Manning,33.69516,-80.21091,SC,027,4586196
Marion,34.17822,-79.40061,SC,067,4586266
McCormick,33.91346,-82.29346,SC,065,4586642
Moncks Corner,33.19632,-80.01429,SC,015,4587511
Newberry,34.27458,-81.61872,SC,071,4589207
Orangeburg,33.49182,-80.85565,SC,075,4590184
Pickens,34.88345,-82.70736,SC,077,4590946
Ridgeland,32.48074,-80.98039,SC,053,4592912
Saint George,33.186,-80.57565,SC,035,4593797
Saint Matthews,33.66488,-80.77787,SC,017,4594258
Saluda,34.00152,-81.77205,SC,081,4594694
Spartanburg,34.94957,-81.93205,SC,083,4597200
Sumter,33.92044,-80.34147,SC,085,4597948
Union,34.71541,-81.62371,SC,087,4599214
Walhalla,34.76482,-83.06404,SC,073,4599981
Walterboro,32.90517,-80.66677,SC,029,4600065
Winnsboro,34.3807,-81.08648,SC,039,4601335
York,34.9943,-81.24202,SC,091,4601703
Alamo,35.78479,-89.11729,TN,033,4602167
Altamont,35.42952,-85.72303,TN,061,4602483
Ashland City,36.27422,-87.06417,TN,021,4603225
Athens,35.44285,-84.59299,TN,107,4603284
Benton,35.17424,-84.65355,TN,139,4605577
Blountville,36.53316,-82.32681,TN,163,4607201
Bolivar,35.25619,-88.98784,TN,069,4607598
Brownsville,35.59397,-89.26229,TN,075,4609116
Byrdstown,36.57451,-85.12884,TN,137,4610363
Camden,36.05895,-88.09782,TN,005,4610643
Carthage,36.25228,-85.95165,TN,159,4611656
Celina,36.55006,-85.50525,TN,027,4612315
Centerville,35.77896,-87.46696,TN,081,4612465
Charlotte,36.17728,-87.33973,TN,043,4612828
Chattanooga,35.04563,-85.30968,TN,065,4612862
Clarksville,36.52977,-87.35945,TN,125,4613868
Cleveland,35.15952,-84.87661,TN,011,4614088
Clinton,36.10341,-84.13186,TN,001,4614214
Columbia,35.61507,-87.03528,TN,119,4614867
Cookeville,36.16284,-85.50164,TN,141,4615145
Covington,35.56425,-89.64647,TN,167,4615804
Crossville,35.94896,-85.0269,TN,035,4616470
Dandridge,36.01537,-83.41489,TN,089,4617112
Dayton,35.49396,-85.01245,TN,143,4617536
Decatur,35.51479,-84.79022,TN,121,4617650
Decaturville,35.58424,-88.11948,TN,039,4617664
Dover,36.48783,-87.83836,TN,161,4618921
Dresden,36.29145,-88.70811,TN,183,4619013
Dunlap,35.37146,-85.39052,TN,153,4619629
Dyersburg,36.03452,-89.38563,TN,045,4619800
Elizabethton,36.34872,-82.21069,TN,019,4620634
Erin,36.31839,-87.69474,TN,083,4621108
Erwin,36.14511,-82.41681,TN,171,4621130
Fayetteville,35.15203,-86.57055,TN,103,4621915
Franklin,35.92506,-86.86889,TN,187,4623560
Gainesboro,36.35561,-85.65887,TN,087,4624116
Gallatin,36.38838,-86.44666,TN,165,4624180
Greeneville,36.16316,-82.83099,TN,059,4626334
Hartsville,36.39088,-86.16721,TN,169,4628109
Henderson,35.43924,-88.64144,TN,023,4628695
Hohenwald,35.54785,-87.55196,TN,101,4629986
Huntingdon,36.00062,-88.42811,TN,017,4631422
Huntsville,36.4098,-84.49049,TN,151,4631443
Jacksboro,36.33008,-84.18382,TN,013,4632591
Jackson,35.61452,-88.81395,TN,113,4632595
Jamestown,36.42757,-84.93189,TN,049,4632852
Jasper,35.07424,-85.62608,TN,115,4632892
Jonesborough,36.29427,-82.47348,TN,179,4633848
Kingston,35.88091,-84.50854,TN,145,4634671
Knoxville,35.96064,-83.92074,TN,093,4634946
Lafayette,36.52116,-86.02637,TN,111,4635093
Lawrenceburg,35.2423,-87.33474,TN,099,4635849
Lebanon,36.20811,-86.2911,TN,189,4636045
Lewisburg,35.44924,-86.78889,TN,117,4636442
Lexington,35.6509,-88.39338,TN,077,4636463
Linden,35.61729,-87.83947,TN,135,4636915
Livingston,36.3834,-85.32302,TN,133,4637626
Loudon,35.73285,-84.33381,TN,105,4638278
Lynchburg,35.28314,-86.37416,TN,127,4638782
Madisonville,35.5198,-84.36353,TN,123,4639072
Manchester,35.48174,-86.0886,TN,031,4639224
Maryville,35.75647,-83.97046,TN,009,4639848
Maynardville,36.25064,-83.79741,TN,173,4640160
McMinnville,35.6834,-85.76998,TN,177,4640882
Memphis,35.14953,-90.04898,TN,157,4641239
Morristown,36.21398,-83.29489,TN,063,4642938
Mountain City,36.47456,-81.80484,TN,091,4643953
Murfreesboro,35.84562,-86.39027,TN,149,4644312
Newport,35.96704,-83.18766,TN,029,4645532
Paris,36.302,-88.32671,TN,079,4647963
Pikeville,35.60562,-85.18885,TN,007,4649295
Pulaski,35.1998,-87.03084,TN,055,4651648
Ripley,35.74536,-89.5298,TN,097,4653228
Rogersville,36.40732,-83.00544,TN,073,4654293
Rutledge,36.28092,-83.5149,TN,057,4654984
Savannah,35.2248,-88.2492,TN,071,4656006
Selmer,35.17008,-88.59227,TN,109,4656442
Sevierville,35.86815,-83.56184,TN,155,4656585
Shelbyville,35.48341,-86.46027,TN,003,4657077
Smithville,35.96062,-85.81415,TN,041,4658541
Sneedville,36.52981,-83.2174,TN,067,4658683
Somerville,35.2437,-89.35007,TN,047,4658802
Sparta,35.9259,-85.46414,TN,185,4659177
Spencer,35.74729,-85.46664,TN,175,4659233
Springfield,36.50921,-86.885,TN,147,4659557
Tiptonville,36.3784,-89.47202,TN,095,4662809
Trenton,35.98062,-88.94145,TN,053,4663205
Union City,36.42423,-89.05701,TN,131,4664170
Wartburg,36.1048,-84.59716,TN,129,4665933
Waverly,36.08395,-87.79475,TN,085,4666202
Waynesboro,35.31952,-87.76225,TN,181,4666247
Winchester,35.18592,-86.11221,TN,051,4668336
Woodbury,35.82757,-86.07166,TN,015,4668717
Abilene,32.44874,-99.73314,TX,441,4669635
Albany,32.72345,-99.2973,TX,417,4670094
Alice,27.75225,-98.06972,TX,249,4670234
Anahuac,29.773,-94.6827,TX,071,4670707
Anderson,30.48715,-95.9869,TX,185,4670732
Angleton,29.16941,-95.43188,TX,039,4670866
Anson,32.7565,-99.89621,TX,253,4670901
Archer City,33.59566,-98.62561,TX,009,4671174
Athens,32.20487,-95.85552,TX,213,4671545
Baird,32.39402,-99.39424,TX,059,4671988
Ballinger,31.73821,-99.94731,TX,399,4672145
Bandera,29.72661,-99.07365,TX,019,4672171
Bastrop,30.11049,-97.31527,TX,021,4672576
Beaumont,30.08605,-94.10185,TX,245,4672989
Beeville,28.40095,-97.74974,TX,025,4673258
Bellville,29.95023,-96.25719,TX,015,4673398
Belton,31.05601,-97.46445,TX,027,4673425
Benjamin,33.58398,-99.79231,TX,275,4673510
Boerne,29.79466,-98.73197,TX,259,4675373
Bonham,33.57733,-96.17831,TX,147,4675577
Brady,31.13517,-99.33506,TX,307,4676032
Breckenridge,32.75568,-98.90229,TX,429,4676181
Brenham,30.16688,-96.39774,TX,477,4676206
Brownsville,25.90175,-97.49748,TX,061,4676740
Brownwood,31.70932,-98.99116,TX,049,4676798
Bryan,30.67436,-96.36996,TX,041,4677008
Burnet,30.75824,-98.22836,TX,053,4677592
Caldwell,30.53132,-96.69303,TX,051,4678111
Cameron,30.85325,-96.97693,TX,331,4678357
Canton,32.55652,-95.8633,TX,467,4678858
Carrizo Springs,28.52193,-99.86061,TX,127,4679148
Carthage,32.15738,-94.33742,TX,365,4679272
Center,31.79545,-94.17909,TX,419,4679988
Centerville,31.25796,-95.97829,TX,289,4680082
Clarksville,33.61066,-95.05272,TX,387,4681758
Cleburne,32.34764,-97.38668,TX,251,4681976
Coldspring,30.59242,-95.12938,TX,407,4682352
Coleman,31.82737,-99.42645,TX,083,4682380
Columbus,29.70662,-96.53969,TX,089,4682665
Comanche,31.89737,-98.60366,TX,093,4682698
Conroe,30.31188,-95.45605,TX,339,4682991
Cooper,33.37344,-95.68829,TX,119,4683141
Corpus Christi,27.80058,-97.39638,TX,355,4683416
Corsicana,32.09543,-96.46887,TX,349,4683462
Cotulla,28.43693,-99.23503,TX,283,4683696
Crockett,31.31824,-95.45661,TX,225,4684218
Crowell,33.98397,-99.72482,TX,155,4684431
Crystal City,28.67748,-99.82811,TX,507,4684480
Cuero,29.09387,-97.28916,TX,123,4684547
Daingerfield,33.03179,-94.72187,TX,343,4684858
Dallas,32.78306,-96.80667,TX,113,4684888
Decatur,33.23428,-97.58614,TX,497,4685617
Denton,33.21484,-97.13307,TX,121,4685907
Eastland,32.40152,-98.81756,TX,133,4688071
Edinburg,26.30174,-98.16334,TX,215,4688275
Emory,32.87457,-95.76552,TX,379,4689236
Fairfield,31.72461,-96.16525,TX,161,4689837
Falfurrias,27.22699,-98.14417,TX,047,4690070
Floresville,29.13358,-98.15612,TX,493,4691553
Fort Worth,32.72541,-97.32085,TX,439,4691930
Franklin,31.02602,-96.48524,TX,395,4692193
Fredericksburg,30.2752,-98.87198,TX,171,4692279
Gainesville,33.62594,-97.13335,TX,097,4692746
Galveston,29.30135,-94.7977,TX,167,4692883
Gatesville,31.43516,-97.74391,TX,099,4693150
George West,28.3325,-98.11751,TX,297,4693325
Georgetown,30.63269,-97.67723,TX,491,4693342
Giddings,30.18272,-96.93637,TX,287,4693472
Gilmer,32.72875,-94.94244,TX,459,4693569
Glen Rose,32.23459,-97.75531,TX,425,4693696
Goldthwaite,31.44989,-98.57088,TX,333,4693906
Goliad,28.66833,-97.38833,TX,175,4693921
Gonzales,29.50163,-97.45249,TX,177,4693940
Graham,33.10706,-98.5895,TX,503,4694420
Granbury,32.44208,-97.7942,TX,221,4694459
Greenville,33.13845,-96.11081,TX,231,4695066
Groesbeck,31.52434,-96.53387,TX,293,4695270
Groveton,31.05491,-95.12577,TX,455,4695325
Hallettsville,29.44385,-96.94109,TX,285,4695866
Hamilton,31.70377,-98.12392,TX,193,4695938
Haskell,33.1576,-99.7337,TX,207,4696593
Hebbronville,27.30688,-98.68032,TX,247,4696922
Hemphill,31.34074,-93.84685,TX,403,4697054
Hempstead,30.09744,-96.07829,TX,473,4697060
Henrietta,33.81732,-98.19532,TX,077,4697128
Hillsboro,32.01099,-97.13001,TX,217,4697867
Hondo,29.34746,-99.14142,TX,325,4698562
Houston,29.76328,-95.36327,TX,201,4699066
Huntsville,30.72353,-95.55078,TX,471,4699540
Jacksboro,33.21845,-98.15866,TX,237,4700455
Jasper,30.9202,-93.99658,TX,241,4700731
Jefferson,32.75736,-94.34519,TX,315,4700817
Johnson City,30.27687,-98.41197,TX,031,4701346
Jourdanton,28.91803,-98.54641,TX,013,4701686
Junction,30.48936,-99.77201,TX,267,4701791
Karnes City,28.88498,-97.90084,TX,255,4702664
Kaufman,32.58902,-96.30887,TX,257,4702728
Kerrville,30.04743,-99.14032,TX,265,4703078
Kingsville,27.51587,-97.85611,TX,273,4703384
Kountze,30.3716,-94.31241,TX,199,4703726
La Grange,29.9055,-96.87665,TX,149,4703958
Lampasas,31.06378,-98.1817,TX,281,4705176
Laredo,27.50641,-99.50754,TX,479,4705349
Leakey,29.72884,-99.76145,TX,385,4705702
Liberty,30.05799,-94.79548,TX,291,4706088
Linden,33.01235,-94.36547,TX,067,4706404
Livingston,30.71103,-94.93299,TX,373,4707173
Llano,30.75935,-98.67504,TX,299,4707191
Lockhart,29.88494,-97.67,TX,055,4707295
Longview,32.5007,-94.74049,TX,183,4707814
Lufkin,31.33824,-94.7291,TX,005,4708308
Madisonville,30.94991,-95.91162,TX,313,4708703
Marlin,31.30629,-96.89804,TX,145,4709215
Marshall,32.54487,-94.36742,TX,203,4709272
Mason,30.74879,-99.23061,TX,319,4709501
McKinney,33.19762,-96.61527,TX,085,4710178
Menard,30.91767,-99.78646,TX,327,4710697
Meridian,31.92321,-97.65669,TX,035,4710782
Montague,33.66483,-97.72059,TX,337,4711972
Mount Pleasant,33.15679,-94.96827,TX,449,4712933
Mount Vernon,33.18873,-95.22133,TX,159,4713032
Nacogdoches,31.60351,-94.65549,TX,347,4713735
New Boston,33.45984,-94.41548,TX,037,4714126
New Braunfels,29.703,-98.12445,TX,091,4714131
Newton,30.84853,-93.7574,TX,351,4714713
Orange,30.09299,-93.73655,TX,361,4716805
Paint Rock,31.50849,-99.92008,TX,095,4717199
Palestine,31.76212,-95.63079,TX,001,4717232
Palo Pinto,32.76735,-98.29866,TX,363,4717376
Paris,33.66094,-95.55551,TX,277,4717560
Pearsall,28.89219,-99.09503,TX,163,4718107
Pittsburg,32.9954,-94.96577,TX,063,4719416
Port Lavaca,28.615,-96.62609,TX,057,4720067
Quanah,34.29785,-99.74037,TX,197,4721023
Quitman,32.79596,-95.45106,TX,499,4721115
Raymondville,26.48146,-97.78305,TX,489,4721703
Refugio,28.30528,-97.27527,TX,391,4722145
Richmond,29.58218,-95.76078,TX,157,4722684
Rio Grande City,26.37979,-98.8203,TX,427,4722837
Rockwall,32.93123,-96.45971,TX,397,4723406
Rockport,28.02077,-97.05601,TX,007,4723422
Rusk,31.79601,-95.15022,TX,073,4724359
San Antonio,29.42412,-98.49363,TX,029,4726206
San Augustine,31.5299,-94.10603,TX,405,4726256
San Diego,27.76391,-98.2389,TX,131,4726311
San Marcos,29.88327,-97.94139,TX,209,4726491
San Saba,31.19572,-98.7181,TX,411,4726582
Sarita,27.22171,-97.78916,TX,261,4727159
Seguin,29.56884,-97.96473,TX,187,4727756
Seymour,33.59426,-99.26035,TX,023,4727948
Sherman,33.63566,-96.60888,TX,181,4728328
Sinton,28.03668,-97.50916,TX,409,4728826
Stephenville,32.2207,-98.20226,TX,143,4734350
Sulphur Springs,33.13845,-95.60107,TX,223,4734909
Throckmorton,33.17872,-99.17758,TX,447,4736741
Tilden,28.46194,-98.54918,TX,311,4736889
Tyler,32.35126,-95.30106,TX,423,4738214
Uvalde,29.20968,-99.78617,TX,463,4738721
Vernon,34.15536,-99.26628,TX,487,4739078
Victoria,28.80527,-97.0036,TX,469,4739157
Waco,31.54933,-97.14667,TX,309,4739526
Waxahachie,32.38653,-96.84833,TX,139,4740328
Weatherford,32.7593,-97.79725,TX,367,4740364
Wharton,29.31164,-96.10274,TX,481,4741325
Wichita Falls,33.91371,-98.49339,TX,485,4741752
Woodville,30.7752,-94.41548,TX,457,4743079
Zapata,26.90726,-99.27143,TX,505,4743575
Abingdon,36.70983,-81.97735,VA,191,4743815
Accomac,37.71957,-75.66548,VA,001,4743873
Alexandria,38.80484,-77.04692,VA,510,4744091
Amelia Court House,37.34293,-77.98056,VA,007,4744309
Amherst,37.58514,-79.05141,VA,009,4744326
Appomattox,37.35709,-78.82529,VA,011,4744609
Arlington,38.88101,-77.10428,VA,013,4744709
Bedford,37.33431,-79.52309,VA,019,4746265
Berryville,39.15177,-77.98222,VA,043,4746795
Bland,37.10206,-81.1162,VA,021,4747930
Bowling Green,38.04958,-77.34665,VA,033,4748550
Boydton,36.66764,-78.3875,VA,117,4748634
Bristol,36.59649,-82.18847,VA,520,4748993
Buckingham,37.55015,-78.55556,VA,029,4749652
Buena Vista,37.7343,-79.35392,VA,530,4749715
Charles City,37.34348,-77.07303,VA,036,4752001
Charlotte Court House,37.05654,-78.63833,VA,037,4752027
Charlottesville,38.02931,-78.47668,VA,540,4752031
Chatham,36.82569,-79.39808,VA,143,4752060
Chesapeake,36.81904,-76.27494,VA,550,4752186
Chesterfield,37.37709,-77.50582,VA,041,4752250
Christiansburg,37.12985,-80.40894,VA,121,4752665
Clintwood,37.15011,-82.45598,VA,051,4753218
Colonial Heights,37.26804,-77.40726,VA,570,4753671
Courtland,36.71626,-77.06802,VA,175,4754296
Covington,37.79346,-79.99395,VA,580,4754358
Culpeper,38.47318,-77.99666,VA,047,4754966
Cumberland,37.49598,-78.24527,VA,049,4754989
Danville,36.58597,-79.39502,VA,590,4755280
Dinwiddie,37.07793,-77.58665,VA,053,4755972
Eastville,37.35264,-75.94576,VA,131,4757073
Emporia,36.68598,-77.54248,VA,595,4757673
Fairfax,38.84622,-77.30637,VA,600,4758023
Falls Church,38.88233,-77.17109,VA,610,4758390
Farmville,37.3021,-78.39194,VA,147,4758495
Fincastle,37.4993,-79.87726,VA,023,4758750
Floyd,36.91124,-80.32005,VA,063,4759446
Franklin,36.67765,-76.92246,VA,620,4759986
Fredericksburg,38.30318,-77.46054,VA,630,4760059
Front Royal,38.91817,-78.19444,VA,187,4760232
Galax,36.66124,-80.92397,VA,640,4760376
Gate City,36.63788,-82.58099,VA,169,4760593
Goochland,37.68431,-77.88527,VA,075,4761277
Grundy,37.27789,-82.09902,VA,027,4762512
Halifax,36.76597,-78.92834,VA,083,4762755
Hampton,37.02987,-76.34522,VA,650,4762894
Hanover,37.76653,-77.37026,VA,085,4762979
Harrisonburg,38.44957,-78.86892,VA,660,4763231
Heathsville,37.91763,-76.47217,VA,133,4763558
Hillsville,36.76263,-80.73479,VA,035,4764251
Hopewell,37.30432,-77.2872,VA,670,4764826
Isle of Wight,36.90765,-76.70773,VA,093,4766204
Jonesville,36.68898,-83.111,VA,105,4767229
King George,38.26818,-77.18442,VA,099,4767771
King William,37.68736,-77.01358,VA,101,4767789
King and Queen Court House,37.66986,-76.87746,VA,097,4767794
Lancaster,37.76986,-76.46634,VA,103,4768513
Lawrenceville,36.75765,-77.84694,VA,025,4768900
Lebanon,36.90094,-82.08013,VA,167,4768972
Leesburg,39.11566,-77.5636,VA,107,4769125
Lexington,37.78402,-79.44282,VA,678,4769339
Louisa,38.02514,-78.00416,VA,109,4770766
Lovingston,37.75986,-78.87086,VA,125,4770827
Lunenburg,36.96098,-78.26555,VA,111,4770995
Luray,38.6654,-78.45945,VA,139,4771014
Lynchburg,37.41375,-79.14225,VA,680,4771075
Madison,38.38041,-78.2575,VA,113,4771235
Manassas,38.75095,-77.47527,VA,683,4771401
Manassas Park,38.784,-77.46971,VA,685,4771414
Marion,36.83484,-81.51484,VA,173,4771643
Martinsville,36.69153,-79.87254,VA,690,4771808
Mathews,37.43708,-76.31994,VA,115,4771980
Monterey,38.41234,-79.5806,VA,091,4773690
Montross,38.09513,-76.82746,VA,193,4773752
New Castle,37.50013,-80.11088,VA,045,4775705
Newport News,37.08339,-76.46965,VA,700,4776024
Norfolk,36.84681,-76.28522,VA,710,4776222
Norton,36.93343,-82.62905,VA,720,4776585
Orange,38.24541,-78.11083,VA,137,4777454
Palmyra,37.86097,-78.26334,VA,065,4777824
Pearisburg,37.32673,-80.73702,VA,071,4778312
Petersburg,37.22793,-77.40193,VA,730,4778626
Poquoson,37.12237,-76.34578,VA,735,4779923
Portsmouth,36.83543,-76.29827,VA,740,4779999
Powhatan,37.54209,-77.91889,VA,145,4780220
Prince George,37.22043,-77.28803,VA,149,4780370
Pulaski,37.0479,-80.77979,VA,155,4780577
Radford,37.13179,-80.57645,VA,750,4780837
Roanoke,37.27097,-79.94143,VA,770,4782167
Rocky Mount,36.99764,-79.89198,VA,067,4782691
Rustburg,37.27681,-79.10085,VA,031,4783303
Salem,37.29347,-80.05476,VA,775,4784112
Saluda,37.60597,-76.59495,VA,119,4784259
Spotsylvania,38.20096,-77.58915,VA,177,4786946
Stafford,38.42207,-77.40832,VA,179,4787247
Stanardsville,38.29735,-78.44001,VA,079,4787296
Staunton,38.14991,-79.0732,VA,790,4787440
Stuart,36.64097,-80.26561,VA,141,4788051
Suffolk,36.72836,-76.58496,VA,800,4788158
Surry,37.13793,-76.83524,VA,181,4788431
Sussex,36.91515,-77.27914,VA,183,4788444
Tappahannock,37.92541,-76.85913,VA,057,4788822
Tazewell,37.11484,-81.51955,VA,185,4788966
Virginia Beach,36.85293,-75.97799,VA,810,4791259
Warm Springs,38.04624,-79.79061,VA,017,4792225
Warrenton,38.71345,-77.79527,VA,061,4792255
Warsaw,37.95874,-76.75801,VA,159,4792273
Washington,38.71345,-78.15944,VA,157,4792307
Waynesboro,38.06847,-78.88947,VA,820,4792522
Williamsburg,37.2707,-76.70746,VA,830,4793846
Winchester,39.18566,-78.16333,VA,840,4794120
Woodstock,38.88178,-78.50584,VA,171,4794641
Wytheville,36.94845,-81.08481,VA,197,4794837
Beckley,37.77817,-81.18816,WV,081,4798308
Berkeley Springs,39.6248,-78.22472,WV,065,4798697
Buckhannon,38.99399,-80.23203,WV,097,4800587
Charles Town,39.28899,-77.85972,WV,037,4801850
Clarksburg,39.28065,-80.34453,WV,033,4802316
Clay,38.46038,-81.08511,WV,015,4802333
Elizabeth,39.06341,-81.39512,WV,105,4804951
Elkins,38.92594,-79.84673,WV,083,4805033
Fairmont,39.48508,-80.14258,WV,049,4805404
Fayetteville,38.05289,-81.10399,WV,019,4805686
Franklin,38.64289,-79.33115,WV,071,4806504
Glenville,38.93426,-80.8376,WV,021,4807116
Grafton,39.34092,-80.01897,WV,091,4807310
Grantsville,38.92342,-81.09595,WV,013,4807389
Hamlin,38.2787,-82.10292,WV,043,4807976
Harrisville,39.20952,-81.05178,WV,085,4808281
Hinton,37.67401,-80.88925,WV,089,4808945
Huntington,38.41925,-82.44515,WV,011,4809537
Keyser,39.44093,-78.97392,WV,057,4810884
Kingwood,39.47176,-79.68339,WV,077,4811007
Lewisburg,37.80179,-80.44563,WV,025,4812015
Logan,37.84871,-81.99346,WV,045,4812867
Madison,38.06705,-81.81929,WV,005,4813565
Marlinton,38.22345,-80.09451,WV,075,4813774
Martinsburg,39.45621,-77.96389,WV,003,4813878
Middlebourne,39.4923,-80.90372,WV,095,4814674
Moorefield,39.06233,-78.96947,WV,031,4815286
Morgantown,39.62953,-79.9559,WV,061,4815352
Moundsville,39.92035,-80.74314,WV,051,4815462
New Martinsville,39.64452,-80.8576,WV,103,4816520
Parkersburg,39.26674,-81.56151,WV,107,4817641
Parsons,39.09649,-79.6809,WV,093,4817695
Petersburg,38.99261,-79.12392,WV,023,4818030
Philippi,39.15232,-80.04036,WV,001,4818074
Pineville,37.58317,-81.53705,WV,109,4818347
Point Pleasant,38.84453,-82.13709,WV,053,4818750
Princeton,37.36623,-81.10259,WV,055,4819079
Ripley,38.8187,-81.71069,WV,035,4820037
Romney,39.34204,-78.75668,WV,027,4820597
Saint Marys,39.39174,-81.20511,WV,073,4821087
Spencer,38.80203,-81.35095,WV,087,4822933
Summersville,38.28122,-80.8526,WV,067,4824027
Sutton,38.66454,-80.70982,WV,007,4824118
Union,37.59151,-80.54368,WV,063,4825447
Wayne,38.22147,-82.44237,WV,099,4826592
Webster Springs,38.47927,-80.41342,WV,101,4826648
Welch,37.43289,-81.58455,WV,047,4826660
West Union,39.29647,-80.77705,WV,017,4826808
Weston,39.03843,-80.46731,WV,041,4826882
Williamson,37.67427,-82.27736,WV,059,4827333
Winfield,38.53314,-81.89347,WV,079,4827506
Elba,31.41461,-86.06772,AL,031,4828081
Franklin,39.48061,-86.05499,IN,081,4828382
Newton,38.99088,-88.16254,IL,079,4828384
Linn,38.48587,-91.85045,MO,151,4828677
Chillicothe,39.33312,-82.9824,OH,141,4828890
Coalgate,34.53815,-96.21861,OK,029,4828923
New Kent,37.51765,-76.97886,VA,127,4829274
Independence,36.62245,-81.15309,VA,077,4829280
Bay City,28.98276,-95.9694,TX,321,4829307
Wise,36.97593,-82.57571,VA,195,4829341
Abbeville,31.57184,-85.25049,AL,067,4829449
Andalusia,31.30808,-86.48243,AL,039,4830099
Anniston,33.65983,-85.83163,AL,015,4830198
Athens,34.80243,-86.97219,AL,083,4830668
Ashland,33.27373,-85.83607,AL,027,4830687
Alfred,43.47647,-70.71839,ME,031,4832342
Rockland,44.10369,-69.10893,ME,013,4832458
Edina,40.16754,-92.17268,MO,103,4832684
Hayti,44.65719,-97.20507,SD,057,4833760
Adel,41.61443,-94.01745,IA,049,4846398
Albia,41.02667,-92.80575,IA,135,4846529
Algona,43.06997,-94.23302,IA,109,4846602
Allison,42.75275,-92.79519,IA,023,4846691
Anamosa,42.10834,-91.28516,IA,105,4846880
Atlantic,41.4036,-95.01388,IA,029,4847385
Audubon,41.71804,-94.93249,IA,009,4847421
Bedford,40.66693,-94.72136,IA,173,4848022
Bloomfield,40.75169,-92.41491,IA,051,4848854
Boone,42.0597,-93.88023,IA,015,4849051
Burlington,40.80754,-91.11292,IA,057,4849826
Carroll,42.06582,-94.86693,IA,027,4850478
Cedar Rapids,42.00833,-91.64407,IA,113,4850751
Centerville,40.73418,-92.87409,IA,007,4850961
Chariton,41.01389,-93.3066,IA,117,4851140
Charles City,43.06636,-92.67241,IA,067,4851163
Cherokee,42.74943,-95.55167,IA,035,4851247
Clarinda,40.73981,-95.038,IA,145,4851762
Clarion,42.73164,-93.73299,IA,197,4851785
Clinton,41.84447,-90.18874,IA,045,4852022
Corning,40.98999,-94.74081,IA,003,4852711
Corydon,40.75695,-93.31882,IA,185,4852755
Council Bluffs,41.26194,-95.86083,IA,155,4852832
Cresco,43.38136,-92.11405,IA,089,4853059
Creston,41.0586,-94.36135,IA,175,4853078
Dakota City,42.72219,-94.19718,IA,091,4853296
Davenport,41.52364,-90.57764,IA,163,4853423
Decorah,43.30331,-91.78571,IA,191,4853608
Denison,42.01777,-95.35528,IA,047,4853757
Dubuque,42.50056,-90.66457,IA,061,4854529
Eldora,42.36082,-93.09965,IA,083,4855218
Elkader,42.85387,-91.40542,IA,043,4855341
Emmetsburg,43.11274,-94.68304,IA,147,4855595
