name,latitude,longitude,state,admin2_code,geonameid
Ottawa County,39.13254,-97.65022,KS,143,4276817
Pawnee County,38.18133,-99.23673,KS,145,4277045
Phillips County,39.78458,-99.34702,KS,147,4277173
Pottawatomie County,39.37901,-96.34244,KS,149,4277604
Pratt County,37.64774,-98.7396,KS,151,4277733
Reno County,37.95295,-98.08601,KS,155,4277972
Republic County,39.8278,-97.65062,KS,157,4277976
Rice County,38.34714,-98.20103,KS,159,4277995
Riley County,39.29646,-96.73518,KS,161,4278061
Rooks County,39.35023,-99.32505,KS,163,4278304
Rush County,38.52316,-99.30924,KS,165,4278457
Russell County,38.91478,-98.76235,KS,167,4278472
Saline County,38.78381,-97.64993,KS,169,4278895
Sedgwick County,37.68476,-97.46097,KS,173,4279155
Shawnee County,39.04151,-95.75653,KS,177,4279253
Smith County,39.78516,-98.78547,KS,183,4279478
Stafford County,38.031,-98.71744,KS,185,4279904
Sumner County,37.23728,-97.47655,KS,191,4280143
Trego County,38.91432,-99.87274,KS,195,4280609
Wabaunsee County,38.95328,-96.20499,KS,197,4281087
Washington County,39.7842,-97.08754,KS,201,4281258
Wilson County,37.55924,-95.74339,KS,205,4281852
Woodson County,37.88667,-95.74017,KS,207,4282006
Wyandotte County,39.11465,-94.76448,KS,209,4282035
Adair County,37.10416,-85.28065,KY,001,4282211
Allen County,36.75132,-86.19042,KY,003,4282393
Anderson County,38.00391,-84.99101,KY,005,4282511
Ballard County,37.05843,-88.99934,KY,007,4283067
Barren County,36.96558,-85.93366,KY,009,4283268
Bath County,38.14497,-83.74267,KY,011,4283333
Bell County,36.73065,-83.67409,KY,013,4283814
Bourbon County,38.20673,-84.21715,KY,017,4285233
Boyd County,38.35957,-82.68773,KY,019,4285302
Boyle County,37.62433,-84.86681,KY,021,4285317
Bracken County,38.68881,-84.09019,KY,023,4285325
Breathitt County,37.52162,-83.32409,KY,025,4285423
Breckinridge County,37.77327,-86.42928,KY,027,4285428
Bullitt County,37.97008,-85.69586,KY,029,4286176
Butler County,37.20728,-86.68176,KY,031,4286382
Caldwell County,37.14533,-87.86791,KY,033,4286500
Calloway County,36.6211,-88.2722,KY,035,4286549
Campbell County,38.94648,-84.3797,KY,037,4286705
Carlisle County,36.85322,-88.97106,KY,039,4286990
Carroll County,38.66786,-85.12359,KY,041,4287048
Carter County,38.31817,-83.04954,KY,043,4287080
Casey County,37.32228,-84.92837,KY,045,4287126
Christian County,36.89418,-87.49038,KY,047,4287749
Clark County,37.97085,-84.1474,KY,049,4287837
Clay County,37.15971,-83.71468,KY,051,4287883
Clinton County,36.72748,-85.13601,KY,053,4288063
Crittenden County,37.35272,-88.09722,KY,055,4289074
Cumberland County,36.78653,-85.38845,KY,057,4289242
Daviess County,37.73177,-87.08723,KY,059,4289518
Edmonson County,37.20884,-86.23862,KY,061,4290885
Elliott County,38.11789,-83.09762,KY,063,4291095
Estill County,37.69248,-83.96433,KY,065,4291280
Fayette County,38.04233,-84.45873,KY,067,4291564
Fleming County,38.37011,-83.69665,KY,069,4291901
Floyd County,37.55711,-82.7457,KY,071,4291960
Franklin County,38.23915,-84.87707,KY,073,4292202
Fulton County,36.55408,-89.18761,KY,075,4292427
Gallatin County,38.75687,-84.85931,KY,077,4292492
Garrard County,37.63958,-84.53763,KY,079,4292570
Grant County,38.64881,-84.62461,KY,081,4293148
Graves County,36.72314,-88.65121,KY,083,4293245
Grayson County,37.46082,-86.34388,KY,085,4293301
Green County,37.26411,-85.55311,KY,087,4293371
Greenup County,38.54566,-82.92229,KY,089,4293471
Hancock County,37.84151,-86.77793,KY,091,4293950
Hardin County,37.69792,-85.96337,KY,093,4294031
Harlan County,36.85697,-83.21795,KY,095,4294084
Harrison County,38.44181,-84.33139,KY,097,4294160
Hart County,37.29993,-85.88471,KY,099,4294190
Henderson County,37.7959,-87.57316,KY,101,4294512
Henry County,38.44847,-85.11893,KY,103,4294546
Hickman County,36.67817,-88.97622,KY,105,4294628
Hopkins County,37.30882,-87.54084,KY,107,4295247
Jackson County,37.41978,-84.00577,KY,109,4296106
Jefferson County,38.18719,-85.65916,KY,111,4296212
Jessamine County,37.87203,-84.58093,KY,113,4296292
Johnson County,37.84664,-82.83154,KY,115,4296508
Kenton County,38.93346,-84.53334,KY,117,4296902
Knott County,37.35405,-82.95413,KY,119,4297180
Knox County,36.89067,-83.85404,KY,121,4297187
Larue County,37.5458,-85.69792,KY,123,4297424
Laurel County,37.11067,-84.1178,KY,125,4297480
Lawrence County,38.06788,-82.73475,KY,127,4297576
Lee County,37.5948,-83.71628,KY,129,4297704
Leslie County,37.09406,-83.38116,KY,131,4297902
Letcher County,37.12119,-82.85528,KY,133,4297909
Lewis County,38.53154,-83.37805,KY,135,4297955
Lincoln County,37.45535,-84.66081,KY,137,4298293
Livingston County,37.2097,-88.35381,KY,139,4298811
Logan County,36.8597,-86.87894,KY,141,4298932
Lyon County,37.01913,-88.08328,KY,143,4299595
Madison County,37.72018,-84.278,KY,151,4299665
Magoffin County,37.70647,-83.06491,KY,153,4299695
Marion County,37.55253,-85.26963,KY,155,4299849
Marshall County,36.88345,-88.32938,KY,157,4299896
Martin County,37.80158,-82.51329,KY,159,4299939
Mason County,38.59517,-83.82425,KY,161,4300012
McCracken County,37.05408,-88.71272,KY,145,4300244
McCreary County,36.73714,-84.48417,KY,147,4300249
McLean County,37.52919,-87.26361,KY,149,4300401
Meade County,37.96984,-86.21718,KY,163,4300426
Menifee County,37.94138,-83.59887,KY,165,4300562
Mercer County,37.81103,-84.87444,KY,167,4300572
Metcalfe County,36.99054,-85.62925,KY,169,4300606
Monroe County,36.71218,-85.71652,KY,171,4301192
Montgomery County,38.03353,-83.9131,KY,173,4301216
Morgan County,37.92228,-83.25889,KY,175,4301333
Muhlenberg County,37.21579,-87.14204,KY,177,4301955
Nelson County,37.80513,-85.46599,KY,179,4302277
Nicholas County,38.3356,-84.01533,KY,181,4302564
Ohio County,37.47819,-86.84889,KY,183,4302977
Oldham County,38.39944,-85.44837,KY,185,4303164
Owen County,38.51964,-84.82811,KY,187,4303402
Owsley County,37.4192,-83.68311,KY,189,4303455
Pendleton County,38.69563,-84.36027,KY,191,4303870
Perry County,37.24429,-83.22148,KY,193,4303951
Pike County,37.46902,-82.39587,KY,195,4304226
Powell County,37.83115,-83.82377,KY,197,4305121
Pulaski County,37.10393,-84.57718,KY,199,4305364
Robertson County,38.51882,-84.05203,KY,201,4306340
Rockcastle County,37.36518,-84.31594,KY,203,4306470
Russell County,36.99103,-85.05869,KY,207,4306996
Scott County,38.29156,-84.58393,KY,209,4307808
Shelby County,38.21544,-85.19477,KY,211,4308112
Simpson County,36.74194,-86.58232,KY,213,4308447
Spencer County,38.03251,-85.32785,KY,215,4309179
Taylor County,37.36646,-85.32784,KY,217,4310601
Todd County,36.83556,-87.17915,KY,219,4310988
Trigg County,36.80632,-87.87337,KY,221,4311258
Trimble County,38.61303,-85.33757,KY,223,4311266
Union County,37.65845,-87.94538,KY,225,4311683
Warren County,36.99358,-86.4238,KY,227,4312732
Washington County,37.75338,-85.17475,KY,229,4312745
Wayne County,36.80127,-84.82863,KY,231,4312835
Webster County,37.51842,-87.68316,KY,233,4312885
Whitley County,36.75807,-84.14518,KY,235,4313367
Wolfe County,37.73932,-83.49318,KY,237,4313865
Woodford County,38.04239,-84.74359,KY,239,4313946
Acadia Parish,30.29053,-92.41198,LA,001,4314344
Allen Parish,30.65287,-92.82788,LA,003,4314607
Ascension Parish,30.20354,-90.91129,LA,005,4315067
Assumption Parish,29.90077,-91.06259,LA,007,4315120
Avoyelles Parish,31.07624,-92.00138,LA,009,4315243
Beauregard Parish,30.64847,-93.34334,LA,011,4316112
Bienville Parish,32.34722,-93.05595,LA,013,4316721
Bossier Parish,32.67899,-93.605,LA,015,4317649
Caddo Parish,32.58017,-93.88235,LA,017,4318532
Calcasieu Parish,30.22922,-93.35795,LA,019,4318583
Caldwell Parish,32.09227,-92.11661,LA,021,4318597
Cameron Parish,29.84687,-93.1989,LA,023,4318690
Catahoula Parish,31.66617,-91.84707,LA,025,4319276
Claiborne Parish,32.82269,-92.99573,LA,027,4320117
Concordia Parish,31.44584,-91.64006,LA,029,4320594
De Soto Parish,32.05545,-93.73728,LA,031,4321759
East Baton Rouge Parish,30.53824,-91.09562,LA,033,4323288
East Carroll Parish,32.73255,-91.23507,LA,035,4323316
East Feliciana Parish,30.84507,-91.04554,LA,037,4323332
Evangeline Parish,30.72894,-92.4059,LA,039,4323933
Franklin Parish,32.13322,-91.67377,LA,041,4325158
Grant Parish,31.5997,-92.55952,LA,043,4326254
Iberia Parish,29.51353,-91.83964,LA,045,4328254
Iberville Parish,30.2585,-91.34936,LA,047,4328261
Jackson Parish,32.30203,-92.55774,LA,049,4328854
Jefferson Davis Parish,30.26772,-92.81412,LA,053,4328965
Jefferson Parish,29.68097,-90.09798,LA,051,4328978
La Salle Parish,31.67673,-92.16044,LA,059,4330078
Lafayette Parish,30.20677,-92.06388,LA,055,4330160
Lafourche Parish,29.50033,-90.40259,LA,057,4330185
Lincoln Parish,32.60164,-92.66482,LA,061,4330983
Livingston Parish,30.44014,-90.72791,LA,063,4331488
Madison Parish,32.3644,-91.24258,LA,065,4332258
Morehouse Parish,32.82022,-91.8018,LA,067,4333789
Natchitoches Parish,31.72354,-93.09624,LA,069,4334734
Orleans Parish,30.06864,-89.92813,LA,071,4336191
Ouachita Parish,32.47831,-92.15487,LA,073,4336232
Plaquemines Parish,29.54421,-89.82047,LA,075,4337452
Pointe Coupee Parish,30.7094,-91.60079,LA,077,4337708
Rapides Parish,31.19862,-92.5332,LA,079,4338356
Red River Parish,32.09315,-93.33988,LA,081,4338489
Richland Parish,32.41779,-91.76349,LA,083,4338711
Sabine Parish,31.56401,-93.5547,LA,085,4339354
Saint Bernard Parish,29.87399,-89.82422,LA,087,4339526
Saint Charles Parish,29.90553,-90.35822,LA,089,4339583
Saint Helena Parish,30.82198,-90.71032,LA,091,4339724
Saint James Parish,30.0263,-90.79632,LA,093,4339793
Saint John the Baptist Parish,30.12646,-90.47088,LA,095,4339881
Saint Landry Parish,30.59885,-92.00586,LA,097,4340045
Saint Martin Parish,30.12907,-91.6083,LA,099,4340186
Saint Mary Parish,29.63462,-91.47293,LA,101,4340232
Saint Tammany Parish,30.40875,-89.95393,LA,103,4340579
Tangipahoa Parish,30.62665,-90.40568,LA,105,4343122
Tensas Parish,32.00166,-91.34007,LA,107,4343280
Terrebonne Parish,29.33744,-90.83764,LA,109,4343313
Union Parish,32.8319,-92.37482,LA,111,4344274
Vermilion Parish,29.80939,-92.30428,LA,113,4344530
Vernon Parish,31.10829,-93.18415,LA,115,4344544
Washington Parish,30.85334,-90.04052,LA,117,4345509
Webster Parish,32.71345,-93.33498,LA,119,4345618
West Baton Rouge Parish,30.46341,-91.31275,LA,121,4345713
West Carroll Parish,32.78856,-91.45674,LA,123,4345740
West Feliciana Parish,30.87977,-91.42003,LA,125,4345778
Winn Parish,31.94425,-92.63677,LA,127,4346451
Allegany County,39.62148,-78.6989,MD,001,4347094
Anne Arundel County,38.99416,-76.5676,MD,003,4347283
Baltimore County,39.44307,-76.61632,MD,005,4347790
City of Baltimore,39.29038,-76.61219,MD,510,4347820
Calvert County,38.53471,-76.53056,MD,009,4350123
Caroline County,38.87173,-75.8316,MD,011,4350425
Carroll County,39.56286,-77.02252,MD,013,4350461
Cecil County,39.56242,-75.94811,MD,015,4350685
Charles County,38.47368,-77.01348,MD,017,4351021
Dorchester County,38.42261,-76.08332,MD,019,4353543
Frederick County,39.47222,-77.39799,MD,021,4355594
Garrett County,39.5286,-79.27388,MD,023,4355939
Harford County,39.53644,-76.29887,MD,025,4357407
Howard County,39.25072,-76.93119,MD,027,4358598
Kent County,39.2356,-76.09582,MD,029,4359780
Montgomery County,39.13638,-77.20424,MD,031,4362716
Prince George's County,38.82952,-76.84729,MD,033,4366164
Queen Anne's County,39.03763,-76.08504,MD,035,4366351
Saint Mary's County,38.21586,-76.52906,MD,037,4368320
Somerset County,38.08007,-75.85347,MD,039,4369894
Talbot County,38.7491,-76.17862,MD,041,4370904
Washington County,39.60367,-77.81398,MD,043,4372777
Wicomico County,38.36942,-75.63151,MD,045,4373554
Worcester County,38.2165,-75.29667,MD,047,4374180
Andrew County,39.98349,-94.80205,MO,003,4374849
Audrain County,39.21576,-91.84159,MO,007,4375346
Barry County,36.70987,-93.82907,MO,009,4375882
Barton County,37.5023,-94.34711,MO,011,4375904
Bates County,38.25729,-94.34,MO,013,4375954
Benton County,38.29485,-93.28795,MO,015,4376578
Bollinger County,37.32219,-90.02595,MO,017,4377844
Boone County,38.99062,-92.30968,MO,019,4377925
Buchanan County,39.65986,-94.80616,MO,021,4378897
Butler County,36.71642,-90.40656,MO,023,4379332
Caldwell County,39.65575,-93.9828,MO,025,4379520
Callaway County,38.83552,-91.92601,MO,027,4379567
Camden County,38.02704,-92.76605,MO,029,4379625
Cape Girardeau County,37.38404,-89.68445,MO,031,4379968
Carroll County,39.42698,-93.50518,MO,033,4380138
Carter County,36.94127,-90.96231,MO,035,4380170
Cass County,38.647,-94.35482,MO,037,4380266
Cedar County,37.72385,-93.85661,MO,039,4380498
Chariton County,39.51508,-92.96262,MO,041,4380961
Christian County,36.96957,-93.18885,MO,043,4381179
Clay County,39.31052,-94.42087,MO,047,4381444
Clinton County,39.60178,-94.40459,MO,049,4381646
Cole County,38.50541,-92.2816,MO,051,4381866
Cooper County,38.84354,-92.81012,MO,053,4382297
Crawford County,37.97638,-91.30396,MO,055,4382777
Dade County,37.43204,-93.85029,MO,057,4383206
Dallas County,37.68041,-93.02366,MO,059,4383238
Daviess County,39.96075,-93.98547,MO,061,4383368
DeKalb County,39.89318,-94.40471,MO,063,4383515
Dent County,37.60663,-91.50788,MO,065,4383752
Douglas County,36.9326,-92.49881,MO,067,4384356
Dunklin County,36.10597,-90.16576,MO,069,4384778
Franklin County,38.41114,-91.07499,MO,071,4387172
Gasconade County,38.44087,-91.50793,MO,073,4387701
Greene County,37.25805,-93.34199,MO,077,4388781
Henry County,38.38516,-93.79275,MO,083,4390169
Hickory County,37.94079,-93.32072,MO,085,4390327
Howard County,39.1425,-92.69627,MO,089,4391383
Howell County,36.77401,-91.88654,MO,091,4391410
Iron County,37.50426,-90.69003,MO,093,4392025
Jackson County,39.0085,-94.34609,MO,095,4392183
Jasper County,37.20355,-94.34061,MO,097,4392354
Jefferson County,38.26107,-90.53769,MO,099,4392394
Johnson County,38.74409,-93.80637,MO,101,4392606
Laclede County,37.65832,-92.59035,MO,105,4394029
Lafayette County,39.06559,-93.78554,MO,107,4394055
Lawrence County,37.10635,-93.83294,MO,109,4394702
Lincoln County,39.05802,-90.96005,MO,113,4395330
Linn County,39.87021,-93.10718,MO,115,4395428
Livingston County,39.78211,-93.54828,MO,117,4395900
Macon County,39.8308,-92.56461,MO,121,4396768
Madison County,37.4781,-90.34503,MO,123,4396798
Maries County,38.16163,-91.92489,MO,125,4397100
Marion County,39.80596,-91.62235,MO,127,4397108
McDonald County,36.62867,-94.34836,MO,119,4397698
Miller County,38.21453,-92.42841,MO,131,4398373
Mississippi County,36.8281,-89.29118,MO,133,4398638
Moniteau County,38.63275,-92.58305,MO,135,4398787
Monroe County,39.49546,-92.00074,MO,137,4398864
Montgomery County,38.94149,-91.47021,MO,139,4398895
Morgan County,38.42374,-92.88598,MO,141,4399052
New Madrid County,36.59465,-89.65183,MO,143,4400430
Newton County,36.90551,-94.33925,MO,145,4400561
Oregon County,36.68672,-91.40329,MO,149,4402012
Osage County,38.46037,-91.86184,MO,151,4402051
Ozark County,36.64932,-92.44466,MO,153,4402255
Pemiscot County,36.21145,-89.78538,MO,155,4402864
Perry County,37.70714,-89.82441,MO,157,4402984
Pettis County,38.72829,-93.2851,MO,159,4403095
Phelps County,37.87713,-91.79236,MO,161,4403116
Pike County,39.34384,-91.17136,MO,163,4403228
Platte County,39.3805,-94.77359,MO,165,4403600
Polk County,37.61648,-93.40053,MO,167,4404128
Pulaski County,37.82463,-92.20766,MO,169,4404807
Ralls County,39.52767,-91.52202,MO,173,4405038
Randolph County,39.44017,-92.49708,MO,175,4405082
Ray County,39.35241,-93.98988,MO,177,4405143
Reynolds County,37.36233,-90.96908,MO,179,4405470
Ripley County,36.65282,-90.86388,MO,181,4405720
Saint Charles County,38.78192,-90.6749,MO,183,4406835
Saint Clair County,38.03718,-93.77598,MO,185,4406842
Saint Francois County,37.81028,-90.47227,MO,187,4406884
Saint Louis County,38.64068,-90.44341,MO,189,4407074
City of Saint Louis,38.62727,-90.19789,MO,510,4407084
Sainte Genevieve County,37.8944,-90.19442,MO,186,4407295
Saline County,39.13684,-93.20185,MO,195,4407376
Scott County,37.05305,-89.56851,MO,201,4407901
Shannon County,37.15739,-91.40051,MO,203,4408228
Shelby County,39.79778,-92.07662,MO,205,4408345
Stoddard County,36.85562,-89.94431,MO,207,4410296
Stone County,36.74694,-93.456,MO,209,4410325
Taney County,36.65473,-93.04111,MO,213,4411205
Texas County,37.31731,-91.96505,MO,215,4411468
Vernon County,37.85058,-94.34244,MO,217,4413006
Warren County,38.76462,-91.16069,MO,219,4413583
Washington County,37.96168,-90.87742,MO,221,4413630
Wayne County,37.11264,-90.46143,MO,223,4413797
Webster County,37.28091,-92.87588,MO,225,4413870
Wright County,37.27014,-92.4687,MO,229,4415503
Adams County,31.48294,-91.3535,MS,001,4415912
Alcorn County,34.88077,-88.58026,MS,003,4416012
Amite County,31.1744,-90.80443,MS,005,4416182
Attala County,33.08629,-89.58155,MS,007,4416669
Benton County,34.81729,-89.18848,MS,009,4417738
Bolivar County,33.79554,-90.8804,MS,011,4419012
Calhoun County,33.93645,-89.33645,MS,013,4420309
Carroll County,33.44853,-89.9202,MS,015,4420741
Chickasaw County,33.9208,-88.94786,MS,017,4421449
Choctaw County,33.34731,-89.24838,MS,019,4421547
Claiborne County,31.97369,-90.91181,MS,021,4421859
Clarke County,32.0414,-88.6894,MS,023,4421913
Clay County,33.65567,-88.78157,MS,025,4421964
Coahoma County,34.22917,-90.60269,MS,027,4422178
Copiah County,31.86924,-90.4488,MS,029,4422700
Covington County,31.63322,-89.55263,MS,031,4422907
De Soto County,34.8754,-89.99178,MS,033,4423655
Forrest County,31.18887,-89.25786,MS,035,4426954
Franklin County,31.47715,-90.89785,MS,037,4427119
George County,30.86261,-88.64403,MS,039,4427592
Greene County,31.21422,-88.63916,MS,041,4428420
Grenada County,33.76995,-89.80201,MS,043,4428541
Hancock County,30.39378,-89.47456,MS,045,4428961
Harrison County,30.41605,-89.08164,MS,047,4429197
Hinds County,32.2667,-90.44282,MS,049,4429877
Holmes County,33.12351,-90.09205,MS,051,4430142
Humphreys County,33.1287,-90.52662,MS,053,4430705
Issaquena County,32.74139,-90.98921,MS,055,4431269
Itawamba County,34.27999,-88.36132,MS,057,4431274
Jackson County,30.46289,-88.62284,MS,059,4431425
Jasper County,32.01911,-89.11886,MS,061,4431565
Jefferson County,31.73421,-91.03718,MS,063,4431608
Jefferson Davis County,31.56964,-89.823,MS,065,4431611
Jones County,31.62256,-89.16879,MS,067,4431982
Kemper County,32.75456,-88.64116,MS,069,4432218
Lafayette County,34.35675,-89.48492,MS,071,4432670
Lamar County,31.20587,-89.50869,MS,073,4432922
Lauderdale County,32.40429,-88.66254,MS,075,4433028
Lawrence County,31.5502,-90.10699,MS,077,4433059
Leake County,32.75353,-89.52406,MS,079,4433110
Lee County,34.28989,-88.68042,MS,081,4433190
Leflore County,33.55052,-90.30106,MS,083,4433243
Lincoln County,31.53239,-90.454,MS,085,4433521
Lowndes County,33.47291,-88.44331,MS,087,4434357
Madison County,32.63466,-90.03376,MS,089,4434666
Marion County,31.23082,-89.82244,MS,091,4434905
Marshall County,34.76225,-89.50305,MS,093,4434977
Montgomery County,33.4941,-89.6164,MS,097,4436434
Monroe County,33.89224,-88.48047,MS,095,4436465
Neshoba County,32.7535,-89.11757,MS,099,4438104
Newton County,32.40023,-89.11881,MS,101,4438827
Noxubee County,33.11011,-88.56982,MS,103,4439115
Oktibbeha County,33.42495,-88.8793,MS,105,4439581
Panola County,34.36394,-89.95057,MS,107,4440232
Pearl River County,30.76858,-89.58978,MS,109,4440578
Perry County,31.17202,-88.99233,MS,111,4440794
Pike County,31.17491,-90.40416,MS,113,4441053
Pontotoc County,34.22544,-89.03741,MS,115,4442070
Prentiss County,34.61829,-88.5201,MS,117,4442374
Quitman County,34.25141,-90.28912,MS,119,4442697
Rankin County,32.26412,-89.9458,MS,121,4442841
Scott County,32.40638,-89.53764,MS,123,4445321
Sharkey County,32.87972,-90.81321,MS,125,4445678
Simpson County,31.91317,-89.91949,MS,127,4446158
Smith County,32.01769,-89.50668,MS,129,4446378
Stone County,30.78995,-89.11771,MS,131,4447325
Sunflower County,33.60231,-90.58862,MS,133,4447584
Tallahatchie County,33.95047,-90.17326,MS,135,4447911
Tate County,34.65032,-89.94478,MS,137,4447998
Tippah County,34.7684,-88.9089,MS,139,4448467
Tishomingo County,34.74043,-88.23932,MS,141,4448508
Tunica County,34.65194,-90.37551,MS,143,4448921
Union County,34.49047,-89.00386,MS,145,4449240
Walthall County,31.14842,-90.10614,MS,147,4450205
Warren County,32.35723,-90.85201,MS,149,4450285
Washington County,33.2837,-90.94745,MS,151,4450315
Wayne County,31.64078,-88.6958,MS,153,4450432
Webster County,33.61307,-89.28482,MS,155,4450493
Wilkinson County,31.16107,-91.31092,MS,157,4451213
Winston County,33.08849,-89.03443,MS,159,4451480
Yalobusha County,34.02821,-89.70763,MS,161,4451779
Yazoo County,32.78031,-90.39642,MS,163,4451815
Alamance County,36.04407,-79.39951,NC,001,4452290
Alexander County,35.92102,-81.17702,NC,003,4452352
Alleghany County,36.49134,-81.12719,NC,005,4452391
Anson County,34.97383,-80.10273,NC,007,4452708
Ashe County,36.43416,-81.50034,NC,009,4453028
Avery County,36.07661,-81.92247,NC,011,4453232
Beaufort County,35.48583,-76.84516,NC,013,4454373
Bertie County,36.06556,-76.9666,NC,015,4455071
Bladen County,34.61431,-78.56318,NC,017,4456243
Brunswick County,34.03897,-78.22728,NC,019,4457580
Buncombe County,35.61122,-82.5301,NC,021,4458155
Burke County,35.74952,-81.7047,NC,023,4458194
Cabarrus County,35.38687,-80.55204,NC,025,4458491
Caldwell County,35.95297,-81.54655,NC,027,4458601
Camden County,36.34145,-76.16112,NC,029,4458740
Carteret County,34.86401,-76.53249,NC,031,4459410
Caswell County,36.39335,-79.33359,NC,033,4459547
Catawba County,35.66261,-81.21448,NC,035,4459575
Chatham County,35.70258,-79.25535,NC,037,4460324
Cherokee County,35.13384,-84.06347,NC,039,4460366
Chowan County,36.12656,-76.60216,NC,041,4460702
Clay County,35.05719,-83.75021,NC,043,4460927
Cleveland County,35.33411,-81.55561,NC,045,4461030
Columbus County,34.2654,-78.65507,NC,047,4461503
Craven County,35.11722,-77.08263,NC,049,4462398
Cumberland County,35.04859,-78.82744,NC,051,4462716
Currituck County,36.36724,-75.93683,NC,053,4462764
Dare County,35.78663,-75.78094,NC,055,4462997
Davidson County,35.79328,-80.21269,NC,057,4463056
Davie County,35.92916,-80.54447,NC,059,4463078
Duplin County,34.93628,-77.93294,NC,061,4464351
Durham County,36.036,-78.87632,NC,063,4464374
Edgecombe County,35.91298,-77.59707,NC,065,4464909
Forsyth County,36.13049,-80.25636,NC,067,4466900
Franklin County,36.08279,-78.28561,NC,069,4467141
Gaston County,35.29437,-81.18025,NC,071,4467717
Gates County,36.44489,-76.70049,NC,073,4467741
Graham County,35.35016,-83.83356,NC,075,4468538
Granville County,36.30402,-78.65302,NC,077,4468623
Greene County,35.48541,-77.67587,NC,079,4469093
Guilford County,36.07945,-79.78901,NC,081,4469393
Halifax County,36.2575,-77.65188,NC,083,4469619
Harnett County,35.3686,-78.86931,NC,085,4470002
Haywood County,35.55605,-82.98224,NC,087,4470398
Henderson County,35.33629,-82.47991,NC,089,4470576
Hertford County,36.35863,-76.98066,NC,091,4470729
Hoke County,35.01736,-79.23711,NC,093,4471487
Hyde County,35.41004,-76.1485,NC,095,4472505
Iredell County,35.80708,-80.87344,NC,097,4472769
Jackson County,35.28739,-83.14083,NC,099,4473029
Johnston County,35.51761,-78.36564,NC,101,4473631
Jones County,35.0217,-77.35526,NC,103,4473713
Lee County,35.47517,-79.17143,NC,105,4475520
Lenoir County,35.23915,-77.64127,NC,107,4475647
Lincoln County,35.48618,-81.22387,NC,109,4475969
Macon County,35.15038,-83.4221,NC,113,4477724
Madison County,35.85809,-82.70576,NC,115,4477734
Martin County,35.8416,-77.10708,NC,117,4478142
McDowell County,35.68124,-82.0487,NC,111,4478581
Mecklenburg County,35.24671,-80.83276,NC,119,4478884
Mitchell County,36.01329,-82.16347,NC,121,4479817
Montgomery County,35.33246,-79.90547,NC,123,4479988
Moore County,35.31072,-79.48131,NC,125,4480053
Nash County,35.96722,-77.98648,NC,127,4481511
New Hanover County,34.18141,-77.86561,NC,129,4481757
Northampton County,36.41766,-77.39674,NC,131,4482584
Onslow County,34.76305,-77.39319,NC,133,4483494
Orange County,36.0613,-79.1206,NC,135,4483525
Pamlico County,35.15152,-76.66716,NC,137,4483897
Pasquotank County,36.2649,-76.24913,NC,139,4484186
Pender County,34.51494,-77.88887,NC,141,4484498
Perquimans County,36.1772,-76.40767,NC,143,4484605
Person County,36.39011,-78.97171,NC,145,4484671
Pitt County,35.59352,-77.37465,NC,147,4485631
Polk County,35.27929,-82.16967,NC,149,4486072
Randolph County,35.71033,-79.80616,NC,151,4487127
Richmond County,35.00594,-79.74783,NC,153,4487947
Robeson County,34.64009,-79.10353,NC,155,4488351
Rockingham County,36.39608,-79.77515,NC,157,4488575
Rowan County,35.63954,-80.52464,NC,159,4489163
Rutherford County,35.40225,-81.92009,NC,161,4489357
Sampson County,34.99163,-78.37152,NC,163,4490053
Scotland County,34.8409,-79.48043,NC,165,4490602
Stanly County,35.31199,-80.25092,NC,167,4493238
Stokes County,36.4019,-80.23961,NC,169,4493539
Surry County,36.41468,-80.68749,NC,171,4494132
Swain County,35.48673,-83.49274,NC,173,4494189
Transylvania County,35.20215,-82.7983,NC,175,4495544
Tyrrell County,35.87018,-76.17005,NC,177,4496070
Union County,34.98837,-80.53073,NC,179,4496196
Vance County,36.36476,-78.40833,NC,181,4496539
Wake County,35.79012,-78.65022,NC,183,4497286
Warren County,36.39659,-78.1069,NC,185,4497598
Washington County,35.83887,-76.56868,NC,187,4497673
Watauga County,36.2311,-81.69637,NC,189,4497707
Wayne County,35.36378,-78.00415,NC,191,4497859
Wilkes County,36.20621,-81.16292,NC,193,4499127
Wilson County,35.70503,-77.91862,NC,195,4499428
Yadkin County,36.16054,-80.66534,NC,197,4500134
Yancey County,35.89888,-82.30755,NC,199,4500160
Atlantic County,39.46883,-74.63373,NJ,001,4500561
Burlington County,39.87769,-74.6682,NJ,005,4500994
Camden County,39.80353,-74.95976,NJ,007,4501019
Cape May County,39.08513,-74.84998,NJ,009,4501053
Cumberland County,39.32807,-75.12934,NJ,011,4501427
Gloucester County,39.71731,-75.14167,NJ,015,4501944
Ocean County,39.866,-74.25003,NJ,029,4503355
Salem County,39.57658,-75.35791,NJ,033,4503949
Adams County,38.84551,-83.47215,OH,001,4505006
Athens County,39.33386,-82.04513,OH,009,4505546
Brown County,38.93405,-83.86743,OH,015,4507215
Butler County,39.43865,-84.57566,OH,017,4507568
Clark County,39.91678,-83.7839,OH,023,4508810
Clermont County,39.04743,-84.15192,OH,025,4508924
Clinton County,39.41498,-83.80838,OH,027,4508988
Fairfield County,39.7516,-82.63059,OH,045,4511295
Fayette County,39.55988,-83.4561,OH,047,4511521
Franklin County,39.96952,-83.00935,OH,049,4512214
Gallia County,38.82467,-82.31691,OH,053,4512438
