v_ids
5554419.0
5762836.0
5767295.0
4846602.0
4915703.0
4996655.0
4920423.0
4309487.0
4297653.0
4297882.0
4307025.0
4247060.0
4852711.0
4273837.0
4276816.0
4379322.0
4121256.0
4071267.0
4227166.0
4212728.0
4205392.0
4229691.0
4201141.0
4475773.0
5194590.0
5197171.0
5243145.0
4970888.0
4947607.0
5110266.0
4473017.0
4469617.0
4495714.0
4574550.0
4152890.0
4148708.0
4211839.0
4208442.0
4859658.0
5018751.0
5015844.0
5688789.0
5789448.0
5558829.0
5393052.0
5423294.0
5415502.0
4275315.0
4276248.0
4274927.0
5081848.0
4272873.0
4408000.0
4115658.0
4693569.0
4318695.0
4334720.0
4120508.0
4624180.0
4638278.0
4475640.0
4760376.0
4827333.0
4515318.0
4806504.0
4784112.0
4770827.0
4748550.0
4760059.0
4562407.0
4746795.0
4820597.0
5177358.0
5008278.0
4995403.0
5272873.0
5278120.0
5246105.0
4854529.0
4866236.0
4846529.0
5065817.0
5699898.0
5693833.0
5841207.0
5699552.0
4281083.0
4529096.0
4695270.0
4699540.0
5525577.0
5428184.0
5423573.0
5784154.0
5779206.0
5587385.0
5544619.0
5322053.0
5296013.0
5838198.0
